,Consecutive_Holes_Below_Par_RANK THIS WEEK,Consecutive_Holes_Below_Par_RANK LAST WEEK,Consecutive_Holes_Below_Par_PLAYER NAME,Consecutive_Holes_Below_Par_EVENTS,Consecutive_Holes_Below_Par_NUMBER OF HOLES
0,1,1,Edward Fryatt,32,8
1,T2,T2,Jerry Kelly,32,7
2,T2,T2,Rocco Mediate,24,7
3,T4,T4,Stephen Ames,31,6
4,T4,T4,Mike Brisky,31,6
5,T4,T4,Tom Byrum,27,6
6,T4,T4,Brent Geiberger,24,6
7,T4,T4,Brian Henninger,29,6
8,T4,T4,David Howser,1,6
9,T4,T4,Bradley Hughes,33,6
10,T4,T4,Skip Kendall,32,6
11,T4,T4,Casey Martin,29,6
12,T4,T4,Blaine McCallister,30,6
13,T4,T4,Mike Weir,28,6
14,T15,T15,Woody Austin,32,5
15,T15,T15,Paul Azinger,20,5
16,T15,T15,Craig Barlow,31,5
17,T15,T15,Rich Beem,29,5
18,T15,T15,Jay Don Blake,29,5
19,T15,T15,Olin Browne,31,5
20,T15,T15,Jim Carter,30,5
21,T15,T15,Barry Cheesman,35,5
22,T15,T15,Stewart Cink,27,5
23,T15,T15,Bobby Cochran,30,5
24,T15,T15,Paul Curry,25,5
25,T15,T15,Robert Damron,28,5
26,T15,T15,Chris DiMarco,33,5
27,T15,T15,Trevor Dodds,29,5
28,T15,T15,Joe Durant,28,5
29,T15,T15,David Duval,19,5
30,T15,T15,R.W. Eaks,1,5
31,T15,T15,Carlos Franco,24,5
32,T15,T15,Harrison Frazar,24,5
33,T15,T15,Keiichiro Fukabori,3,5
34,T15,T15,Fred Funk,32,5
35,T15,T15,Brian Gay,33,5
36,T15,T15,Matt Gogel,30,5
37,T15,T15,Steve Gotsche,32,5
38,T15,T15,Jeff Gove,31,5
39,T15,T15,Paul Goydos,30,5
40,T15,T15,Gabriel Hjertstedt,29,5
41,T15,T15,Glen Hnatiuk,30,5
42,T15,T15,Scott Hoch,29,5
43,T15,T15,Kazuhiko Hosokawa,14,5
44,T15,T15,Peter Jacobsen,22,5
45,T15,T15,Lee Janzen,27,5
46,T15,T15,Pete Jordan,31,5
47,T15,T15,Jonathan Kaye,34,5
48,T15,T15,Greg Kraft,29,5
49,T15,T15,Frank Lickliter II,31,5
50,T15,T15,Davis Love III,25,5
51,T15,T15,Steve Lowery,30,5
52,T15,T15,Andrew Magee,26,5
53,T15,T15,Bob May,26,5
54,T15,T15,Billy Mayfair,29,5
55,T15,T15,Phil Mickelson,23,5
56,T15,T15,David Morland IV,31,5
57,T15,T15,Jesper Parnevik,20,5
58,T15,T15,Craig Parry,22,5
59,T15,T15,Carl Paulson,33,5
60,T15,T15,Corey Pavin,25,5
