,Round_3_Scoring_Average_RANK THIS WEEK,Round_3_Scoring_Average_RANK LAST WEEK,Round_3_Scoring_Average_PLAYER NAME,Round_3_Scoring_Average_AVG,Round_3_Scoring_Average_TOTAL STROKES,Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Graham DeLaet,68.46,890,13
1,2,2,Justin Rose,68.5,959,14
2,3,3,Jonathan Byrd,68.67,824,12
3,4,4,Stewart Cink,68.94,1103,16
4,5,5,Jordan Spieth,68.95,1379,20
5,6,6,Justin Thomas,69.04,1588,23
6,7,7,Brooks Koepka,69.05,1312,19
7,T8,T8,Jason Day,69.06,1174,17
8,T8,T8,Scott Piercy,69.06,1243,18
9,T8,T8,Rory Sabbatini,69.06,1105,16
10,11,11,Jason Bohn,69.1,1451,21
11,12,12,Willy Wilcox,69.18,761,11
12,13,13,Scott Pinckney,69.22,1246,18
13,T14,T14,Dustin Johnson,69.24,1177,17
14,T14,T14,Sean O'Hair,69.24,1177,17
15,16,16,Matt Kuchar,69.26,1593,23
16,17,17,Brandt Snedeker,69.27,1524,22
17,18,18,Bill Lunde,69.29,485,7
18,19,19,Bubba Watson,69.31,1109,16
19,20,20,Jason Kokrak,69.35,1179,17
20,21,21,Bill Haas,69.42,1319,19
21,22,22,Shawn Stefani,69.43,1458,21
22,T23,T23,Matt Jones,69.47,1320,19
23,T23,T23,Hudson Swafford,69.47,1320,19
24,25,25,Steven Bowditch,69.48,1459,21
25,26,26,Jerry Kelly,69.5,1112,16
26,27,27,Scott Brown,69.53,1321,19
27,28,28,Jason Dufner,69.65,1184,17
28,29,29,Johnson Wagner,69.67,836,12
29,30,30,Spencer Levin,69.74,1325,19
30,T31,T31,Rickie Fowler,69.75,1116,16
31,T31,T31,Colt Knost,69.75,1116,16
32,T31,T31,John Merrick,69.75,837,12
33,34,34,Jim Herman,69.79,1326,19
34,35,35,Kevin Streelman,69.8,1396,20
35,36,36,Zac Blair,69.81,1466,21
36,37,37,George McNeill,69.85,1397,20
37,38,38,Ian Poulter,69.87,1048,15
38,T39,T39,Danny Lee,69.88,1747,25
39,T39,T39,Troy Merritt,69.88,1188,17
40,T41,T41,Zach Johnson,69.9,1398,20
41,T41,T41,Russell Knox,69.9,1468,21
42,T41,T41,Andrew Svoboda,69.9,699,10
43,44,44,Derek Ernst,69.91,769,11
44,45,45,Francesco Molinari,69.92,839,12
45,T46,T46,Jim Furyk,69.93,1049,15
46,T46,T46,Alex Prugh,69.93,979,14
47,T48,T48,Martin Flores,69.94,1189,17
48,T48,T48,Adam Hadwin,69.94,1259,18
49,T48,T48,Camilo Villegas,69.94,1119,16
50,51,51,Carlos Ortiz,69.95,1399,20
51,T52,T52,Sergio Garcia,70.0,980,14
52,T52,T52,Whee Kim,70.0,980,14
53,T52,T52,Hunter Mahan,70.0,1330,19
54,T52,T52,Hideki Matsuyama,70.0,1540,22
55,T52,T52,Louis Oosthuizen,70.0,980,14
56,T52,T52,Patrick Reed,70.0,1680,24
57,T52,T52,Heath Slocum,70.0,420,6
58,T52,T52,Robert Streb,70.0,1750,25
59,T52,T52,Jimmy Walker,70.0,1400,20
60,61,61,James Hahn,70.05,1331,19
61,62,62,Kevin Chappell,70.06,1191,17
62,T63,T63,Gonzalo Fernandez-Castaño,70.08,841,12
63,T63,T63,Brice Garnett,70.08,841,12
64,65,65,Daniel Summerhays,70.09,1542,22
65,T66,T66,Brendon Todd,70.1,1472,21
66,T66,T66,David Toms,70.1,701,10
67,68,68,Bryce Molder,70.11,1332,19
68,69,69,Kevin Kisner,70.13,1683,24
69,70,70,Robert Allenby,70.14,491,7
70,71,71,Paul Casey,70.16,1333,19
71,72,72,Daniel Berger,70.17,1263,18
72,T73,T73,David Lingmerth,70.18,1193,17
73,T73,T73,Jeff Overton,70.18,1193,17
74,T73,T73,Pat Perez,70.18,1544,22
75,76,76,Brian Harman,70.19,1123,16
76,77,77,Brendan Steele,70.21,1334,19
77,78,78,Brendon de Jonge,70.23,1545,22
78,79,79,Kyle Reifers,70.24,1194,17
79,T80,T80,Chad Collins,70.25,1124,16
80,T80,T80,Roger Sloan,70.25,562,8
81,82,82,Patrick Rodgers,70.27,773,11
82,83,83,Gary Woodland,70.29,984,14
83,T84,T84,Jonas Blixt,70.31,914,13
84,T84,T84,Erik Compton,70.31,1125,16
85,86,86,Carl Pettersson,70.32,1547,22
86,87,87,Max Homa,70.33,844,12
87,88,88,Cameron Percy,70.36,985,14
88,89,89,Davis Love III,70.38,563,8
89,90,90,Harris English,70.39,1619,23
90,91,91,Russell Henley,70.42,1338,19
91,92,92,Ricky Barnes,70.43,986,14
92,93,93,Tyrone Van Aswegen,70.44,634,9
93,T94,T94,Sangmoon Bae,70.45,1409,20
94,T94,T94,Greg Owen,70.45,775,11
95,T96,T96,Jason Gore,70.46,916,13
96,T96,T96,Marc Leishman,70.46,916,13
97,98,98,William McGirt,70.48,1621,23
98,T99,T99,Steven Alker,70.5,705,10
99,T99,T99,Webb Simpson,70.5,1269,18
100,T99,T99,Boo Weekley,70.5,1128,16
101,102,102,Morgan Hoffmann,70.53,1199,17
102,T103,T103,Luke Donald,70.56,1129,16
103,T103,T103,Fabián Gómez,70.56,1129,16
104,T103,T103,Ryan Palmer,70.56,1270,18
105,T103,T103,Byron Smith,70.56,635,9
106,T103,T103,Nick Watney,70.56,1270,18
107,108,108,Jon Curran,70.57,988,14
108,T109,T109,Chad Campbell,70.58,1341,19
109,T109,T109,David Hearn,70.58,1341,19
110,T109,T109,J.B. Holmes,70.58,1341,19
111,112,112,Jhonattan Vegas,70.61,1271,18
112,T113,T113,Jonathan Randolph,70.62,918,13
113,T113,T113,Nicholas Thompson,70.62,918,13
114,115,115,D.A. Points,70.64,777,11
115,T116,T116,Ben Martin,70.68,1343,19
116,T116,T116,John Peterson,70.68,1343,19
117,118,118,Chris Stroud,70.73,1061,15
118,119,119,Kevin Na,70.74,1627,23
119,120,120,Cameron Tringale,70.75,1415,20
120,121,121,Andres Gonzales,70.76,1203,17
121,T122,T122,Tony Finau,70.77,1557,22
122,T122,T122,Seung-Yul Noh,70.77,920,13
123,T124,T124,Charley Hoffman,70.8,1416,20
124,T124,T124,Adam Scott,70.8,708,10
125,T124,T124,John Senden,70.8,1062,15
126,T124,T124,Henrik Stenson,70.8,1062,15
127,128,128,Luke Guthrie,70.81,1133,16
128,T129,T129,Aaron Baddeley,70.85,921,13
129,T129,T129,Billy Hurley III,70.85,921,13
130,T131,T131,Eric Axley,70.88,567,8
131,T131,T131,J.J. Henry,70.88,1134,16
132,T133,T133,Andres Romero,70.9,709,10
133,T133,T133,Tim Wilkinson,70.9,709,10
134,T135,T135,Roberto Castro,70.91,780,11
135,T135,T135,Greg Chalmers,70.91,780,11
136,137,137,K.J. Choi,70.92,922,13
137,138,138,Sam Saunders,70.93,1064,15
138,T139,T139,Vijay Singh,70.94,1135,16
139,T139,T139,Mark Wilson,70.94,1135,16
140,T141,T141,Keegan Bradley,71.0,1349,19
141,T141,T141,Justin Leonard,71.0,639,9
142,T141,T141,Sung Joon Park,71.0,994,14
143,144,144,Steve Wheatcroft,71.06,1137,16
144,145,145,Charl Schwartzel,71.07,995,14
145,146,146,John Huh,71.09,1564,22
146,147,147,Billy Horschel,71.1,1493,21
147,148,148,Ryo Ishikawa,71.11,1280,18
148,T149,T149,Ken Duke,71.13,1138,16
149,T149,T149,Tom Hoge,71.13,1138,16
150,T149,T149,Charles Howell III,71.13,1636,23
151,T149,T149,Phil Mickelson,71.13,1138,16
152,T149,T149,Ryan Moore,71.13,1138,16
153,154,154,Brian Davis,71.14,996,14
154,155,155,Michael Thompson,71.2,1068,15
155,T156,T156,Alex Cejka,71.22,1282,18
156,T156,T156,Jamie Donaldson,71.22,641,9
157,158,158,Martin Laird,71.27,1069,15
158,159,159,Chesson Hadley,71.29,1497,21
159,T160,T160,Mark Hubbard,71.31,1141,16
160,T160,T160,Michael Putnam,71.31,1141,16
161,T162,T162,Lucas Glover,71.33,1070,15
162,T162,T162,Retief Goosen,71.33,1070,15
163,164,164,Chris Kirk,71.35,1213,17
164,165,165,Derek Fathauer,71.38,928,13
165,T166,T166,Nick Taylor,71.42,1357,19
166,T166,T166,Lee Westwood,71.42,857,12
167,168,168,Bo Van Pelt,71.43,1000,14
168,169,169,Blayne Barber,71.54,930,13
169,170,170,Oscar Fraustro,71.63,573,8
170,171,171,Scott Langley,71.7,1434,20
171,172,172,Ben Crane,71.78,646,9
172,173,173,Chez Reavie,71.8,718,10
173,174,174,Brian Stuard,71.94,1223,17
174,175,175,Scott Stallings,72.18,794,11
175,176,176,Geoff Ogilvy,72.3,723,10
176,177,177,Ángel Cabrera,72.44,652,9
177,178,178,Andrew Putnam,72.45,797,11
178,179,179,Padraig Harrington,72.6,726,10
179,T180,T180,Ernie Els,72.64,799,11
180,T180,T180,Robert Garrigus,72.64,799,11
181,182,182,Charlie Beljan,72.73,800,11
182,183,183,Jim Renner,72.78,655,9
183,184,184,Matt Every,73.17,878,12
