,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Charlie Beljan,27,100.0,1.0
1,T1,T1,Keegan Bradley,24,100.0,2.0
2,T1,T1,Jason Day,20,100.0,3.0
3,T1,T1,Ken Duke,30,100.0,1.0
4,T1,T1,Oscar Fraustro,21,100.0,1.0
5,T1,T1,Adam Hadwin,30,100.0,1.0
6,T1,T1,James Hahn,28,100.0,1.0
7,T1,T1,David Hearn,30,100.0,1.0
8,T1,T1,Charley Hoffman,28,100.0,1.0
9,T1,T1,Max Homa,27,100.0,1.0
10,T1,T1,Charles Howell III,30,100.0,1.0
11,T1,T1,Zach Johnson,25,100.0,3.0
12,T1,T1,Dustin Johnson,21,100.0,2.0
13,T1,T1,Colt Knost,29,100.0,1.0
14,T1,T1,Brooks Koepka,23,100.0,1.0
15,T1,T1,Matt Kuchar,25,100.0,2.0
16,T1,T1,Marc Leishman,23,100.0,3.0
17,T1,T1,Davis Love III,18,100.0,1.0
18,T1,T1,Hunter Mahan,24,100.0,1.0
19,T1,T1,George McNeill,27,100.0,1.0
20,T1,T1,Phil Mickelson,19,100.0,1.0
21,T1,T1,Sung Joon Park,27,100.0,1.0
22,T1,T1,Cameron Percy,23,100.0,1.0
23,T1,T1,Pat Perez,26,100.0,1.0
24,T1,T1,Carl Pettersson,32,100.0,3.0
25,T1,T1,Ian Poulter,19,100.0,1.0
26,T1,T1,Alex Prugh,27,100.0,2.0
27,T1,T1,Justin Rose,20,100.0,3.0
28,T1,T1,Charl Schwartzel,19,100.0,1.0
29,T1,T1,Shawn Stefani,26,100.0,1.0
30,T1,T1,Nicholas Thompson,31,100.0,1.0
31,T1,T1,Brendon Todd,27,100.0,1.0
32,T1,T1,Gary Woodland,24,100.0,1.0
33,34,34,Jordan Spieth,25,75.0,3.0
34,T35,T35,Retief Goosen,25,66.7,2.0
35,T35,T35,Bill Haas,25,66.7,2.0
36,T35,T35,Kevin Kisner,30,66.7,2.0
37,T35,T35,Brandt Snedeker,27,66.7,2.0
38,T35,T35,Mark Wilson,28,66.7,2.0
39,40,40,Boo Weekley,24,60.0,3.0
40,T41,T41,Paul Casey,24,50.0,1.0
41,T41,T41,Jim Furyk,19,50.0,1.0
42,T41,T41,Russell Henley,24,50.0,1.0
43,T41,T41,Morgan Hoffmann,26,50.0,1.0
44,T41,T41,Tom Hoge,26,50.0,1.0
45,T41,T41,Jerry Kelly,24,50.0,1.0
46,T41,T41,Chris Kirk,21,50.0,1.0
47,T41,T41,Danny Lee,36,50.0,1.0
48,T41,T41,David Lingmerth,28,50.0,1.0
49,T41,T41,Hideki Matsuyama,25,50.0,2.0
50,T41,T41,Kevin Na,27,50.0,1.0
51,T41,T41,Louis Oosthuizen,20,50.0,1.0
52,T41,T41,Jeff Overton,30,50.0,1.0
53,T41,T41,Scott Piercy,28,50.0,1.0
54,T41,T41,Sam Saunders,28,50.0,1.0
55,T41,T41,Webb Simpson,22,50.0,1.0
56,T41,T41,Brendan Steele,24,50.0,1.0
57,T41,T41,Bubba Watson,19,50.0,2.0
58,T41,T41,Willy Wilcox,17,50.0,1.0
59,T60,T60,Kevin Chappell,26,33.3,1.0
60,T60,T60,Harris English,29,33.3,1.0
61,T60,T60,Tony Finau,31,33.3,1.0
62,T60,T60,Sergio Garcia,15,33.3,1.0
63,T60,T60,Andres Gonzales,28,33.3,1.0
64,T60,T60,Jim Herman,27,33.3,1.0
65,T60,T60,J.B. Holmes,25,33.3,1.0
66,T60,T60,Adam Scott,15,33.3,1.0
67,T68,T68,Chad Campbell,30,25.0,1.0
68,T68,T68,Justin Thomas,30,25.0,1.0
69,70,70,Robert Streb,30,20.0,1.0
70,T71,T71,Aaron Baddeley,25,0.0,
71,T71,T71,Ricky Barnes,27,0.0,
72,T71,T71,Daniel Berger,31,0.0,
73,T71,T71,Zac Blair,34,0.0,
74,T71,T71,Jonas Blixt,26,0.0,
75,T71,T71,Jason Bohn,27,0.0,
76,T71,T71,Steven Bowditch,32,0.0,
77,T71,T71,Scott Brown,30,0.0,
78,T71,T71,Jonathan Byrd,22,0.0,
79,T71,T71,Ángel Cabrera,19,0.0,
80,T71,T71,Alex Cejka,30,0.0,
81,T71,T71,K.J. Choi,19,0.0,
82,T71,T71,Chad Collins,24,0.0,
83,T71,T71,Erik Compton,28,0.0,
84,T71,T71,Jon Curran,28,0.0,
85,T71,T71,Brendon de Jonge,31,0.0,
86,T71,T71,Luke Donald,20,0.0,
87,T71,T71,Jason Dufner,21,0.0,
88,T71,T71,Gonzalo Fernandez-Castaño,28,0.0,
89,T71,T71,Martin Flores,30,0.0,
90,T71,T71,Brice Garnett,29,0.0,
91,T71,T71,Lucas Glover,26,0.0,
92,T71,T71,Fabián Gómez,26,0.0,
93,T71,T71,Jason Gore,26,0.0,
94,T71,T71,Luke Guthrie,27,0.0,
95,T71,T71,Brian Harman,29,0.0,
96,T71,T71,Billy Horschel,28,0.0,
97,T71,T71,Mark Hubbard,25,0.0,
98,T71,T71,John Huh,31,0.0,
99,T71,T71,Billy Hurley III,28,0.0,
100,T71,T71,Ryo Ishikawa,28,0.0,
101,T71,T71,Matt Jones,25,0.0,
102,T71,T71,Russell Knox,28,0.0,
103,T71,T71,Jason Kokrak,28,0.0,
104,T71,T71,Martin Laird,24,0.0,
105,T71,T71,Justin Leonard,22,0.0,
106,T71,T71,Spencer Levin,31,0.0,
107,T71,T71,Bill Lunde,18,0.0,
108,T71,T71,John Merrick,27,0.0,
109,T71,T71,Francesco Molinari,16,0.0,
110,T71,T71,Ryan Moore,24,0.0,
111,T71,T71,Sean O'Hair,26,0.0,
112,T71,T71,Carlos Ortiz,30,0.0,
113,T71,T71,Ryan Palmer,22,0.0,
114,T71,T71,Patrick Reed,27,0.0,
115,T71,T71,Kyle Reifers,31,0.0,
116,T71,T71,Patrick Rodgers,17,0.0,
117,T71,T71,Andres Romero,24,0.0,
118,T71,T71,Rory Sabbatini,25,0.0,
119,T71,T71,Vijay Singh,23,0.0,
120,T71,T71,Scott Stallings,19,0.0,
121,T71,T71,Henrik Stenson,16,0.0,
122,T71,T71,Chris Stroud,28,0.0,
123,T71,T71,Brian Stuard,31,0.0,
124,T71,T71,Daniel Summerhays,29,0.0,
125,T71,T71,Hudson Swafford,30,0.0,
126,T71,T71,Nick Taylor,28,0.0,
127,T71,T71,David Toms,21,0.0,
128,T71,T71,Bo Van Pelt,28,0.0,
129,T71,T71,Jhonattan Vegas,27,0.0,
130,T71,T71,Camilo Villegas,27,0.0,
131,T71,T71,Johnson Wagner,23,0.0,
132,T71,T71,Nick Watney,28,0.0,
133,T71,T71,Lee Westwood,15,0.0,
134,T71,T71,Tim Wilkinson,28,0.0,
