,Back_9_Par_3_Scoring_Average_RANK THIS WEEK,Back_9_Par_3_Scoring_Average_RANK LAST WEEK,Back_9_Par_3_Scoring_Average_PLAYER NAME,Back_9_Par_3_Scoring_Average_ROUNDS,Back_9_Par_3_Scoring_Average_AVG,Back_9_Par_3_Scoring_Average_TOTAL STROKES,Back_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Willy Wilcox,58,2.89,332,115
1,2,2,Webb Simpson,81,2.9,447,154
2,T3,T3,Jason Day,75,2.91,396,136
3,T3,T3,Johnson Wagner,68,2.91,399,137
4,5,5,Kevin Na,98,2.92,561,192
5,6,6,Jonathan Byrd,69,2.93,395,135
6,T7,T7,Rickie Fowler,76,2.94,411,140
7,T7,T7,Jordan Spieth,91,2.94,527,179
8,T9,T9,Whee Kim,71,2.95,416,141
9,T9,T9,Henrik Stenson,63,2.95,354,120
10,T11,T11,Danny Lee,120,2.96,731,247
11,T11,T11,Chris Stroud,84,2.96,501,169
12,13,13,Jim Furyk,71,2.97,380,128
13,T14,T14,Eric Axley,57,2.98,334,112
14,T14,T14,Chad Collins,79,2.98,486,163
15,T14,T14,Graham DeLaet,65,2.98,391,131
16,T14,T14,Retief Goosen,81,2.98,465,156
17,T14,T14,Russell Henley,87,2.98,486,163
18,T14,T14,Zach Johnson,90,2.98,507,170
19,T14,T14,Jerry Kelly,79,2.98,488,164
20,T14,T14,Jeff Overton,94,2.98,576,193
21,T14,T14,Robert Streb,110,2.98,632,212
22,T14,T14,Bubba Watson,71,2.98,388,130
23,T24,T24,Daniel Berger,97,2.99,592,198
24,T24,T24,Jason Bohn,95,2.99,587,196
25,T24,T24,Jason Gore,76,2.99,437,146
26,T24,T24,Max Homa,78,2.99,455,152
27,T24,T24,Mark Hubbard,79,2.99,475,159
28,T24,T24,Troy Merritt,91,2.99,563,188
29,T24,T24,Brendon Todd,96,2.99,551,184
30,T31,T31,Greg Chalmers,58,3.0,333,111
31,T31,T31,Jimmy Walker,89,3.0,501,167
32,T33,T33,Steven Alker,62,3.01,370,123
33,T33,T33,Aaron Baddeley,76,3.01,448,149
34,T33,T33,Steven Bowditch,103,3.01,615,204
35,T33,T33,Brendon de Jonge,106,3.01,666,221
36,T33,T33,Harris English,105,3.01,630,209
37,T33,T33,Tom Hoge,83,3.01,482,160
38,T33,T33,John Huh,102,3.01,636,211
39,T33,T33,Chris Kirk,76,3.01,434,144
40,T33,T33,Kevin Kisner,104,3.01,636,211
41,T33,T33,Scott Piercy,90,3.01,548,182
42,T33,T33,John Senden,80,3.01,442,147
43,T33,T33,Byron Smith,59,3.01,337,112
44,T33,T33,David Toms,62,3.01,361,120
45,T46,T46,Ángel Cabrera,53,3.02,308,102
46,T46,T46,Lucas Glover,79,3.02,496,164
47,T46,T46,James Hahn,94,3.02,577,191
48,T46,T46,David Hearn,97,3.02,594,197
49,T46,T46,Billy Hurley III,83,3.02,501,166
50,T46,T46,Colt Knost,90,3.02,541,179
51,T46,T46,Louis Oosthuizen,68,3.02,375,124
52,T46,T46,Ryan Palmer,80,3.02,468,155
53,T46,T46,Alex Prugh,84,3.02,499,165
54,T46,T46,Bo Van Pelt,81,3.02,493,163
55,T56,T56,Scott Brown,97,3.03,606,200
56,T56,T56,Paul Casey,87,3.03,488,161
57,T56,T56,Gonzalo Fernandez-Castaño,81,3.03,488,161
58,T56,T56,Brice Garnett,81,3.03,491,162
59,T56,T56,Dustin Johnson,75,3.03,433,143
60,T56,T56,Justin Leonard,61,3.03,373,123
61,T56,T56,Bryce Molder,91,3.03,545,180
62,T56,T56,Sean O'Hair,86,3.03,540,178
63,T56,T56,Greg Owen,58,3.03,352,116
64,T56,T56,Cameron Percy,72,3.03,437,144
65,T56,T56,Vijay Singh,78,3.03,494,163
66,T56,T56,Nicholas Thompson,90,3.03,549,181
67,T56,T56,Tyrone Van Aswegen,58,3.03,333,110
68,T56,T56,Boo Weekley,79,3.03,497,164
69,T56,T56,Lee Westwood,56,3.03,315,104
70,T71,T71,Chad Campbell,97,3.04,608,200
71,T71,T71,Fabián Gómez,83,3.04,513,169
72,T71,T71,Jim Herman,88,3.04,545,179
73,T71,T71,Matt Jones,89,3.04,514,169
74,T71,T71,Jason Kokrak,88,3.04,553,182
75,T71,T71,Marc Leishman,74,3.04,422,139
76,T71,T71,Hunter Mahan,88,3.04,496,163
77,T71,T71,Ben Martin,93,3.04,523,172
78,T71,T71,William McGirt,103,3.04,635,209
79,T71,T71,George McNeill,93,3.04,577,190
80,T71,T71,Sung Joon Park,79,3.04,496,163
81,T71,T71,Andrew Svoboda,80,3.04,483,159
82,T71,T71,Cameron Tringale,96,3.04,589,194
83,T71,T71,Camilo Villegas,83,3.04,493,162
84,T85,T85,Zac Blair,108,3.05,652,214
85,T85,T85,Alex Cejka,94,3.05,580,190
86,T85,T85,Jon Curran,83,3.05,506,166
87,T85,T85,Ken Duke,93,3.05,567,186
