,Tenth_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_5_Scoring_Average_AVG,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,75,4.13,33,8
1,2,2,Jordan Spieth,91,4.25,34,8
2,3,3,Matt Kuchar,97,4.4,44,10
3,4,4,Jamie Donaldson,50,4.41,119,27
4,5,5,Francesco Molinari,56,4.43,62,14
5,6,6,Hudson Swafford,97,4.44,222,50
6,T7,T7,Rickie Fowler,76,4.45,49,11
7,T7,T7,Morgan Hoffmann,85,4.45,147,33
8,T7,T7,Zach Johnson,90,4.45,49,11
9,10,10,Harris English,105,4.47,192,43
10,11,11,Brian Harman,90,4.48,251,56
11,T12,T12,Jason Kokrak,88,4.49,202,45
12,T12,T12,Scott Piercy,90,4.49,265,59
13,T14,T14,Danny Lee,120,4.5,261,58
14,T14,T14,Patrick Reed,103,4.5,36,8
15,T14,T14,Henrik Stenson,63,4.5,36,8
16,T14,T14,Justin Thomas,106,4.5,216,48
17,18,18,Ryan Palmer,80,4.51,176,39
18,19,19,Patrick Rodgers,57,4.52,95,21
19,T20,T20,Jonas Blixt,78,4.53,181,40
20,T20,T20,David Lingmerth,90,4.53,326,72
21,T20,T20,Louis Oosthuizen,68,4.53,86,19
22,T23,T23,Robert Garrigus,70,4.54,268,59
23,T23,T23,Mark Hubbard,79,4.54,304,67
24,T25,T25,Chad Collins,79,4.55,214,47
25,T25,T25,Vijay Singh,78,4.55,250,55
26,T25,T25,Brendon Todd,96,4.55,241,53
27,T28,T28,Paul Casey,87,4.56,155,34
28,T28,T28,Jason Dufner,76,4.56,146,32
29,T28,T28,Ryan Moore,81,4.56,237,52
30,T28,T28,Seung-Yul Noh,65,4.56,187,41
31,T32,T32,Charlie Beljan,76,4.57,329,72
32,T32,T32,Graham DeLaet,65,4.57,137,30
33,T32,T32,Jonathan Randolph,72,4.57,210,46
34,T32,T32,Justin Rose,69,4.57,32,7
35,T36,T36,Brendon de Jonge,106,4.58,229,50
36,T36,T36,Charles Howell III,105,4.58,275,60
37,T36,T36,Brandt Snedeker,98,4.58,119,26
38,T36,T36,Kevin Streelman,95,4.58,298,65
39,T40,T40,Sangmoon Bae,98,4.59,271,59
40,T40,T40,J.J. Henry,94,4.59,257,56
41,T40,T40,Ryo Ishikawa,90,4.59,188,41
42,T40,T40,Chris Kirk,76,4.59,225,49
43,T40,T40,Kevin Kisner,104,4.59,211,46
44,T40,T40,Chris Stroud,84,4.59,225,49
45,T46,T46,Luke Guthrie,84,4.6,262,57
46,T46,T46,Chesson Hadley,101,4.6,322,70
47,T46,T46,Russell Henley,87,4.6,161,35
48,T46,T46,Max Homa,78,4.6,193,42
49,T46,T46,Nick Taylor,91,4.6,290,63
50,T46,T46,Jhonattan Vegas,90,4.6,253,55
51,T46,T46,Jimmy Walker,89,4.6,46,10
52,T53,T53,Daniel Berger,97,4.61,323,70
53,T53,T53,Brendan Steele,88,4.61,189,41
54,T53,T53,Michael Thompson,83,4.61,212,46
55,T56,T56,Jason Bohn,95,4.62,208,45
56,T56,T56,Lucas Glover,79,4.62,351,76
57,T56,T56,Daniel Summerhays,101,4.62,268,58
58,59,59,Martin Flores,95,4.63,236,51
59,T60,T60,Ángel Cabrera,53,4.64,102,22
60,T60,T60,Gonzalo Fernandez-Castaño,81,4.64,246,53
61,T60,T60,Johnson Wagner,68,4.64,65,14
62,T60,T60,Boo Weekley,79,4.64,283,61
63,T64,T64,Roberto Castro,54,4.65,158,34
64,T64,T64,Charley Hoffman,97,4.65,288,62
65,T64,T64,Whee Kim,71,4.65,256,55
66,T64,T64,Scott Langley,94,4.65,335,72
67,T64,T64,Rory Sabbatini,81,4.65,330,71
68,T64,T64,Robert Streb,110,4.65,172,37
69,T64,T64,Nicholas Thompson,90,4.65,279,60
70,T64,T64,Tyrone Van Aswegen,58,4.65,200,43
71,T72,T72,Aaron Baddeley,76,4.66,233,50
72,T72,T72,Bill Haas,89,4.66,135,29
73,T72,T72,Kyle Reifers,96,4.66,326,70
74,T72,T72,Steve Wheatcroft,87,4.66,312,67
75,T76,T76,Chad Campbell,97,4.67,294,63
76,T76,T76,J.B. Holmes,89,4.67,182,39
77,T76,T76,Jerry Kelly,79,4.67,238,51
