,Tenth_Tee_Early_Round_1_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_1_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_1_Scoring_Average_AVG,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,J.B. Holmes,67.0,402,6
1,2,2,Jason Day,67.44,607,9
2,3,3,Derek Ernst,67.5,135,2
3,4,4,Willy Wilcox,67.67,203,3
4,5,5,Brian Harman,67.8,339,5
5,T6,T6,Matt Jones,68.0,204,3
6,T6,T6,Webb Simpson,68.0,408,6
7,T6,T6,Henrik Stenson,68.0,204,3
8,T6,T6,Steve Wheatcroft,68.0,204,3
9,10,10,Brian Stuard,68.33,410,6
10,11,11,Rory Sabbatini,68.5,274,4
11,12,12,Brendan Steele,68.57,480,7
12,13,13,Mark Wilson,68.6,343,5
13,14,14,Robert Streb,68.67,412,6
14,T15,T15,Erik Compton,68.75,550,8
15,T15,T15,Boo Weekley,68.75,275,4
16,T17,T17,Chris Kirk,69.0,138,2
17,T17,T17,Sean O'Hair,69.0,621,9
18,T17,T17,Greg Owen,69.0,345,5
19,T17,T17,Michael Thompson,69.0,276,4
20,T21,T21,Eric Axley,69.13,553,8
21,T21,T21,Dustin Johnson,69.13,553,8
22,23,23,Ben Martin,69.25,277,4
23,24,24,Tony Finau,69.29,485,7
24,T25,T25,Jim Herman,69.33,416,6
25,T25,T25,Kevin Na,69.33,416,6
26,27,27,Rickie Fowler,69.36,763,11
27,T28,T28,Jon Curran,69.43,486,7
28,T28,T28,Brooks Koepka,69.43,486,7
29,T28,T28,Justin Thomas,69.43,486,7
30,T31,T31,Paul Casey,69.5,417,6
31,T31,T31,K.J. Choi,69.5,278,4
32,T31,T31,Colt Knost,69.5,556,8
33,T31,T31,William McGirt,69.5,695,10
34,T31,T31,Ryan Moore,69.5,139,2
35,T31,T31,Patrick Rodgers,69.5,417,6
36,T31,T31,Shawn Stefani,69.5,139,2
37,38,38,Matt Kuchar,69.56,626,9
38,39,39,George McNeill,69.6,348,5
39,40,40,Phil Mickelson,69.63,557,8
40,T41,T41,Scott Langley,69.67,418,6
41,T41,T41,John Peterson,69.67,418,6
42,T41,T41,Michael Putnam,69.67,209,3
43,T44,T44,Daniel Berger,69.71,488,7
44,T44,T44,Chad Campbell,69.71,488,7
45,46,46,Brendon Todd,69.75,558,8
46,47,47,Greg Chalmers,69.8,349,5
47,48,48,Justin Rose,69.83,419,6
48,49,49,Zach Johnson,69.86,489,7
49,T50,T50,Alex Cejka,69.89,629,9
50,T50,T50,Martin Flores,69.89,629,9
51,T52,T52,Jason Dufner,70.0,350,5
52,T52,T52,Ernie Els,70.0,420,6
53,T52,T52,David Hearn,70.0,630,9
54,T52,T52,Jason Kokrak,70.0,420,6
55,T52,T52,David Lingmerth,70.0,350,5
56,T52,T52,Seung-Yul Noh,70.0,140,2
57,T52,T52,Ian Poulter,70.0,350,5
58,T52,T52,Brandt Snedeker,70.0,700,10
59,T52,T52,Bubba Watson,70.0,490,7
60,61,61,Patrick Reed,70.09,771,11
61,62,62,Gonzalo Fernandez-Castaño,70.14,491,7
62,63,63,Hideki Matsuyama,70.18,772,11
63,T64,T64,Sangmoon Bae,70.2,351,5
64,T64,T64,Ryo Ishikawa,70.2,702,10
65,T66,T66,Steven Alker,70.25,281,4
66,T66,T66,Danny Lee,70.25,562,8
67,T68,T68,Jonas Blixt,70.29,492,7
68,T68,T68,Carlos Ortiz,70.29,492,7
69,70,70,Kevin Kisner,70.3,703,10
70,T71,T71,Charley Hoffman,70.33,211,3
71,T71,T71,Alex Prugh,70.33,422,6
72,T71,T71,Scott Stallings,70.33,211,3
73,74,74,Hudson Swafford,70.38,563,8
74,T75,T75,Andres Gonzales,70.4,352,5
75,T75,T75,John Merrick,70.4,352,5
76,T75,T75,Vijay Singh,70.4,352,5
77,T75,T75,Byron Smith,70.4,352,5
78,79,79,Mark Hubbard,70.43,493,7
79,80,80,Ben Crane,70.44,634,9
80,T81,T81,Jason Bohn,70.5,423,6
81,T81,T81,Ángel Cabrera,70.5,141,2
82,T81,T81,Adam Scott,70.5,423,6
83,T81,T81,Daniel Summerhays,70.5,423,6
84,T85,T85,Bill Haas,70.57,494,7
85,T85,T85,Pat Perez,70.57,494,7
86,T87,T87,Scott Piercy,70.6,353,5
87,T87,T87,Scott Pinckney,70.6,706,10
88,T89,T89,Keegan Bradley,70.75,566,8
89,T89,T89,Kyle Reifers,70.75,283,4
90,T89,T89,Jimmy Walker,70.75,566,8
91,T92,T92,Kevin Chappell,70.8,354,5
92,T92,T92,Harris English,70.8,354,5
93,T92,T92,Billy Hurley III,70.8,354,5
94,T95,T95,Graham DeLaet,70.83,425,6
95,T95,T95,Jerry Kelly,70.83,425,6
96,T95,T95,Francesco Molinari,70.83,425,6
97,98,98,Andres Romero,70.89,638,9
98,T99,T99,Sergio Garcia,71.0,639,9
99,T99,T99,Chesson Hadley,71.0,639,9
100,T99,T99,James Hahn,71.0,568,8
101,T99,T99,Billy Horschel,71.0,568,8
102,T99,T99,Charles Howell III,71.0,568,8
103,T99,T99,Hunter Mahan,71.0,568,8
104,T99,T99,Jeff Overton,71.0,639,9
105,T99,T99,Cameron Percy,71.0,355,5
106,T99,T99,D.A. Points,71.0,142,2
