,Birdie_to_Bogey_Ratio_RANK THIS WEEK,Birdie_to_Bogey_Ratio_RANK LAST WEEK,Birdie_to_Bogey_Ratio_PLAYER NAME,Birdie_to_Bogey_Ratio_ROUNDS,Birdie_to_Bogey_Ratio_BIRDIE TO BOGEY RATIO,Birdie_to_Bogey_Ratio_TOTAL BIRDIES AND BETTER,Birdie_to_Bogey_Ratio_TOTAL BOGEYS AND WORSE
38,T39,T39,Steven Bowditch,103,1.4,394,281
39,T39,T39,Stewart Cink,77,1.4,288,205
40,T39,T39,Russell Henley,87,1.4,333,238
41,T39,T39,Matt Jones,89,1.4,350,250
42,T39,T39,Kevin Kisner,104,1.4,373,267
43,T44,T44,Brendon de Jonge,106,1.39,406,292
44,T44,T44,Colt Knost,90,1.39,321,231
45,T46,T46,Ryan Moore,81,1.38,306,222
46,T46,T46,Hudson Swafford,97,1.38,382,276
47,T46,T46,Brendon Todd,96,1.38,349,252
48,T49,T49,Bryce Molder,91,1.37,314,229
49,T49,T49,Jimmy Walker,89,1.37,356,259
50,T51,T51,Graham DeLaet,65,1.36,241,177
51,T51,T51,Charley Hoffman,97,1.36,374,275
52,T51,T51,Patrick Rodgers,57,1.36,211,155
53,T54,T54,Zac Blair,108,1.35,360,266
54,T54,T54,J.B. Holmes,89,1.35,358,266
55,T54,T54,Billy Horschel,99,1.35,375,278
56,T54,T54,Ryan Palmer,80,1.35,296,220
57,T58,T58,Bill Haas,89,1.34,301,225
58,T58,T58,David Hearn,97,1.34,362,271
59,T58,T58,Tom Hoge,83,1.34,311,232
60,T58,T58,Whee Kim,71,1.34,259,193
61,T58,T58,Jason Kokrak,88,1.34,344,257
62,T58,T58,George McNeill,93,1.34,346,258
63,T58,T58,Daniel Summerhays,101,1.34,385,288
64,T58,T58,Steve Wheatcroft,87,1.34,332,247
65,T66,T66,Steven Alker,62,1.33,216,163
66,T66,T66,Keegan Bradley,87,1.33,330,248
67,T66,T66,Scott Brown,97,1.33,365,275
68,T66,T66,David Lingmerth,90,1.33,340,255
69,T66,T66,Kevin Streelman,95,1.33,324,243
70,T71,T71,Martin Laird,77,1.32,287,218
71,T71,T71,Johnson Wagner,68,1.32,241,182
72,T73,T73,Kevin Chappell,86,1.31,333,254
73,T73,T73,Brian Harman,90,1.31,328,251
74,T73,T73,Chris Kirk,76,1.31,279,213
75,T73,T73,Scott Piercy,90,1.31,351,267
76,T73,T73,Ian Poulter,68,1.31,244,186
77,T73,T73,Boo Weekley,79,1.31,300,229
78,T79,T79,Chad Campbell,97,1.3,343,263
79,T79,T79,Alex Cejka,94,1.3,334,257
80,T79,T79,Sean O'Hair,86,1.3,331,254
81,T79,T79,Chris Stroud,84,1.3,322,248
82,T79,T79,Nick Watney,91,1.3,351,270
83,T84,T84,Blayne Barber,76,1.29,286,222
84,T84,T84,Francesco Molinari,56,1.29,176,136
85,T84,T84,Greg Owen,58,1.29,198,154
86,T87,T87,Adam Hadwin,95,1.28,337,263
87,T87,T87,Mark Hubbard,79,1.28,276,215
88,T87,T87,Carlos Ortiz,100,1.28,372,291
89,T87,T87,Carl Pettersson,106,1.28,392,307
90,T87,T87,Kyle Reifers,96,1.28,329,258
91,T92,T92,Ben Martin,93,1.27,352,278
92,T92,T92,Alex Prugh,84,1.27,293,231
93,T92,T92,Michael Putnam,87,1.27,297,234
94,T95,T95,Aaron Baddeley,76,1.26,275,218
95,T95,T95,Martin Flores,95,1.26,317,252
96,T95,T95,James Hahn,94,1.26,349,276
97,T95,T95,Charles Howell III,105,1.26,362,288
98,T95,T95,Spencer Levin,99,1.26,327,260
99,T95,T95,Vijay Singh,78,1.26,282,224
100,T95,T95,David Toms,62,1.26,190,151
101,T102,T102,K.J. Choi,66,1.25,215,172
102,T102,T102,Jon Curran,83,1.25,267,213
103,T102,T102,John Huh,102,1.25,350,279
104,T102,T102,Jeff Overton,94,1.25,331,265
105,T102,T102,Cameron Percy,72,1.25,260,208
106,T102,T102,Chez Reavie,56,1.25,206,165
107,T102,T102,Adam Scott,51,1.25,186,149
108,T102,T102,Mark Wilson,89,1.25,297,238
109,T110,T110,Hunter Mahan,88,1.24,306,246
110,T110,T110,Phil Mickelson,70,1.24,284,229
111,T112,T112,Erik Compton,86,1.23,317,258
112,T112,T112,Marc Leishman,74,1.23,263,214
113,T114,T114,Sangmoon Bae,98,1.22,362,297
114,T114,T114,Andres Gonzales,90,1.22,317,260
115,T114,T114,Chesson Hadley,101,1.22,395,324
116,T114,T114,Billy Hurley III,83,1.22,243,199
117,T114,T114,Tyrone Van Aswegen,58,1.22,181,148
118,T119,T119,Scott Pinckney,88,1.21,324,267
119,T119,T119,Nick Taylor,91,1.21,340,281
120,T121,T121,Luke Donald,71,1.2,232,193
121,T121,T121,Jason Gore,76,1.2,278,232
122,T121,T121,Scott Langley,94,1.2,326,271
123,T121,T121,John Senden,80,1.2,282,235
124,T125,T125,Jonas Blixt,78,1.19,274,231
125,T125,T125,Ryo Ishikawa,90,1.19,338,284
126,T125,T125,Cameron Tringale,96,1.19,337,284
127,T128,T128,Jason Dufner,76,1.18,273,231
128,T128,T128,Morgan Hoffmann,85,1.18,318,269
129,T128,T128,Seung-Yul Noh,65,1.18,246,208
130,T128,T128,Jhonattan Vegas,90,1.18,305,259
131,T132,T132,Troy Merritt,91,1.17,303,258
132,T132,T132,Brian Stuard,97,1.17,315,270
133,T132,T132,Bo Van Pelt,81,1.17,290,247
134,T132,T132,Gary Woodland,81,1.17,266,228
135,T136,T136,Greg Chalmers,58,1.16,199,172
136,T136,T136,Fabián Gómez,83,1.16,300,259
137,T136,T136,Jonathan Randolph,72,1.16,237,205
138,T139,T139,Lucas Glover,79,1.15,291,252
139,T139,T139,Luke Guthrie,84,1.15,304,265
140,T139,T139,John Merrick,78,1.15,269,233
141,T139,T139,Lee Westwood,56,1.15,204,177
142,T143,T143,Ricky Barnes,82,1.13,274,243
143,T143,T143,Brice Garnett,81,1.13,273,241
144,T143,T143,Sam Saunders,83,1.13,290,256
145,T146,T146,Max Homa,78,1.12,260,233
146,T146,T146,Byron Smith,59,1.12,191,171
147,T148,T148,Ken Duke,93,1.11,319,287
148,T148,T148,J.J. Henry,94,1.11,284,257
149,T148,T148,Nicholas Thompson,90,1.11,312,281
150,T148,T148,Michael Thompson,83,1.11,300,270
151,T148,T148,Camilo Villegas,83,1.11,310,279
152,T153,T153,Gonzalo Fernandez-Castaño,81,1.09,269,247
153,T153,T153,Charl Schwartzel,67,1.09,233,214
154,T153,T153,Scott Stallings,60,1.09,222,203
155,156,156,Sung Joon Park,79,1.08,231,214
156,T157,T157,Derek Fathauer,81,1.07,271,253
157,T157,T157,Retief Goosen,81,1.07,265,247
158,T157,T157,Davis Love III,51,1.07,161,151
159,T157,T157,Bill Lunde,50,1.07,148,138
160,T161,T161,Jamie Donaldson,50,1.06,154,145
161,T161,T161,Justin Leonard,61,1.06,189,178
162,T163,T163,Eric Axley,57,1.05,177,168
163,T163,T163,Ben Crane,62,1.05,187,178
164,T163,T163,Brian Davis,86,1.05,274,260
165,T163,T163,Ernie Els,57,1.05,200,191
166,T167,T167,Derek Ernst,75,1.04,240,230
167,T167,T167,Oscar Fraustro,58,1.04,190,182
168,T167,T167,D.A. Points,72,1.04,231,223
169,170,170,Roberto Castro,54,1.03,164,160
170,171,171,Andres Romero,69,1.02,236,231
171,172,172,Roger Sloan,56,1.0,183,183
172,T173,T173,Ángel Cabrera,53,0.99,190,191
173,T173,T173,Andrew Putnam,68,0.99,228,231
174,175,175,Robert Garrigus,70,0.98,237,242
175,176,176,Geoff Ogilvy,50,0.97,166,171
176,T177,T177,Charlie Beljan,76,0.96,264,276
177,T177,T177,Tim Wilkinson,73,0.96,217,226
178,T179,T179,Padraig Harrington,60,0.94,201,214
179,T179,T179,Heath Slocum,57,0.94,173,184
180,181,181,Andrew Svoboda,80,0.91,269,294
181,182,182,Robert Allenby,63,0.89,185,207
182,183,183,Jim Renner,68,0.85,189,222
183,184,184,Matt Every,73,0.81,216,266
