,Front_9_Round_1_Scoring_Average_RANK THIS WEEK,Front_9_Round_1_Scoring_Average_RANK LAST WEEK,Front_9_Round_1_Scoring_Average_PLAYER NAME,Front_9_Round_1_Scoring_Average_AVG,Front_9_Round_1_Scoring_Average_TOTAL STROKES,Front_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Patrick Rodgers,33.94,543,16
1,2,2,Jason Day,34.16,649,19
2,T3,T3,Hideki Matsuyama,34.25,822,24
3,T3,T3,Willy Wilcox,34.25,548,16
4,5,5,Webb Simpson,34.33,721,21
5,6,6,Justin Thomas,34.47,1034,30
6,7,7,Matt Kuchar,34.5,828,24
7,8,8,Paul Casey,34.52,794,23
8,T9,T9,Dustin Johnson,34.58,657,19
9,T9,T9,Justin Rose,34.58,657,19
10,11,11,Harris English,34.61,969,28
11,12,12,Patrick Reed,34.62,900,26
12,13,13,Luke Guthrie,34.65,901,26
13,14,14,Brooks Koepka,34.68,763,22
14,15,15,Colt Knost,34.7,937,27
15,16,16,Bubba Watson,34.72,625,18
16,T17,T17,Keegan Bradley,34.74,799,23
17,T17,T17,Jim Herman,34.74,938,27
18,19,19,Jonas Blixt,34.76,869,25
19,20,20,Erik Compton,34.78,939,27
20,T21,T21,Alex Cejka,34.79,1009,29
21,T21,T21,Geoff Ogilvy,34.79,487,14
22,T21,T21,Chez Reavie,34.79,661,19
23,24,24,Francesco Molinari,34.8,522,15
24,25,25,Sean O'Hair,34.81,905,26
25,T26,T26,Brian Stuard,34.83,1045,30
26,T26,T26,Daniel Summerhays,34.83,1010,29
27,28,28,Robert Streb,34.87,1046,30
28,T29,T29,Greg Chalmers,34.88,558,16
29,T29,T29,Brandt Snedeker,34.88,907,26
30,T29,T29,Jordan Spieth,34.88,837,24
31,32,32,Scott Piercy,34.89,977,28
32,33,33,Kyle Reifers,34.9,1047,30
33,T34,T34,Robert Garrigus,34.92,838,24
34,T34,T34,Kevin Na,34.92,873,25
35,T34,T34,Brendon Todd,34.92,908,26
36,T37,T37,Jason Bohn,34.93,943,27
37,T37,T37,Jason Kokrak,34.93,978,28
38,T39,T39,K.J. Choi,34.94,629,18
39,T39,T39,Jim Furyk,34.94,594,17
