,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Brendan Steele,33.96,781,23
1,2,2,Brendon de Jonge,34.16,1059,31
2,3,3,Jordan Spieth,34.17,820,24
3,4,4,Nick Watney,34.29,960,28
4,5,5,Tony Finau,34.32,1064,31
5,6,6,Graham DeLaet,34.37,653,19
6,7,7,Louis Oosthuizen,34.39,619,18
7,8,8,Mark Hubbard,34.43,792,23
8,9,9,Russell Knox,34.44,930,27
9,10,10,Harris English,34.46,965,28
10,T11,T11,Chad Campbell,34.47,1034,30
11,T11,T11,Chez Reavie,34.47,655,19
12,T13,T13,Matt Jones,34.54,829,24
13,T13,T13,Pat Perez,34.54,898,26
14,15,15,Carl Pettersson,34.58,1072,31
15,16,16,Steve Wheatcroft,34.59,934,27
16,T17,T17,Morgan Hoffmann,34.6,865,25
17,T17,T17,Justin Thomas,34.6,1038,30
18,19,19,Patrick Reed,34.62,900,26
19,20,20,Alex Cejka,34.67,936,27
20,21,21,Paul Casey,34.68,763,22
21,22,22,Daniel Summerhays,34.69,1006,29
22,23,23,Jason Bohn,34.7,937,27
23,24,24,David Lingmerth,34.71,972,28
24,25,25,Kevin Na,34.72,868,25
25,26,26,Charles Howell III,34.73,1042,30
26,T27,T27,Ryan Moore,34.74,799,23
27,T27,T27,Jimmy Walker,34.74,799,23
28,T29,T29,Zac Blair,34.75,1112,32
29,T29,T29,Jerry Kelly,34.75,834,24
30,T31,T31,Derek Fathauer,34.77,904,26
31,T31,T31,Shawn Stefani,34.77,904,26
32,T33,T33,Jason Day,34.79,661,19
33,T33,T33,Justin Rose,34.79,661,19
34,T33,T33,David Toms,34.79,661,19
35,T36,T36,Jason Dufner,34.8,696,20
36,T36,T36,Henrik Stenson,34.8,522,15
37,38,38,Patrick Rodgers,34.81,557,16
38,39,39,Sangmoon Bae,34.83,1010,29
39,T40,T40,Fabián Gómez,34.85,906,26
40,T40,T40,John Merrick,34.85,906,26
41,T42,T42,Blayne Barber,34.88,872,25
42,T42,T42,Chad Collins,34.88,837,24
43,T42,T42,Hideki Matsuyama,34.88,837,24
44,45,45,Nick Taylor,34.89,977,28
45,T46,T46,Matt Kuchar,34.92,838,24
46,T46,T46,Martin Laird,34.92,838,24
47,T46,T46,Kevin Streelman,34.92,908,26
48,49,49,George McNeill,34.93,943,27
49,50,50,Daniel Berger,34.94,1083,31
50,51,51,Cameron Percy,34.95,769,22
51,52,52,Sean O'Hair,34.96,909,26
52,T53,T53,Bill Haas,35.0,840,24
53,T53,T53,Zach Johnson,35.0,840,24
54,T53,T53,Scott Langley,35.0,945,27
55,T53,T53,Bubba Watson,35.0,630,18
56,57,57,Kevin Kisner,35.03,1016,29
57,T58,T58,Jason Gore,35.04,841,24
