,Total_Eagles_RANK THIS WEEK,Total_Eagles_RANK LAST WEEK,Total_Eagles_PLAYER NAME,Total_Eagles_ROUNDS,Total_Eagles_TOTAL
0,1,1,Brooks Koepka,84,20.0
1,2,2,Justin Thomas,106,16.0
2,T3,T3,J.B. Holmes,89,15.0
3,T3,T3,Dustin Johnson,75,15.0
4,T3,T3,Bubba Watson,71,15.0
5,T6,T6,Matt Kuchar,97,14.0
6,T6,T6,Hideki Matsuyama,95,14.0
7,8,8,Steven Bowditch,103,13.0
8,T9,T9,Jason Day,75,12.0
9,T9,T9,Tony Finau,106,12.0
10,T9,T9,John Huh,102,12.0
11,T9,T9,Ryo Ishikawa,90,12.0
12,T9,T9,Carlos Ortiz,100,12.0
13,T9,T9,Jhonattan Vegas,90,12.0
14,T15,T15,Aaron Baddeley,76,11.0
15,T15,T15,Derek Fathauer,81,11.0
16,T15,T15,Danny Lee,120,11.0
17,T15,T15,Sean O'Hair,86,11.0
18,T15,T15,Jordan Spieth,91,11.0
19,T15,T15,Hudson Swafford,97,11.0
20,T21,T21,Scott Brown,97,10.0
21,T21,T21,Paul Casey,87,10.0
22,T21,T21,Erik Compton,86,10.0
23,T21,T21,Jason Dufner,76,10.0
24,T21,T21,Rickie Fowler,76,10.0
25,T21,T21,Chesson Hadley,101,10.0
26,T21,T21,J.J. Henry,94,10.0
27,T21,T21,Morgan Hoffmann,85,10.0
28,T21,T21,Charles Howell III,105,10.0
29,T21,T21,Scott Piercy,90,10.0
30,T21,T21,Scott Pinckney,88,10.0
31,T21,T21,Shawn Stefani,94,10.0
32,T21,T21,Steve Wheatcroft,87,10.0
33,T34,T34,Kevin Chappell,86,9.0
34,T34,T34,Harris English,105,9.0
35,T34,T34,Martin Flores,95,9.0
36,T34,T34,James Hahn,94,9.0
37,T34,T34,Matt Jones,89,9.0
38,T34,T34,Martin Laird,77,9.0
39,T34,T34,Ryan Palmer,80,9.0
40,T34,T34,John Peterson,84,9.0
41,T34,T34,Carl Pettersson,106,9.0
42,T34,T34,Patrick Reed,103,9.0
43,T34,T34,Webb Simpson,81,9.0
44,T34,T34,Brandt Snedeker,98,9.0
45,T34,T34,Robert Streb,110,9.0
46,T34,T34,Daniel Summerhays,101,9.0
47,T34,T34,Andrew Svoboda,80,9.0
48,T49,T49,Eric Axley,57,8.0
49,T49,T49,Sangmoon Bae,98,8.0
50,T49,T49,Charlie Beljan,76,8.0
51,T49,T49,Daniel Berger,97,8.0
