,Back_9_Lowest_Round_RANK THIS WEEK,Back_9_Lowest_Round_RANK LAST WEEK,Back_9_Lowest_Round_PLAYER NAME,Back_9_Lowest_Round_ROUNDS,Back_9_Lowest_Round_LOW RND
0,1,1,Ryan Palmer,80,27
1,2,2,Troy Merritt,91,28
2,T3,T3,Scott Brown,97,29
3,T3,T3,Alex Cejka,94,29
4,T3,T3,Kevin Chappell,86,29
5,T3,T3,Jon Curran,83,29
6,T3,T3,Charley Hoffman,97,29
7,T3,T3,John Huh,102,29
8,T3,T3,Matt Jones,89,29
9,T3,T3,Jerry Kelly,79,29
10,T3,T3,Spencer Levin,99,29
11,T3,T3,Louis Oosthuizen,68,29
12,T3,T3,Michael Putnam,87,29
13,T14,T14,Steven Alker,62,30
14,T14,T14,Daniel Berger,97,30
15,T14,T14,Steven Bowditch,103,30
16,T14,T14,Keegan Bradley,87,30
17,T14,T14,Jonathan Byrd,69,30
18,T14,T14,Brian Davis,86,30
19,T14,T14,Jason Day,75,30
20,T14,T14,Harris English,105,30
21,T14,T14,Tony Finau,106,30
22,T14,T14,Martin Flores,95,30
23,T14,T14,Rickie Fowler,76,30
24,T14,T14,Jim Furyk,71,30
25,T14,T14,Brice Garnett,81,30
26,T14,T14,James Hahn,94,30
27,T14,T14,Brian Harman,90,30
28,T14,T14,Padraig Harrington,60,30
29,T14,T14,David Hearn,97,30
30,T14,T14,Jim Herman,88,30
31,T14,T14,J.B. Holmes,89,30
32,T14,T14,Billy Hurley III,83,30
33,T14,T14,Ryo Ishikawa,90,30
34,T14,T14,Zach Johnson,90,30
35,T14,T14,Dustin Johnson,75,30
36,T14,T14,Chris Kirk,76,30
37,T14,T14,Colt Knost,90,30
38,T14,T14,Russell Knox,96,30
39,T14,T14,Brooks Koepka,84,30
40,T14,T14,Matt Kuchar,97,30
41,T14,T14,Marc Leishman,74,30
42,T14,T14,Ben Martin,93,30
43,T14,T14,Hideki Matsuyama,95,30
44,T14,T14,William McGirt,103,30
45,T14,T14,George McNeill,93,30
46,T14,T14,John Merrick,78,30
47,T14,T14,Sung Joon Park,79,30
48,T14,T14,Cameron Percy,72,30
49,T14,T14,John Peterson,84,30
50,T14,T14,Scott Pinckney,88,30
51,T14,T14,Jonathan Randolph,72,30
52,T14,T14,Patrick Rodgers,57,30
53,T14,T14,Rory Sabbatini,81,30
54,T14,T14,John Senden,80,30
55,T14,T14,Brandt Snedeker,98,30
56,T14,T14,Jordan Spieth,91,30
57,T14,T14,Henrik Stenson,63,30
58,T14,T14,Kevin Streelman,95,30
59,T14,T14,Hudson Swafford,97,30
60,T14,T14,Nicholas Thompson,90,30
61,T14,T14,Michael Thompson,83,30
62,T14,T14,Jimmy Walker,89,30
63,T14,T14,Willy Wilcox,58,30
64,T65,T65,Aaron Baddeley,76,31
65,T65,T65,Blayne Barber,76,31
66,T65,T65,Zac Blair,108,31
67,T65,T65,Jonas Blixt,78,31
68,T65,T65,Jason Bohn,95,31
69,T65,T65,Paul Casey,87,31
70,T65,T65,Greg Chalmers,58,31
71,T65,T65,Stewart Cink,77,31
72,T65,T65,Erik Compton,86,31
73,T65,T65,Ben Crane,62,31
74,T65,T65,Brendon de Jonge,106,31
75,T65,T65,Graham DeLaet,65,31
76,T65,T65,Luke Donald,71,31
77,T65,T65,Jason Dufner,76,31
78,T65,T65,Ken Duke,93,31
79,T65,T65,Ernie Els,57,31
80,T65,T65,Derek Ernst,75,31
81,T65,T65,Derek Fathauer,81,31
82,T65,T65,Oscar Fraustro,58,31
83,T65,T65,Robert Garrigus,70,31
84,T65,T65,Fabián Gómez,83,31
85,T65,T65,Retief Goosen,81,31
86,T65,T65,Jason Gore,76,31
87,T65,T65,Luke Guthrie,84,31
88,T65,T65,Chesson Hadley,101,31
89,T65,T65,Russell Henley,87,31
90,T65,T65,Morgan Hoffmann,85,31
91,T65,T65,Tom Hoge,83,31
92,T65,T65,Max Homa,78,31
93,T65,T65,Billy Horschel,99,31
94,T65,T65,Charles Howell III,105,31
95,T65,T65,Mark Hubbard,79,31
96,T65,T65,Whee Kim,71,31
97,T65,T65,Kevin Kisner,104,31
98,T65,T65,Jason Kokrak,88,31
99,T65,T65,Scott Langley,94,31
100,T65,T65,Danny Lee,120,31
101,T65,T65,Justin Leonard,61,31
102,T65,T65,David Lingmerth,90,31
