,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Chris Stroud,84,2.85,262,92
1,2,2,Byron Smith,59,2.88,187,65
2,3,3,Danny Lee,120,2.91,498,171
3,T4,T4,Tony Finau,106,2.93,431,147
4,T4,T4,Tom Hoge,83,2.93,211,72
5,T6,T6,Steven Alker,62,2.95,192,65
6,T6,T6,Ryan Palmer,80,2.95,313,106
7,T8,T8,Martin Laird,77,2.96,293,99
8,T8,T8,Ryan Moore,81,2.96,340,115
9,T8,T8,Alex Prugh,84,2.96,207,70
10,T8,T8,Cameron Tringale,96,2.96,494,167
11,T8,T8,Tyrone Van Aswegen,58,2.96,157,53
12,T8,T8,Bubba Watson,71,2.96,495,167
13,T8,T8,Mark Wilson,89,2.96,213,72
14,T15,T15,Sangmoon Bae,98,2.97,294,99
15,T15,T15,Jason Day,75,2.97,510,172
16,T15,T15,Rickie Fowler,76,2.97,416,140
17,T15,T15,Kevin Kisner,104,2.97,451,152
18,T15,T15,Cameron Percy,72,2.97,303,102
19,T15,T15,Brendon Todd,96,2.97,336,113
20,T21,T21,Roberto Castro,54,2.98,143,48
21,T21,T21,Oscar Fraustro,58,2.98,173,58
22,T21,T21,Chesson Hadley,101,2.98,241,81
23,T21,T21,Justin Rose,69,2.98,450,151
24,T25,T25,Zach Johnson,90,2.99,566,189
25,T25,T25,Troy Merritt,91,2.99,353,118
26,T25,T25,Scott Piercy,90,2.99,299,100
27,T25,T25,Nick Taylor,91,2.99,278,93
28,T25,T25,Lee Westwood,56,2.99,200,67
29,T30,T30,Chad Campbell,97,3.0,381,127
30,T30,T30,Greg Chalmers,58,3.0,132,44
31,T30,T30,Martin Flores,95,3.0,306,102
32,T30,T30,John Huh,102,3.0,183,61
33,T30,T30,Roger Sloan,56,3.0,192,64
34,T30,T30,Jordan Spieth,91,3.0,689,230
35,T30,T30,Henrik Stenson,63,3.0,423,141
36,T30,T30,Robert Streb,110,3.0,489,163
37,T30,T30,Andrew Svoboda,80,3.0,219,73
38,T30,T30,Nicholas Thompson,90,3.0,291,97
39,T30,T30,David Toms,62,3.0,264,88
40,T30,T30,Willy Wilcox,58,3.0,201,67
41,T42,T42,Eric Axley,57,3.01,217,72
42,T42,T42,Jason Bohn,95,3.01,433,144
43,T42,T42,Jonathan Byrd,69,3.01,280,93
44,T42,T42,Paul Casey,87,3.01,361,120
45,T42,T42,Alex Cejka,94,3.01,346,115
46,T42,T42,Chad Collins,79,3.01,244,81
47,T42,T42,Jon Curran,83,3.01,271,90
48,T42,T42,Jim Furyk,71,3.01,416,138
49,T42,T42,Russell Knox,96,3.01,410,136
50,T42,T42,Andrew Putnam,68,3.01,235,78
51,T42,T42,Shawn Stefani,94,3.01,319,106
52,T53,T53,Scott Brown,97,3.02,266,88
53,T53,T53,Harris English,105,3.02,423,140
54,T53,T53,Sergio Garcia,59,3.02,368,122
55,T53,T53,David Hearn,97,3.02,323,107
56,T53,T53,J.J. Henry,94,3.02,278,92
57,T53,T53,Bill Lunde,50,3.02,145,48
58,T53,T53,Kevin Na,98,3.02,465,154
59,T53,T53,Patrick Rodgers,57,3.02,254,84
60,T61,T61,Ricky Barnes,82,3.03,279,92
61,T61,T61,Daniel Berger,97,3.03,400,132
62,T61,T61,Zac Blair,108,3.03,291,96
63,T61,T61,Brendon de Jonge,106,3.03,463,153
64,T61,T61,Graham DeLaet,65,3.03,267,88
65,T61,T61,Jim Herman,88,3.03,342,113
66,T61,T61,Jerry Kelly,79,3.03,297,98
67,T61,T61,Whee Kim,71,3.03,206,68
68,T61,T61,Davis Love III,51,3.03,206,68
69,T61,T61,George McNeill,93,3.03,315,104
70,T61,T61,Geoff Ogilvy,50,3.03,118,39
71,T61,T61,Jim Renner,68,3.03,206,68
72,T61,T61,John Senden,80,3.03,218,72
73,T61,T61,Johnson Wagner,68,3.03,342,113
74,T75,T75,Adam Hadwin,95,3.04,271,89
75,T75,T75,Charles Howell III,105,3.04,386,127
76,T75,T75,Mark Hubbard,79,3.04,255,84
77,T75,T75,Sung Joon Park,79,3.04,252,83
78,T75,T75,Daniel Summerhays,101,3.04,380,125
79,T80,T80,Fabián Gómez,83,3.05,262,86
80,T80,T80,Luke Guthrie,84,3.05,241,79
81,T80,T80,J.B. Holmes,89,3.05,397,130
82,T80,T80,Carlos Ortiz,100,3.05,345,113
83,T80,T80,Brandt Snedeker,98,3.05,491,161
84,T80,T80,Brendan Steele,88,3.05,329,108
85,T80,T80,Boo Weekley,79,3.05,320,105
86,T87,T87,Derek Fathauer,81,3.06,272,89
87,T87,T87,Robert Garrigus,70,3.06,199,65
88,T87,T87,Billy Hurley III,83,3.06,263,86
89,T87,T87,David Lingmerth,90,3.06,324,106
90,T87,T87,Ben Martin,93,3.06,333,109
91,T87,T87,Phil Mickelson,70,3.06,364,119
92,T87,T87,Jeff Overton,94,3.06,432,141
93,T87,T87,Greg Owen,58,3.06,236,77
94,T87,T87,Charl Schwartzel,67,3.06,263,86
95,T87,T87,Brian Stuard,97,3.06,251,82
96,T97,T97,Robert Allenby,63,3.07,175,57
97,T97,T97,Blayne Barber,76,3.07,230,75
98,T97,T97,Luke Donald,71,3.07,329,107
99,T97,T97,Ken Duke,93,3.07,215,70
100,T97,T97,Ernie Els,57,3.07,292,95
101,T97,T97,Lucas Glover,79,3.07,178,58
102,T97,T97,Morgan Hoffmann,85,3.07,353,115
103,T97,T97,Max Homa,78,3.07,298,97
104,T97,T97,Matt Jones,89,3.07,307,100
105,T97,T97,Marc Leishman,74,3.07,282,92
106,T97,T97,Hunter Mahan,88,3.07,319,104
107,T97,T97,Seung-Yul Noh,65,3.07,206,67
108,T97,T97,Louis Oosthuizen,68,3.07,341,111
109,T97,T97,D.A. Points,72,3.07,86,28
110,T97,T97,Justin Thomas,106,3.07,565,184
111,T97,T97,Michael Thompson,83,3.07,276,90
112,T113,T113,Aaron Baddeley,76,3.08,185,60
113,T113,T113,Jonas Blixt,78,3.08,336,109
114,T113,T113,Jason Dufner,76,3.08,305,99
115,T113,T113,Jason Gore,76,3.08,234,76
116,T113,T113,Padraig Harrington,60,3.08,182,59
117,T113,T113,William McGirt,103,3.08,348,113
118,T113,T113,Bryce Molder,91,3.08,246,80
119,T113,T113,Sean O'Hair,86,3.08,391,127
120,T113,T113,Ian Poulter,68,3.08,407,132
121,T113,T113,Michael Putnam,87,3.08,256,83
122,T113,T113,Patrick Reed,103,3.08,644,209
123,T113,T113,Webb Simpson,81,3.08,360,117
124,T113,T113,Vijay Singh,78,3.08,228,74
125,T113,T113,Jimmy Walker,89,3.08,440,143
126,T113,T113,Nick Watney,91,3.08,369,120
127,T128,T128,Ángel Cabrera,53,3.09,198,64
128,T128,T128,Kevin Chappell,86,3.09,365,118
129,T128,T128,Stewart Cink,77,3.09,266,86
130,T128,T128,Bill Haas,89,3.09,395,128
131,T128,T128,Dustin Johnson,75,3.09,482,156
132,T128,T128,Hideki Matsuyama,95,3.09,541,175
133,T128,T128,Pat Perez,96,3.09,300,97
134,T128,T128,Jonathan Randolph,72,3.09,309,100
135,T128,T128,Rory Sabbatini,81,3.09,278,90
136,T128,T128,Sam Saunders,83,3.09,359,116
137,T128,T128,Steve Wheatcroft,87,3.09,253,82
138,T128,T128,Gary Woodland,81,3.09,170,55
139,T140,T140,Steven Bowditch,103,3.1,322,104
140,T140,T140,Erik Compton,86,3.1,385,124
141,T140,T140,Russell Henley,87,3.1,322,104
142,T140,T140,Matt Kuchar,97,3.1,611,197
143,T140,T140,Scott Langley,94,3.1,251,81
144,T140,T140,Spencer Levin,99,3.1,363,117
145,T140,T140,John Merrick,78,3.1,267,86
146,T140,T140,John Peterson,84,3.1,251,81
147,T140,T140,Carl Pettersson,106,3.1,347,112
148,T140,T140,Adam Scott,51,3.1,319,103
149,T150,T150,Brice Garnett,81,3.11,227,73
150,T150,T150,James Hahn,94,3.11,308,99
151,T150,T150,Charley Hoffman,97,3.11,351,113
152,T150,T150,Colt Knost,90,3.11,308,99
153,T150,T150,Kyle Reifers,96,3.11,177,57
154,T150,T150,Heath Slocum,57,3.11,140,45
155,T150,T150,Hudson Swafford,97,3.11,441,142
156,T150,T150,Bo Van Pelt,81,3.11,305,98
157,T150,T150,Camilo Villegas,83,3.11,274,88
158,T159,T159,Keegan Bradley,87,3.12,381,122
159,T159,T159,Andres Gonzales,90,3.12,256,82
160,T159,T159,Retief Goosen,81,3.12,209,67
161,T159,T159,Jason Kokrak,88,3.12,337,108
162,T163,T163,K.J. Choi,66,3.13,188,60
163,T163,T163,Gonzalo Fernandez-Castaño,81,3.13,279,89
164,T163,T163,Chris Kirk,76,3.13,272,87
165,T163,T163,Francesco Molinari,56,3.13,241,77
166,T163,T163,Andres Romero,69,3.13,300,96
167,T163,T163,Kevin Streelman,95,3.13,260,83
168,T169,T169,Matt Every,73,3.14,160,51
169,T169,T169,Justin Leonard,61,3.14,232,74
170,T169,T169,Scott Pinckney,88,3.14,364,116
171,T169,T169,Jhonattan Vegas,90,3.14,267,85
172,T173,T173,Brian Davis,86,3.15,249,79
173,T173,T173,Brian Harman,90,3.15,356,113
174,T173,T173,Brooks Koepka,84,3.15,485,154
175,T176,T176,Charlie Beljan,76,3.17,171,54
176,T176,T176,Ryo Ishikawa,90,3.17,345,109
177,T176,T176,Tim Wilkinson,73,3.17,190,60
178,T179,T179,Billy Horschel,99,3.18,508,160
179,T179,T179,Chez Reavie,56,3.18,207,65
180,181,181,Jamie Donaldson,50,3.2,147,46
181,182,182,Ben Crane,62,3.21,183,57
182,183,183,Scott Stallings,60,3.24,123,38
183,184,184,Derek Ernst,75,3.25,218,67
