,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Matt Every,66.0,66,1
1,T1,T1,Davis Love III,66.0,132,2
2,T3,T3,Eric Axley,68.0,68,1
3,T3,T3,Blayne Barber,68.0,68,1
4,T3,T3,Geoff Ogilvy,68.0,68,1
5,T3,T3,Chez Reavie,68.0,68,1
6,T3,T3,Gary Woodland,68.0,272,4
7,8,8,Robert Streb,68.23,887,13
8,9,9,Steve Wheatcroft,68.25,273,4
9,10,10,Willy Wilcox,68.4,342,5
10,11,11,Boo Weekley,68.44,616,9
11,12,12,Oscar Fraustro,68.5,137,2
12,13,13,Kevin Kisner,68.64,755,11
13,14,14,Jordan Spieth,68.71,1168,17
14,15,15,Carl Pettersson,68.86,482,7
15,T16,T16,Ken Duke,69.0,207,3
16,T16,T16,George McNeill,69.0,552,8
17,T16,T16,Roger Sloan,69.0,138,2
18,T16,T16,Chris Stroud,69.0,414,6
19,T16,T16,Daniel Summerhays,69.0,690,10
20,21,21,Danny Lee,69.09,760,11
21,22,22,Paul Casey,69.1,691,10
22,23,23,Jimmy Walker,69.14,484,7
23,24,24,Tony Finau,69.15,899,13
24,25,25,Jason Day,69.17,830,12
25,26,26,Bubba Watson,69.21,969,14
26,27,27,Zach Johnson,69.23,900,13
27,T28,T28,Tom Hoge,69.25,277,4
28,T28,T28,Mark Wilson,69.25,277,4
29,T30,T30,Steven Alker,69.33,208,3
30,T30,T30,Scott Piercy,69.33,624,9
31,T32,T32,Jon Curran,69.4,347,5
32,T32,T32,Colt Knost,69.4,347,5
33,T32,T32,John Senden,69.4,347,5
34,T35,T35,Rickie Fowler,69.6,696,10
35,T35,T35,James Hahn,69.6,348,5
36,37,37,Nick Taylor,69.67,209,3
37,T38,T38,Jerry Kelly,69.71,488,7
38,T38,T38,Hideki Matsuyama,69.71,976,14
39,40,40,Brandt Snedeker,69.8,698,10
40,41,41,Justin Thomas,69.82,1187,17
41,T42,T42,Brooks Koepka,69.83,838,12
42,T42,T42,Bryce Molder,69.83,419,6
43,T42,T42,Justin Rose,69.83,838,12
44,45,45,Ryan Palmer,69.88,559,8
45,46,46,Louis Oosthuizen,69.89,629,9
46,T47,T47,Daniel Berger,69.9,699,10
47,T47,T47,David Lingmerth,69.9,699,10
48,T47,T47,Henrik Stenson,69.9,699,10
49,50,50,Jason Bohn,69.92,839,12
50,T51,T51,Robert Allenby,70.0,70,1
51,T51,T51,Robert Garrigus,70.0,210,3
52,T51,T51,Jason Gore,70.0,280,4
53,T51,T51,Marc Leishman,70.0,350,5
54,T51,T51,Ben Martin,70.0,490,7
55,T51,T51,Greg Owen,70.0,210,3
56,T51,T51,Pat Perez,70.0,490,7
57,T51,T51,Rory Sabbatini,70.0,560,8
58,T51,T51,Webb Simpson,70.0,420,6
59,T51,T51,Brian Stuard,70.0,70,1
60,T51,T51,Tyrone Van Aswegen,70.0,140,2
61,62,62,Bill Haas,70.18,772,11
62,63,63,Troy Merritt,70.2,351,5
63,T64,T64,Seung-Yul Noh,70.25,281,4
64,T64,T64,Nicholas Thompson,70.25,281,4
65,T66,T66,Alex Cejka,70.29,492,7
66,T66,T66,Russell Henley,70.29,492,7
67,T68,T68,Brice Garnett,70.33,422,6
68,T68,T68,Billy Hurley III,70.33,211,3
69,T68,T68,Andrew Putnam,70.33,211,3
70,71,71,Jim Furyk,70.36,774,11
71,72,72,Phil Mickelson,70.38,563,8
72,T73,T73,Sung Joon Park,70.4,352,5
73,T73,T73,Lee Westwood,70.4,352,5
74,75,75,Adam Scott,70.43,493,7
75,76,76,Harris English,70.44,634,9
76,T77,T77,Scott Brown,70.5,564,8
77,T77,T77,Chad Collins,70.5,282,4
78,T77,T77,Luke Donald,70.5,423,6
79,T77,T77,Jamie Donaldson,70.5,141,2
80,T77,T77,Charley Hoffman,70.5,705,10
81,T77,T77,Chris Kirk,70.5,423,6
82,T77,T77,Russell Knox,70.5,705,10
83,T77,T77,Johnson Wagner,70.5,423,6
84,85,85,Brendon de Jonge,70.55,776,11
85,86,86,David Hearn,70.6,353,5
86,T87,T87,Dustin Johnson,70.67,848,12
87,T87,T87,Scott Stallings,70.67,212,3
88,T89,T89,Stewart Cink,70.71,495,7
89,T89,T89,Morgan Hoffmann,70.71,495,7
90,T89,T89,Billy Horschel,70.71,495,7
91,T92,T92,Fabián Gómez,70.75,283,4
92,T92,T92,Martin Laird,70.75,283,4
93,T92,T92,Brendon Todd,70.75,566,8
94,T95,T95,Zac Blair,70.8,354,5
95,T95,T95,Luke Guthrie,70.8,354,5
96,T95,T95,Andres Romero,70.8,354,5
97,T98,T98,Keegan Bradley,70.83,425,6
98,T98,T98,Sam Saunders,70.83,425,6
99,T98,T98,Vijay Singh,70.83,425,6
100,T101,T101,Hudson Swafford,70.9,709,10
101,T101,T101,Cameron Tringale,70.9,709,10
102,T103,T103,Aaron Baddeley,71.0,142,2
103,T103,T103,Brian Davis,71.0,213,3
104,T103,T103,Whee Kim,71.0,142,2
105,T103,T103,Kyle Reifers,71.0,71,1
106,T103,T103,Bo Van Pelt,71.0,142,2
107,108,108,Ryan Moore,71.09,782,11
108,109,109,Nick Watney,71.11,640,9
109,110,110,Francesco Molinari,71.14,498,7
110,T111,T111,Jason Kokrak,71.17,427,6
111,T111,T111,William McGirt,71.17,427,6
112,T113,T113,Patrick Rodgers,71.2,356,5
113,T113,T113,David Toms,71.2,356,5
114,T115,T115,Kevin Na,71.25,855,12
115,T115,T115,Shawn Stefani,71.25,570,8
116,117,117,Sergio Garcia,71.27,784,11
117,118,118,Matt Kuchar,71.31,1141,16
118,T119,T119,Kevin Chappell,71.33,642,9
119,T119,T119,Ryo Ishikawa,71.33,428,6
120,T119,T119,Justin Leonard,71.33,214,3
121,T119,T119,Michael Thompson,71.33,214,3
122,123,123,Jim Herman,71.38,571,8
123,124,124,Patrick Reed,71.41,1214,17
124,125,125,Hunter Mahan,71.43,500,7
125,T126,T126,Charlie Beljan,71.5,143,2
126,T126,T126,Scott Pinckney,71.5,572,8
127,T126,T126,Michael Putnam,71.5,286,4
128,129,129,Spencer Levin,71.57,501,7
129,T130,T130,Andres Gonzales,71.6,358,5
130,T130,T130,Cameron Percy,71.6,358,5
131,T130,T130,Jonathan Randolph,71.6,358,5
132,T133,T133,Steven Bowditch,71.63,573,8
133,T133,T133,Jason Dufner,71.63,573,8
134,T135,T135,Jonathan Byrd,71.67,430,6
135,T135,T135,Derek Ernst,71.67,215,3
136,T135,T135,Derek Fathauer,71.67,215,3
137,T135,T135,J.B. Holmes,71.67,645,9
138,T135,T135,Mark Hubbard,71.67,215,3
139,T140,T140,Erik Compton,71.71,502,7
140,T140,T140,Sean O'Hair,71.71,502,7
141,142,142,Martin Flores,71.8,359,5
142,T143,T143,Sangmoon Bae,71.83,431,6
143,T143,T143,Camilo Villegas,71.83,431,6
144,145,145,Brian Harman,71.86,503,7
145,146,146,Kevin Streelman,71.88,575,8
146,147,147,Chad Campbell,71.89,647,9
147,T148,T148,Graham DeLaet,72.0,360,5
148,T148,T148,Matt Jones,72.0,648,9
149,T148,T148,Scott Langley,72.0,144,2
150,T148,T148,D.A. Points,72.0,72,1
151,T148,T148,Alex Prugh,72.0,216,3
152,153,153,Brendan Steele,72.11,649,9
