,First_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Early_Round_4_Scoring_Average_AVG,First_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Willy Wilcox,66.5,266,4
1,2,2,Daniel Berger,66.67,200,3
2,3,3,Jim Herman,67.0,201,3
3,4,4,Jason Day,67.2,336,5
4,5,5,Brian Harman,67.4,337,5
5,6,6,Johnson Wagner,67.75,271,4
6,T7,T7,Jonathan Byrd,68.0,204,3
7,T7,T7,Robert Garrigus,68.0,68,1
8,T7,T7,Zach Johnson,68.0,340,5
9,T7,T7,Jhonattan Vegas,68.0,136,2
10,T7,T7,Bubba Watson,68.0,136,2
11,12,12,Tony Finau,68.14,477,7
12,T13,T13,Chad Campbell,68.2,341,5
13,T13,T13,Brian Davis,68.2,341,5
14,15,15,Rory Sabbatini,68.25,273,4
15,16,16,Keegan Bradley,68.29,478,7
16,17,17,Jon Curran,68.33,205,3
17,18,18,Dustin Johnson,68.4,342,5
18,T19,T19,Steven Bowditch,68.71,481,7
19,T19,T19,Jerry Kelly,68.71,481,7
20,21,21,Chez Reavie,68.83,413,6
21,22,22,Charley Hoffman,68.86,482,7
22,23,23,Robert Streb,68.89,620,9
23,T24,T24,Gonzalo Fernandez-Castaño,69.0,138,2
24,T24,T24,Billy Hurley III,69.0,414,6
25,T24,T24,Henrik Stenson,69.0,276,4
26,27,27,David Hearn,69.09,760,11
27,28,28,Hideki Matsuyama,69.14,484,7
28,29,29,Kyle Reifers,69.15,899,13
29,T30,T30,Roberto Castro,69.2,346,5
30,T30,T30,Tom Hoge,69.2,346,5
31,32,32,Eric Axley,69.25,277,4
32,33,33,William McGirt,69.3,693,10
33,T34,T34,Blayne Barber,69.33,416,6
34,T34,T34,Whee Kim,69.33,416,6
35,T34,T34,John Merrick,69.33,208,3
36,T34,T34,Jordan Spieth,69.33,208,3
37,T38,T38,Lucas Glover,69.4,347,5
38,T38,T38,Marc Leishman,69.4,347,5
39,T38,T38,Ryan Moore,69.4,347,5
40,T41,T41,Ricky Barnes,69.5,139,2
41,T41,T41,Charlie Beljan,69.5,278,4
42,T41,T41,Justin Leonard,69.5,139,2
43,T41,T41,John Peterson,69.5,695,10
44,T41,T41,Jim Renner,69.5,139,2
45,46,46,John Huh,69.55,765,11
46,47,47,Billy Horschel,69.56,626,9
47,T48,T48,Adam Hadwin,69.6,348,5
48,T48,T48,Sung Joon Park,69.6,348,5
49,T50,T50,Jason Bohn,69.67,418,6
50,T50,T50,Kevin Kisner,69.67,627,9
51,T50,T50,Colt Knost,69.67,418,6
52,T50,T50,Hudson Swafford,69.67,209,3
53,54,54,Paul Casey,69.71,488,7
54,T55,T55,Louis Oosthuizen,69.75,279,4
55,T55,T55,Alex Prugh,69.75,558,8
56,57,57,Jonas Blixt,69.8,349,5
57,58,58,Matt Kuchar,69.83,419,6
58,59,59,Ryan Palmer,69.88,559,8
59,60,60,Pat Perez,69.91,769,11
60,T61,T61,Sergio Garcia,70.0,70,1
61,T61,T61,Scott Langley,70.0,630,9
62,T61,T61,Danny Lee,70.0,560,8
63,T61,T61,David Lingmerth,70.0,140,2
64,T61,T61,Davis Love III,70.0,280,4
65,T61,T61,Bill Lunde,70.0,210,3
66,T61,T61,Kevin Na,70.0,420,6
67,T61,T61,Charl Schwartzel,70.0,140,2
