,Back_9_Round_3_Scoring_Average_RANK THIS WEEK,Back_9_Round_3_Scoring_Average_RANK LAST WEEK,Back_9_Round_3_Scoring_Average_PLAYER NAME,Back_9_Round_3_Scoring_Average_AVG,Back_9_Round_3_Scoring_Average_TOTAL STROKES,Back_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Justin Rose,33.57,470,14
1,2,2,Willy Wilcox,33.91,373,11
2,3,3,Sean O'Hair,34.18,581,17
3,4,4,Matt Kuchar,34.22,787,23
4,5,5,Jason Day,34.24,582,17
5,6,6,Rory Sabbatini,34.31,549,16
6,7,7,Scott Piercy,34.33,618,18
7,8,8,Steven Bowditch,34.38,722,21
8,9,9,Justin Thomas,34.39,791,23
9,10,10,Jason Bohn,34.43,723,21
10,11,11,Jordan Spieth,34.45,689,20
11,12,12,Bill Haas,34.47,655,19
12,T13,T13,Jonathan Byrd,34.5,414,12
13,T13,T13,Brice Garnett,34.5,414,12
14,T15,T15,Scott Brown,34.53,656,19
15,T15,T15,Brooks Koepka,34.53,656,19
16,17,17,Graham DeLaet,34.54,449,13
17,18,18,Robert Allenby,34.57,242,7
18,19,19,Jason Kokrak,34.59,588,17
19,20,20,Daniel Berger,34.61,623,18
20,21,21,Daniel Summerhays,34.64,762,22
21,T22,T22,Jason Dufner,34.65,589,17
22,T22,T22,Zach Johnson,34.65,693,20
23,24,24,John Merrick,34.67,416,12
24,25,25,Brendon de Jonge,34.68,763,22
25,26,26,Marc Leishman,34.69,451,13
26,27,27,Jeff Overton,34.71,590,17
27,28,28,Danny Lee,34.72,868,25
28,29,29,Jim Furyk,34.73,521,15
29,30,30,Troy Merritt,34.76,591,17
30,31,31,Brandt Snedeker,34.77,765,22
31,32,32,J.B. Holmes,34.79,661,19
32,33,33,David Toms,34.8,348,10
33,T34,T34,Francesco Molinari,34.83,418,12
34,T34,T34,Scott Pinckney,34.83,627,18
35,36,36,Bill Lunde,34.86,244,7
36,37,37,David Lingmerth,34.88,593,17
37,38,38,James Hahn,34.89,663,19
38,T39,T39,Russell Knox,34.9,733,21
39,T39,T39,Kevin Streelman,34.9,698,20
40,T39,T39,Brendon Todd,34.9,733,21
41,T42,T42,Chad Collins,34.94,559,16
42,T42,T42,Martin Flores,34.94,594,17
43,T42,T42,Ryan Moore,34.94,559,16
44,T45,T45,Charley Hoffman,34.95,699,20
45,T45,T45,Spencer Levin,34.95,664,19
46,T45,T45,Shawn Stefani,34.95,734,21
47,T48,T48,Zac Blair,35.0,735,21
48,T48,T48,Jonas Blixt,35.0,455,13
49,T48,T48,Derek Ernst,35.0,385,11
50,T48,T48,Rickie Fowler,35.0,560,16
51,T48,T48,Jerry Kelly,35.0,560,16
52,T48,T48,William McGirt,35.0,805,23
