,Tenth_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_5_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_5_Scoring_Average_AVG,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Webb Simpson,81,4.35,161,37
1,2,2,Henrik Stenson,63,4.36,157,36
2,T3,T3,Jason Day,75,4.38,219,50
3,T3,T3,Vijay Singh,78,4.38,105,24
4,5,5,Matt Kuchar,97,4.39,272,62
5,T6,T6,Ángel Cabrera,53,4.43,133,30
6,T6,T6,J.B. Holmes,89,4.43,217,49
7,8,8,Tony Finau,106,4.46,241,54
8,9,9,Shawn Stefani,94,4.48,206,46
9,10,10,Carlos Ortiz,100,4.5,279,62
10,T11,T11,Kevin Chappell,86,4.52,208,46
11,T11,T11,Jason Kokrak,88,4.52,294,65
12,13,13,Bill Haas,89,4.53,195,43
13,T14,T14,Keegan Bradley,87,4.54,286,63
14,T14,T14,Lucas Glover,79,4.54,127,28
15,T14,T14,J.J. Henry,94,4.54,268,59
16,T14,T14,Roger Sloan,56,4.54,245,54
17,T14,T14,Scott Stallings,60,4.54,168,37
18,T19,T19,Stewart Cink,77,4.55,214,47
19,T19,T19,Robert Streb,110,4.55,264,58
20,T19,T19,Steve Wheatcroft,87,4.55,250,55
21,T19,T19,Willy Wilcox,58,4.55,132,29
22,T23,T23,Paul Casey,87,4.56,155,34
23,T23,T23,Matt Jones,89,4.56,228,50
24,T23,T23,Brooks Koepka,84,4.56,251,55
25,T23,T23,Hideki Matsuyama,95,4.56,237,52
26,T23,T23,William McGirt,103,4.56,342,75
27,T28,T28,Pat Perez,96,4.57,265,58
28,T28,T28,Alex Prugh,84,4.57,210,46
29,T28,T28,Jimmy Walker,89,4.57,306,67
30,T31,T31,Chad Campbell,97,4.58,238,52
31,T31,T31,Jon Curran,83,4.58,206,45
32,T31,T31,Scott Piercy,90,4.58,229,50
33,T34,T34,Rickie Fowler,76,4.59,271,59
34,T34,T34,John Huh,102,4.59,317,69
35,T34,T34,Geoff Ogilvy,50,4.59,78,17
36,T37,T37,K.J. Choi,66,4.6,230,50
37,T37,T37,Erik Compton,86,4.6,253,55
38,T37,T37,Andres Gonzales,90,4.6,193,42
39,T37,T37,Patrick Reed,103,4.6,345,75
40,T37,T37,Nick Taylor,91,4.6,267,58
41,T37,T37,Justin Thomas,106,4.6,262,57
42,T37,T37,Mark Wilson,89,4.6,161,35
43,T44,T44,Daniel Berger,97,4.61,272,59
44,T44,T44,Brian Davis,86,4.61,350,76
45,T44,T44,Oscar Fraustro,58,4.61,143,31
46,T44,T44,Jerry Kelly,79,4.61,175,38
47,T44,T44,Francesco Molinari,56,4.61,203,44
48,T44,T44,John Peterson,84,4.61,249,54
49,T44,T44,Hudson Swafford,97,4.61,295,64
50,T51,T51,Luke Donald,71,4.62,240,52
51,T51,T51,Martin Laird,77,4.62,245,53
52,T51,T51,Marc Leishman,74,4.62,208,45
53,T51,T51,Justin Rose,69,4.62,231,50
54,T55,T55,Greg Chalmers,58,4.63,148,32
55,T55,T55,Jason Dufner,76,4.63,162,35
56,T55,T55,Harris English,105,4.63,264,57
57,T55,T55,Brian Harman,90,4.63,176,38
58,T55,T55,George McNeill,93,4.63,148,32
59,T55,T55,Michael Putnam,87,4.63,278,60
60,T55,T55,Adam Scott,51,4.63,176,38
61,T62,T62,Jonathan Byrd,69,4.64,274,59
62,T62,T62,Robert Garrigus,70,4.64,232,50
63,T62,T62,Jason Gore,76,4.64,204,44
64,T62,T62,Dustin Johnson,75,4.64,218,47
65,T62,T62,Chris Kirk,76,4.64,116,25
66,T62,T62,Justin Leonard,61,4.64,195,42
67,T62,T62,Seung-Yul Noh,65,4.64,130,28
68,T62,T62,Jeff Overton,94,4.64,390,84
69,T62,T62,Patrick Rodgers,57,4.64,204,44
70,T62,T62,Charl Schwartzel,67,4.64,153,33
71,T72,T72,Alex Cejka,94,4.65,223,48
72,T72,T72,Martin Flores,95,4.65,321,69
73,T72,T72,Adam Hadwin,95,4.65,251,54
