,Tenth_Tee_Early_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Early_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Early_Lowest_Round_PLAYER NAME,Tenth_Tee_Early_Lowest_Round_ROUNDS,Tenth_Tee_Early_Lowest_Round_LOW RND
0,T1,T1,Jason Day,75,61
1,T1,T1,Brandt Snedeker,98,61
2,T3,T3,Scott Brown,97,62
3,T3,T3,Paul Casey,87,62
4,T3,T3,Erik Compton,86,62
5,T3,T3,J.B. Holmes,89,62
6,T3,T3,William McGirt,103,62
7,T3,T3,Webb Simpson,81,62
8,T3,T3,Jordan Spieth,91,62
9,T3,T3,Jimmy Walker,89,62
10,T11,T11,Chad Campbell,97,63
11,T11,T11,Stewart Cink,77,63
12,T11,T11,Jon Curran,83,63
13,T11,T11,Ben Curtis,35,63
14,T11,T11,Glen Day,24,63
15,T11,T11,Russell Henley,87,63
16,T11,T11,Charley Hoffman,97,63
17,T11,T11,Max Homa,78,63
18,T11,T11,Ryo Ishikawa,90,63
19,T11,T11,Colt Knost,90,63
20,T11,T11,Scott Piercy,90,63
21,T11,T11,Henrik Stenson,63,63
22,T11,T11,Justin Thomas,106,63
23,T11,T11,Gary Woodland,81,63
24,T25,T25,Blake Adams,33,64
25,T25,T25,Daniel Berger,97,64
26,T25,T25,Zac Blair,108,64
27,T25,T25,Keegan Bradley,87,64
28,T25,T25,Kevin Chappell,86,64
29,T25,T25,Brendon de Jonge,106,64
30,T25,T25,Jason Dufner,76,64
31,T25,T25,Martin Flores,95,64
32,T25,T25,Andres Gonzales,90,64
33,T25,T25,Emiliano Grillo,18,64
34,T25,T25,Chesson Hadley,101,64
35,T25,T25,David Hearn,97,64
36,T25,T25,John Huh,102,64
37,T25,T25,Martin Kaymer,43,64
38,T25,T25,Russell Knox,96,64
39,T25,T25,Brooks Koepka,84,64
40,T25,T25,Jason Kokrak,88,64
41,T25,T25,Matt Kuchar,97,64
42,T25,T25,Justin Leonard,61,64
43,T25,T25,Francesco Molinari,56,64
44,T25,T25,Kevin Na,98,64
45,T25,T25,Greg Owen,58,64
46,T25,T25,Cameron Percy,72,64
47,T25,T25,Kenny Perry,25,64
48,T25,T25,John Peterson,84,64
49,T25,T25,Scott Pinckney,88,64
50,T25,T25,Andres Romero,69,64
51,T25,T25,Rory Sabbatini,81,64
52,T25,T25,Sam Saunders,83,64
53,T25,T25,Brian Stuard,97,64
54,T25,T25,Andy Sullivan,17,64
55,T25,T25,Boo Weekley,79,64
56,T25,T25,Tiger Woods,32,64
57,T58,T58,Arjun Atwal,22,65
58,T58,T58,Blayne Barber,76,65
59,T58,T58,Ricky Barnes,82,65
60,T58,T58,Jason Bohn,95,65
61,T58,T58,Sebastian Cappelen,6,65
62,T58,T58,Tim Clark,42,65
63,T58,T58,Chad Collins,79,65
64,T58,T58,Austin Cook,26,65
65,T58,T58,Harris English,105,65
66,T58,T58,Derek Ernst,75,65
67,T58,T58,Tony Finau,106,65
68,T58,T58,Jim Furyk,71,65
69,T58,T58,Tommy Gainey,26,65
70,T58,T58,Jason Gore,76,65
71,T58,T58,Bill Haas,89,65
72,T58,T58,James Hahn,94,65
73,T58,T58,Brian Harman,90,65
74,T58,T58,Billy Horschel,99,65
75,T58,T58,Billy Hurley III,83,65
76,T58,T58,Zach Johnson,90,65
77,T58,T58,Dustin Johnson,75,65
78,T58,T58,Matt Jones,89,65
79,T58,T58,Kevin Kisner,104,65
80,T58,T58,Scott Langley,94,65
81,T58,T58,David Lingmerth,90,65
82,T58,T58,Hideki Matsuyama,95,65
83,T58,T58,John Merrick,78,65
84,T58,T58,Ryan Moore,81,65
85,T58,T58,Ryan Palmer,80,65
86,T58,T58,Rod Pampling,31,65
87,T58,T58,Sung Joon Park,79,65
88,T58,T58,Pat Perez,96,65
89,T58,T58,John Rollins,39,65
90,T58,T58,Justin Rose,69,65
91,T58,T58,Scott Stallings,60,65
92,T58,T58,Shawn Stefani,94,65
93,T58,T58,Robert Streb,110,65
94,T58,T58,Steve Stricker,32,65
95,T58,T58,Andrew Svoboda,80,65
96,T58,T58,Nick Taylor,91,65
97,T58,T58,Nicholas Thompson,90,65
98,T58,T58,Brendon Todd,96,65
99,T58,T58,Camilo Villegas,83,65
100,T58,T58,Nick Watney,91,65
101,T58,T58,Bubba Watson,71,65
102,T58,T58,Steve Wheatcroft,87,65
103,T104,T104,Stuart Appleby,23,66
104,T104,T104,Eric Axley,57,66
105,T104,T104,Aaron Baddeley,76,66
106,T104,T104,Steven Bowditch,103,66
107,T104,T104,Jonathan Byrd,69,66
108,T104,T104,Alex Cejka,94,66
109,T104,T104,Ben Crane,62,66
110,T104,T104,Brian Davis,86,66
111,T104,T104,Ernie Els,57,66
112,T104,T104,Matt Every,73,66
113,T104,T104,Derek Fathauer,81,66
114,T104,T104,Gonzalo Fernandez-Castaño,81,66
115,T104,T104,Tom Gillis,48,66
116,T104,T104,Fabián Gómez,83,66
117,T104,T104,Cody Gribble,11,66
118,T104,T104,Morgan Hoffmann,85,66
119,T104,T104,Mark Hubbard,79,66
120,T104,T104,Jerry Kelly,79,66
121,T104,T104,Martin Laird,77,66
122,T104,T104,Danny Lee,120,66
123,T104,T104,Marc Leishman,74,66
124,T104,T104,Spencer Levin,99,66
125,T104,T104,Davis Love III,51,66
126,T104,T104,Bill Lunde,50,66
127,T104,T104,Jarrod Lyle,26,66
128,T104,T104,Ben Martin,93,66
129,T104,T104,Lee McCoy,8,66
130,T104,T104,Rory McIlroy,49,66
131,T104,T104,Maverick McNealy,8,66
132,T104,T104,George McNeill,93,66
133,T104,T104,Phil Mickelson,70,66
134,T104,T104,Sean O'Hair,86,66
135,T104,T104,Louis Oosthuizen,68,66
136,T104,T104,Jeff Overton,94,66
137,T104,T104,Carl Pettersson,106,66
138,T104,T104,Martin Piller,4,66
139,T104,T104,Andy Pope,8,66
140,T104,T104,Michael Putnam,87,66
141,T104,T104,Jonathan Randolph,72,66
142,T104,T104,Chez Reavie,56,66
143,T104,T104,Patrick Reed,103,66
144,T104,T104,Marcelo Rozo,3,66
145,T104,T104,Ryan Ruffels,3,66
146,T104,T104,Vijay Singh,78,66
147,T104,T104,Roger Sloan,56,66
148,T104,T104,Byron Smith,59,66
149,T104,T104,Brendan Steele,88,66
150,T104,T104,Kevin Streelman,95,66
151,T104,T104,Chris Stroud,84,66
152,T104,T104,Daniel Summerhays,101,66
153,T104,T104,Hudson Swafford,97,66
154,T104,T104,David Toms,62,66
155,T104,T104,Bo Van Pelt,81,66
156,T104,T104,Mark Wilson,89,66
157,T158,T158,Sangmoon Bae,98,67
158,T158,T158,Jonas Blixt,78,67
159,T158,T158,Roberto Castro,54,67
160,T158,T158,Graham DeLaet,65,67
161,T158,T158,Luke Donald,71,67
162,T158,T158,Ken Duke,93,67
163,T158,T158,Rickie Fowler,76,67
164,T158,T158,Oscar Fraustro,58,67
165,T158,T158,Harrison Frazar,20,67
166,T158,T158,Sergio Garcia,59,67
167,T158,T158,Robert Garrigus,70,67
168,T158,T158,Lucas Glover,79,67
169,T158,T158,Branden Grace,48,67
170,T158,T158,Luke Guthrie,84,67
171,T158,T158,Adam Hadwin,95,67
172,T158,T158,Dudley Hart,18,67
173,T158,T158,J.J. Henry,94,67
174,T158,T158,Jim Herman,88,67
175,T158,T158,Tom Hoge,83,67
