,Early_Lowest_Round_RANK THIS WEEK,Early_Lowest_Round_RANK LAST WEEK,Early_Lowest_Round_PLAYER NAME,Early_Lowest_Round_LOW RND
0,T1,T1,Jason Bohn,61
1,T1,T1,Jason Day,61
2,T1,T1,Troy Merritt,61
3,T1,T1,Brandt Snedeker,61
4,T5,T5,Jonas Blixt,62
5,T5,T5,Steven Bowditch,62
6,T5,T5,Scott Brown,62
7,T5,T5,Paul Casey,62
8,T5,T5,Erik Compton,62
9,T5,T5,J.B. Holmes,62
10,T5,T5,Dustin Johnson,62
11,T5,T5,Jerry Kelly,62
12,T5,T5,Chris Kirk,62
13,T5,T5,Scott Langley,62
14,T5,T5,William McGirt,62
15,T5,T5,Carlos Ortiz,62
16,T5,T5,Webb Simpson,62
17,T5,T5,Jordan Spieth,62
18,T5,T5,Jimmy Walker,62
19,T20,T20,Charlie Beljan,63
20,T20,T20,Jonathan Byrd,63
21,T20,T20,Chad Campbell,63
22,T20,T20,Stewart Cink,63
23,T20,T20,Jon Curran,63
24,T20,T20,Ben Curtis,63
25,T20,T20,Glen Day,63
26,T20,T20,Brendon de Jonge,63
27,T20,T20,Ken Duke,63
28,T20,T20,Derek Ernst,63
29,T20,T20,Retief Goosen,63
30,T20,T20,Adam Hadwin,63
31,T20,T20,Russell Henley,63
32,T20,T20,Jim Herman,63
33,T20,T20,Charley Hoffman,63
34,T20,T20,Max Homa,63
35,T20,T20,Ryo Ishikawa,63
36,T20,T20,Hiroshi Iwata,63
37,T20,T20,Zach Johnson,63
38,T20,T20,Matt Jones,63
39,T20,T20,Colt Knost,63
40,T20,T20,Spencer Levin,63
41,T20,T20,Hideki Matsuyama,63
42,T20,T20,George McNeill,63
43,T20,T20,Ryan Palmer,63
44,T20,T20,Scott Piercy,63
45,T20,T20,Scott Pinckney,63
46,T20,T20,Michael Putnam,63
47,T20,T20,Jonathan Randolph,63
48,T20,T20,Patrick Rodgers,63
49,T20,T20,Justin Rose,63
50,T20,T20,Marcel Siem,63
51,T20,T20,Henrik Stenson,63
52,T20,T20,Kevin Streelman,63
53,T20,T20,Vaughn Taylor,63
54,T20,T20,Justin Thomas,63
55,T20,T20,Camilo Villegas,63
56,T20,T20,Gary Woodland,63
57,T58,T58,Blake Adams,64
58,T58,T58,Stuart Appleby,64
59,T58,T58,Aaron Baddeley,64
60,T58,T58,Blayne Barber,64
61,T58,T58,Daniel Berger,64
62,T58,T58,Zac Blair,64
63,T58,T58,Keegan Bradley,64
64,T58,T58,Kevin Chappell,64
65,T58,T58,Brian Davis,64
66,T58,T58,Graham DeLaet,64
67,T58,T58,Jason Dufner,64
68,T58,T58,Tony Finau,64
