,First_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_2_Scoring_Average_AVG,First_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
119,120,120,David Hearn,71.1,711,10
120,121,121,Hudson Swafford,71.13,569,8
121,T122,T122,Russell Henley,71.14,498,7
122,T122,T122,Andrew Svoboda,71.14,498,7
123,T124,T124,Bill Lunde,71.2,356,5
124,T124,T124,Lee Westwood,71.2,356,5
125,T126,T126,Lucas Glover,71.25,285,4
126,T126,T126,Kevin Streelman,71.25,285,4
127,128,128,Scott Pinckney,71.3,713,10
128,T129,T129,Martin Flores,71.33,642,9
129,T129,T129,Jim Herman,71.33,428,6
130,T129,T129,Billy Horschel,71.33,642,9
131,T132,T132,Brice Garnett,71.4,357,5
132,T132,T132,Ben Martin,71.4,357,5
133,134,134,James Hahn,71.43,500,7
134,T135,T135,Jonas Blixt,71.44,643,9
135,T135,T135,Jonathan Randolph,71.44,643,9
136,T137,T137,Ricky Barnes,71.5,572,8
137,T137,T137,Matt Jones,71.5,286,4
138,T137,T137,Spencer Levin,71.5,429,6
139,T137,T137,Sam Saunders,71.5,572,8
140,141,141,Morgan Hoffmann,71.56,644,9
141,142,142,Kevin Chappell,71.6,358,5
142,143,143,Mark Hubbard,71.63,573,8
143,T144,T144,Aaron Baddeley,71.67,215,3
144,T144,T144,Chez Reavie,71.67,430,6
145,T146,T146,Luke Guthrie,71.8,359,5
146,T146,T146,Billy Hurley III,71.8,359,5
147,T146,T146,David Lingmerth,71.8,359,5
148,T146,T146,Alex Prugh,71.8,359,5
149,150,150,John Senden,71.83,431,6
150,151,151,Robert Garrigus,71.86,503,7
151,152,152,J.B. Holmes,71.9,719,10
152,T153,T153,Stewart Cink,72.0,432,6
153,T153,T153,Jamie Donaldson,72.0,216,3
154,T153,T153,Justin Leonard,72.0,504,7
155,T153,T153,D.A. Points,72.0,144,2
156,T153,T153,Camilo Villegas,72.0,504,7
157,T153,T153,Willy Wilcox,72.0,216,3
158,159,159,Brian Davis,72.13,577,8
159,160,160,Scott Stallings,72.25,289,4
160,T161,T161,Max Homa,72.33,434,6
161,T161,T161,Andres Romero,72.33,651,9
162,T163,T163,Erik Compton,72.5,580,8
163,T163,T163,Andres Gonzales,72.5,435,6
164,T163,T163,Brian Harman,72.5,435,6
165,T163,T163,Padraig Harrington,72.5,145,2
166,T163,T163,Francesco Molinari,72.5,290,4
167,T163,T163,Scott Piercy,72.5,290,4
168,169,169,Chris Kirk,72.67,218,3
169,170,170,Ben Crane,72.8,728,10
170,171,171,Ernie Els,72.86,510,7
171,172,172,Charley Hoffman,73.0,219,3
172,173,173,Davis Love III,73.17,439,6
173,T174,T174,Jim Renner,73.33,440,6
174,T174,T174,Tim Wilkinson,73.33,440,6
175,176,176,Roger Sloan,73.4,367,5
176,177,177,Ángel Cabrera,73.5,147,2
177,178,178,Gonzalo Fernandez-Castaño,73.67,442,6
178,179,179,Sung Joon Park,73.8,369,5
179,T180,T180,Matt Every,74.0,296,4
180,T180,T180,Daniel Summerhays,74.0,370,5
181,182,182,Gary Woodland,74.33,223,3
182,183,183,Geoff Ogilvy,75.0,75,1
183,184,184,Seung-Yul Noh,77.5,155,2
