,Par_4_Eagle_Leaders_RANK THIS WEEK,Par_4_Eagle_Leaders_RANK LAST WEEK,Par_4_Eagle_Leaders_PLAYER NAME,Par_4_Eagle_Leaders_ROUNDS,Par_4_Eagle_Leaders_TOTAL,Par_4_Eagle_Leaders_TOTAL PAR 4 HOLES,Par_4_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,J.B. Holmes,89,5,921,4.0
1,T2,T2,Chris Kirk,76,4,781,3.0
2,T2,T2,Sean O'Hair,86,4,913,4.0
3,T2,T2,Patrick Reed,103,4,1085,2.0
4,T2,T2,Camilo Villegas,83,4,917,2.0
5,T6,T6,Steven Bowditch,103,3,1130,2.0
6,T6,T6,Scott Brown,97,3,1048,3.0
7,T6,T6,Jason Day,75,3,787,3.0
8,T6,T6,Tony Finau,106,3,1145,
9,T6,T6,Rickie Fowler,76,3,784,1.0
10,T6,T6,Ryo Ishikawa,90,3,948,2.0
11,T6,T6,Ryan Moore,81,3,830,2.0
12,T6,T6,Robert Streb,110,3,1222,3.0
13,T6,T6,Hudson Swafford,97,3,1028,2.0
14,T6,T6,Nicholas Thompson,90,3,923,1.0
15,T6,T6,Bubba Watson,71,3,752,2.0
16,T6,T6,Steve Wheatcroft,87,3,887,3.0
17,T18,T18,Sangmoon Bae,98,2,1057,
18,T18,T18,Charlie Beljan,76,2,775,1.0
19,T18,T18,Daniel Berger,97,2,1050,2.0
20,T18,T18,Zac Blair,108,2,1129,2.0
21,T18,T18,Jason Bohn,95,2,1019,2.0
22,T18,T18,Keegan Bradley,87,2,905,
23,T18,T18,Paul Casey,87,2,924,2.0
24,T18,T18,Alex Cejka,94,2,979,2.0
25,T18,T18,Jason Dufner,76,2,795,1.0
26,T18,T18,Derek Fathauer,81,2,824,2.0
27,T18,T18,Martin Flores,95,2,987,1.0
28,T18,T18,James Hahn,94,2,1016,1.0
29,T18,T18,Brian Harman,90,2,999,2.0
30,T18,T18,Morgan Hoffmann,85,2,927,1.0
31,T18,T18,John Huh,102,2,1082,1.0
32,T18,T18,Dustin Johnson,75,2,788,1.0
33,T18,T18,Colt Knost,90,2,928,1.0
