,Early_Round_2_Scoring_Average_RANK THIS WEEK,Early_Round_2_Scoring_Average_RANK LAST WEEK,Early_Round_2_Scoring_Average_PLAYER NAME,Early_Round_2_Scoring_Average_AVG,Early_Round_2_Scoring_Average_TOTAL STROKES,Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jordan Spieth,67.45,742,11
1,2,2,Russell Henley,68.42,821,12
2,3,3,Brendan Steele,68.5,685,10
3,4,4,Henrik Stenson,68.6,686,10
4,5,5,James Hahn,68.64,961,14
5,6,6,Mark Hubbard,68.7,687,10
6,7,7,Jimmy Walker,68.8,1032,15
7,8,8,Charles Howell III,68.85,895,13
8,9,9,Jerry Kelly,68.93,965,14
9,T10,T10,Michael Putnam,69.0,1035,15
10,T10,T10,Bubba Watson,69.0,552,8
11,12,12,Brendon de Jonge,69.06,1174,17
12,13,13,Steve Wheatcroft,69.07,967,14
13,T14,T14,Jason Bohn,69.08,898,13
14,T14,T14,Nick Taylor,69.08,898,13
15,16,16,Jason Day,69.11,622,9
16,17,17,Patrick Rodgers,69.13,553,8
17,18,18,Nick Watney,69.2,1038,15
18,19,19,Russell Knox,69.21,969,14
19,20,20,Chad Collins,69.23,900,13
20,21,21,Hideki Matsuyama,69.25,554,8
21,22,22,Cameron Percy,69.33,624,9
22,23,23,Pat Perez,69.4,694,10
23,24,24,Zac Blair,69.41,1180,17
24,25,25,Matt Jones,69.42,833,12
25,T26,T26,Charley Hoffman,69.44,1111,16
26,T26,T26,Louis Oosthuizen,69.44,625,9
27,28,28,Hudson Swafford,69.46,903,13
28,T29,T29,Tony Finau,69.5,1251,18
29,T29,T29,Kevin Na,69.5,834,12
30,T29,T29,Chez Reavie,69.5,695,10
31,32,32,Spencer Levin,69.53,1182,17
32,33,33,Martin Laird,69.55,765,11
33,T34,T34,Brooks Koepka,69.6,696,10
34,T34,T34,Shawn Stefani,69.6,1044,15
35,36,36,Jim Furyk,69.64,766,11
36,37,37,David Lingmerth,69.67,1045,15
37,38,38,Jeff Overton,69.69,1115,16
38,39,39,Zach Johnson,69.79,977,14
39,40,40,Webb Simpson,69.83,838,12
40,T41,T41,Chad Campbell,69.86,978,14
41,T41,T41,Geoff Ogilvy,69.86,489,7
42,T43,T43,Keegan Bradley,69.88,559,8
43,T43,T43,Bill Lunde,69.88,559,8
44,T43,T43,Daniel Summerhays,69.88,1118,16
45,46,46,Jason Gore,69.91,769,11
46,47,47,Carl Pettersson,69.93,1049,15
47,T48,T48,Danny Lee,70.0,1050,15
48,T48,T48,George McNeill,70.0,1050,15
49,T50,T50,Harris English,70.06,1121,16
50,T50,T50,Bryce Molder,70.06,1121,16
51,T52,T52,Scott Brown,70.07,1051,15
52,T52,T52,John Huh,70.07,1051,15
53,T52,T52,Kevin Kisner,70.07,1051,15
54,55,55,Brian Harman,70.08,911,13
55,T56,T56,Matt Kuchar,70.09,771,11
56,T56,T56,Jonathan Randolph,70.09,771,11
57,T56,T56,Willy Wilcox,70.09,771,11
58,59,59,Ben Crane,70.13,561,8
59,60,60,J.B. Holmes,70.14,491,7
60,61,61,Lee Westwood,70.17,421,6
61,T62,T62,Ryan Palmer,70.18,772,11
62,T62,T62,Justin Rose,70.18,772,11
63,T64,T64,Carlos Ortiz,70.19,1123,16
64,T64,T64,Justin Thomas,70.19,1123,16
65,T66,T66,Alex Cejka,70.2,702,10
66,T66,T66,Kevin Chappell,70.2,1053,15
67,68,68,Scott Pinckney,70.21,983,14
68,69,69,Adam Hadwin,70.22,1264,18
69,70,70,Martin Flores,70.23,913,13
70,T71,T71,Scott Langley,70.25,843,12
71,T71,T71,Kevin Streelman,70.25,843,12
72,T73,T73,Steven Bowditch,70.27,1054,15
73,T73,T73,Ángel Cabrera,70.27,773,11
74,T73,T73,Tom Hoge,70.27,1054,15
75,T73,T73,Patrick Reed,70.27,773,11
76,T73,T73,Tyrone Van Aswegen,70.27,773,11
77,78,78,Andres Gonzales,70.29,984,14
78,T79,T79,Jason Dufner,70.3,703,10
79,T79,T79,David Toms,70.3,703,10
80,81,81,Tim Wilkinson,70.31,914,13
81,T82,T82,Troy Merritt,70.33,844,12
82,T82,T82,Ryan Moore,70.33,844,12
83,T82,T82,Vijay Singh,70.33,844,12
84,T85,T85,Sam Saunders,70.36,985,14
85,T85,T85,Robert Streb,70.36,985,14
86,T85,T85,Boo Weekley,70.36,774,11
87,T88,T88,Derek Fathauer,70.38,915,13
88,T88,T88,Billy Hurley III,70.38,1126,16
89,90,90,Luke Donald,70.4,704,10
90,91,91,Ben Martin,70.41,1197,17
91,92,92,Whee Kim,70.42,845,12
92,93,93,Brendon Todd,70.44,634,9
93,T94,T94,Sergio Garcia,70.5,282,4
94,T94,T94,Brice Garnett,70.5,987,14
95,T94,T94,David Hearn,70.5,987,14
96,T97,T97,Billy Horschel,70.53,1199,17
97,T97,T97,Sean O'Hair,70.53,1058,15
98,99,99,Fabián Gómez,70.57,988,14
99,100,100,Paul Casey,70.6,706,10
100,T101,T101,Morgan Hoffmann,70.62,918,13
101,T101,T101,John Merrick,70.62,918,13
102,T103,T103,Aaron Baddeley,70.64,777,11
103,T103,T103,Johnson Wagner,70.64,777,11
104,T105,T105,Luke Guthrie,70.67,848,12
105,T105,T105,Davis Love III,70.67,636,9
106,T105,T105,Byron Smith,70.67,636,9
107,T108,T108,Marc Leishman,70.69,919,13
108,T108,T108,John Peterson,70.69,919,13
109,110,110,Adam Scott,70.71,495,7
110,T111,T111,Ricky Barnes,70.73,778,11
111,T111,T111,Andres Romero,70.73,778,11
112,113,113,K.J. Choi,70.75,566,8
113,T114,T114,Jim Herman,70.77,920,13
114,T114,T114,Chris Kirk,70.77,920,13
115,T116,T116,Steven Alker,70.8,708,10
116,T116,T116,J.J. Henry,70.8,1062,15
117,T116,T116,Justin Leonard,70.8,708,10
118,119,119,Andrew Putnam,70.83,850,12
119,120,120,Daniel Berger,70.87,1063,15
120,T121,T121,Sangmoon Bae,70.88,1205,17
121,T121,T121,Erik Compton,70.88,1134,16
122,T123,T123,John Senden,70.91,780,11
123,T123,T123,Gary Woodland,70.91,780,11
124,T125,T125,Jonathan Byrd,70.92,922,13
125,T125,T125,Sung Joon Park,70.92,922,13
