,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
33,T28,T28,Chris Stroud,28,77.8,7.0
34,35,35,Mark Wilson,28,76.9,10.0
35,36,36,Scott Langley,28,76.5,13.0
36,T37,T37,Steven Alker,22,75.0,3.0
37,T37,T37,Ricky Barnes,27,75.0,6.0
38,T37,T37,Kevin Chappell,26,75.0,6.0
39,T37,T37,Robert Garrigus,25,75.0,6.0
40,T37,T37,Russell Henley,24,75.0,9.0
41,T37,T37,Jim Herman,27,75.0,6.0
42,T37,T37,Whee Kim,23,75.0,6.0
43,T37,T37,Marc Leishman,23,75.0,6.0
44,T37,T37,Louis Oosthuizen,20,75.0,3.0
45,T37,T37,D.A. Points,26,75.0,6.0
46,T37,T37,Patrick Reed,27,75.0,6.0
47,T48,T48,Harris English,29,72.7,8.0
48,T48,T48,David Hearn,30,72.7,8.0
49,T48,T48,Kevin Kisner,30,72.7,8.0
50,T48,T48,Ben Martin,27,72.7,8.0
51,T48,T48,George McNeill,27,72.7,8.0
52,T48,T48,Pat Perez,26,72.7,8.0
53,T48,T48,Alex Prugh,27,72.7,8.0
54,T48,T48,Vijay Singh,23,72.7,8.0
55,T48,T48,Shawn Stefani,26,72.7,8.0
56,T57,T57,Jonas Blixt,26,71.4,5.0
57,T57,T57,Roberto Castro,16,71.4,5.0
58,T57,T57,Jon Curran,28,71.4,5.0
59,T57,T57,Lucas Glover,26,71.4,5.0
60,T57,T57,Charl Schwartzel,19,71.4,5.0
61,T57,T57,Brandt Snedeker,27,71.4,5.0
62,T57,T57,Boo Weekley,24,71.4,5.0
63,T64,T64,Stewart Cink,23,70.0,7.0
64,T64,T64,Matt Jones,25,70.0,7.0
65,T64,T64,Brendon Todd,27,70.0,7.0
66,T64,T64,Nick Watney,28,70.0,7.0
67,T64,T64,Steve Wheatcroft,28,70.0,7.0
68,T69,T69,Aaron Baddeley,25,66.7,6.0
69,T69,T69,Francesco Molinari,16,66.7,4.0
70,T69,T69,Ian Poulter,19,66.7,2.0
71,T69,T69,John Senden,24,66.7,6.0
72,T69,T69,Brian Stuard,31,66.7,8.0
73,T69,T69,David Toms,21,66.7,4.0
74,T69,T69,Bo Van Pelt,28,66.7,6.0
75,T76,T76,Chesson Hadley,30,64.3,9.0
76,T76,T76,James Hahn,28,64.3,9.0
77,T76,T76,Billy Horschel,28,64.3,9.0
78,T79,T79,Chad Campbell,30,63.6,7.0
79,T79,T79,Alex Cejka,30,63.6,7.0
80,T79,T79,John Peterson,25,63.6,7.0
81,T82,T82,Blayne Barber,26,62.5,5.0
82,T82,T82,Charlie Beljan,27,62.5,5.0
83,T82,T82,Geoff Ogilvy,15,62.5,5.0
84,T85,T85,Jeff Overton,30,61.5,8.0
85,T85,T85,Kyle Reifers,31,61.5,8.0
86,T87,T87,Daniel Berger,31,60.0,3.0
87,T87,T87,Greg Chalmers,17,60.0,6.0
88,T87,T87,Oscar Fraustro,21,60.0,3.0
89,T87,T87,Sergio Garcia,15,60.0,3.0
90,T87,T87,Fabián Gómez,26,60.0,6.0
91,T87,T87,Brian Harman,29,60.0,6.0
92,T93,T93,Sangmoon Bae,30,58.3,7.0
93,T93,T93,Bryce Molder,26,58.3,7.0
94,T95,T95,Eric Axley,21,57.1,4.0
95,T95,T95,Ernie Els,18,57.1,4.0
96,T95,T95,Derek Ernst,26,57.1,4.0
97,T95,T95,Jim Furyk,19,57.1,4.0
98,T95,T95,Jonathan Randolph,25,57.1,4.0
99,T95,T95,Scott Stallings,19,57.1,4.0
100,T95,T95,Tim Wilkinson,28,57.1,4.0
101,T102,T102,Matt Every,26,55.6,5.0
102,T102,T102,Matt Kuchar,25,55.6,5.0
103,T102,T102,Phil Mickelson,19,55.6,5.0
104,T102,T102,Michael Putnam,28,55.6,5.0
105,T102,T102,Sam Saunders,28,55.6,5.0
106,T107,T107,Ken Duke,30,54.5,6.0
107,T107,T107,Andres Gonzales,28,54.5,6.0
108,T107,T107,Morgan Hoffmann,26,54.5,6.0
109,T107,T107,David Lingmerth,28,54.5,6.0
110,T111,T111,Zac Blair,34,53.8,7.0
111,T111,T111,Daniel Summerhays,29,53.8,7.0
112,T113,T113,Ben Crane,22,50.0,4.0
113,T113,T113,Jamie Donaldson,16,50.0,3.0
114,T113,T113,Martin Flores,30,50.0,7.0
115,T113,T113,Rickie Fowler,21,50.0,3.0
116,T113,T113,Bill Haas,25,50.0,4.0
117,T113,T113,J.B. Holmes,25,50.0,4.0
118,T113,T113,Mark Hubbard,25,50.0,7.0
119,T113,T113,Zach Johnson,25,50.0,3.0
120,T113,T113,Justin Leonard,22,50.0,3.0
121,T113,T113,Carlos Ortiz,30,50.0,6.0
122,T113,T113,Scott Piercy,28,50.0,4.0
123,T113,T113,Patrick Rodgers,17,50.0,3.0
124,T113,T113,Justin Thomas,30,50.0,3.0
125,T113,T113,Nicholas Thompson,31,50.0,5.0
126,T113,T113,Michael Thompson,27,50.0,5.0
127,T113,T113,Gary Woodland,24,50.0,4.0
128,T129,T129,Nick Taylor,28,46.2,6.0
129,T129,T129,Cameron Tringale,28,46.2,6.0
130,T131,T131,Scott Brown,30,45.5,5.0
131,T131,T131,Luke Donald,20,45.5,5.0
132,T131,T131,Retief Goosen,25,45.5,5.0
133,T131,T131,Adam Hadwin,30,45.5,5.0
134,T131,T131,Troy Merritt,29,45.5,5.0
135,T131,T131,Webb Simpson,22,45.5,5.0
136,T131,T131,Jimmy Walker,24,45.5,5.0
137,T138,T138,Brian Davis,31,44.4,4.0
138,T138,T138,Brendon de Jonge,31,44.4,4.0
139,T140,T140,Brice Garnett,29,42.9,3.0
140,T140,T140,John Merrick,27,42.9,3.0
141,T140,T140,Cameron Percy,23,42.9,3.0
142,T143,T143,Chad Collins,24,41.7,5.0
143,T143,T143,Hunter Mahan,24,41.7,5.0
144,T145,T145,Ryo Ishikawa,28,40.0,4.0
145,T145,T145,Russell Knox,28,40.0,4.0
146,T145,T145,Brooks Koepka,23,40.0,2.0
147,T145,T145,Danny Lee,36,40.0,4.0
148,T145,T145,Spencer Levin,31,40.0,4.0
149,T145,T145,Davis Love III,18,40.0,2.0
150,T145,T145,Bill Lunde,18,40.0,2.0
151,T145,T145,Jim Renner,27,40.0,2.0
152,T145,T145,Andres Romero,24,40.0,2.0
153,T145,T145,Kevin Streelman,27,40.0,4.0
154,T145,T145,Hudson Swafford,30,40.0,4.0
155,T156,T156,Gonzalo Fernandez-Castaño,28,37.5,3.0
156,T156,T156,Max Homa,27,37.5,3.0
157,T156,T156,Jason Kokrak,28,37.5,3.0
158,T156,T156,Kevin Na,27,37.5,3.0
159,T156,T156,Sean O'Hair,26,37.5,3.0
160,T156,T156,Carl Pettersson,32,37.5,6.0
161,162,162,J.J. Henry,30,36.4,4.0
162,T163,T163,Graham DeLaet,22,33.3,2.0
163,T163,T163,Padraig Harrington,21,33.3,2.0
164,T163,T163,Charles Howell III,30,33.3,5.0
165,T163,T163,Dustin Johnson,21,33.3,1.0
166,T163,T163,Andrew Svoboda,30,33.3,2.0
167,T168,T168,Robert Allenby,25,28.6,2.0
168,T168,T168,Jason Gore,26,28.6,2.0
169,T168,T168,Seung-Yul Noh,21,28.6,2.0
170,T168,T168,Andrew Putnam,23,28.6,2.0
171,T168,T168,Byron Smith,21,28.6,2.0
172,173,173,Erik Compton,28,27.3,3.0
173,174,174,Luke Guthrie,27,22.2,2.0
174,175,175,Jhonattan Vegas,27,21.4,3.0
175,176,176,Derek Fathauer,27,20.0,2.0
176,T177,T177,Roger Sloan,20,16.7,1.0
177,T177,T177,Heath Slocum,22,16.7,1.0
178,179,179,Tyrone Van Aswegen,20,14.3,1.0
179,180,180,Jason Dufner,21,12.5,1.0
180,181,181,Scott Pinckney,27,11.1,1.0
181,T182,T182,Justin Rose,20,0.0,
182,T182,T182,Adam Scott,15,0.0,
