,Final_Round_Performance_RANK THIS WEEK,Final_Round_Performance_RANK LAST WEEK,Final_Round_Performance_PLAYER NAME,Final_Round_Performance_EVENTS,Final_Round_Performance_%
0,1,1,Willy Wilcox,17,91.67
1,2,2,Jason Day,20,88.24
2,3,3,Chez Reavie,19,87.5
3,4,4,Henrik Stenson,16,86.67
4,5,5,Hideki Matsuyama,25,80.95
5,6,6,Jordan Spieth,25,80.0
6,7,7,Russell Henley,24,78.95
7,8,8,Colt Knost,29,76.47
8,9,9,Kevin Kisner,30,76.19
9,10,10,Robert Streb,30,76.0
10,T11,T11,Chris Kirk,21,75.0
11,T11,T11,Bubba Watson,19,75.0
12,T11,T11,Lee Westwood,15,75.0
13,T11,T11,Mark Wilson,28,75.0
14,15,15,Ben Martin,27,73.68
15,T16,T16,Paul Casey,24,72.22
16,T16,T16,Scott Langley,28,72.22
17,T18,T18,Oscar Fraustro,21,71.43
18,T18,T18,Tom Hoge,26,71.43
19,T18,T18,Martin Laird,24,71.43
20,T18,T18,Brandt Snedeker,27,71.43
21,T18,T18,Steve Wheatcroft,28,71.43
22,23,23,Johnson Wagner,23,70.0
23,24,24,Marc Leishman,23,69.23
24,25,25,Rickie Fowler,21,68.75
25,T26,T26,Keegan Bradley,24,68.42
26,T26,T26,John Huh,31,68.42
27,T26,T26,George McNeill,27,68.42
28,T29,T29,Jamie Donaldson,16,66.67
29,T29,T29,Jim Furyk,19,66.67
30,T29,T29,David Hearn,30,66.67
31,T29,T29,Brooks Koepka,23,66.67
32,T29,T29,D.A. Points,26,66.67
33,T29,T29,Alex Prugh,27,66.67
34,T29,T29,Rory Sabbatini,25,66.67
35,T29,T29,Boo Weekley,24,66.67
36,T37,T37,Jason Bohn,27,65.0
37,T37,T37,Charley Hoffman,28,65.0
38,T37,T37,William McGirt,30,65.0
39,T40,T40,David Lingmerth,28,64.71
40,T40,T40,Ryan Palmer,22,64.71
41,T42,T42,Justin Rose,20,64.29
42,T42,T42,John Senden,24,64.29
43,T42,T42,Chris Stroud,28,64.29
44,T42,T42,Gary Woodland,24,64.29
45,T46,T46,Blayne Barber,26,63.64
46,T46,T46,Charlie Beljan,27,63.64
47,T46,T46,Tony Finau,31,63.64
48,T46,T46,Whee Kim,23,63.64
49,T46,T46,Scott Stallings,19,63.64
50,T46,T46,Bo Van Pelt,28,63.64
51,T52,T52,Steven Bowditch,32,63.16
52,T52,T52,James Hahn,28,63.16
53,T54,T54,Phil Mickelson,19,62.5
54,T54,T54,Ryan Moore,24,62.5
55,T54,T54,Kyle Reifers,31,62.5
56,57,57,Shawn Stefani,26,61.9
57,T58,T58,Ricky Barnes,27,61.54
58,T58,T58,Brian Davis,31,61.54
59,T58,T58,Billy Hurley III,28,61.54
60,T58,T58,Louis Oosthuizen,20,61.54
61,T58,T58,Sung Joon Park,27,61.54
62,T58,T58,Charl Schwartzel,19,61.54
63,T64,T64,Harris English,29,60.87
64,T64,T64,Matt Kuchar,25,60.87
65,T66,T66,Robert Garrigus,25,60.0
66,T66,T66,Chesson Hadley,30,60.0
67,T66,T66,Jerry Kelly,24,60.0
68,T66,T66,Geoff Ogilvy,15,60.0
69,T66,T66,Jimmy Walker,24,60.0
70,71,71,Brian Stuard,31,58.82
71,T72,T72,Jon Curran,28,58.33
72,T72,T72,Lucas Glover,26,58.33
73,T72,T72,Danny Lee,36,58.33
74,T75,T75,Zach Johnson,25,57.89
75,T75,T75,Matt Jones,25,57.89
76,T77,T77,Eric Axley,21,57.14
77,T77,T77,K.J. Choi,19,57.14
78,T77,T77,Sergio Garcia,15,57.14
79,T77,T77,Davis Love III,18,57.14
80,T77,T77,Nicholas Thompson,31,57.14
81,82,82,Vijay Singh,23,56.25
82,83,83,Greg Owen,19,55.56
83,T84,T84,Matt Every,26,54.55
84,T84,T84,David Toms,21,54.55
85,86,86,Aaron Baddeley,25,53.85
86,T87,T87,Jim Herman,27,53.33
87,T87,T87,Camilo Villegas,27,53.33
88,T89,T89,Dustin Johnson,21,52.94
89,T89,T89,Sean O'Hair,26,52.94
90,T89,T89,Jeff Overton,30,52.94
91,T92,T92,Billy Horschel,28,52.38
92,T92,T92,Carl Pettersson,32,52.38
93,T94,T94,Sangmoon Bae,30,50.0
94,T94,T94,Ángel Cabrera,19,50.0
95,T94,T94,Roberto Castro,16,50.0
96,T94,T94,Alex Cejka,30,50.0
97,T94,T94,Greg Chalmers,17,50.0
98,T94,T94,Andres Gonzales,28,50.0
99,T94,T94,Brian Harman,29,50.0
100,T94,T94,Troy Merritt,29,50.0
101,T94,T94,Pat Perez,26,50.0
102,T94,T94,Webb Simpson,22,50.0
103,T94,T94,Brendan Steele,24,50.0
104,T94,T94,Michael Thompson,27,50.0
105,T94,T94,Brendon Todd,27,50.0
106,T94,T94,Tim Wilkinson,28,50.0
107,108,108,Daniel Summerhays,29,47.62
108,T109,T109,Zac Blair,34,47.37
109,T109,T109,Bill Haas,25,47.37
110,T109,T109,Hunter Mahan,24,47.37
111,T109,T109,Bryce Molder,26,47.37
112,T113,T113,Daniel Berger,31,47.06
113,T113,T113,Kevin Chappell,26,47.06
114,T113,T113,Adam Hadwin,30,47.06
115,T113,T113,Morgan Hoffmann,26,47.06
116,T113,T113,John Peterson,25,47.06
117,T113,T113,Nick Watney,28,47.06
118,T119,T119,Stewart Cink,23,46.67
119,T119,T119,Luke Donald,20,46.67
120,T119,T119,Fabián Gómez,26,46.67
121,T119,T119,Mark Hubbard,25,46.67
122,123,123,Sam Saunders,28,46.15
123,124,124,Patrick Reed,27,45.83
124,T125,T125,Derek Ernst,26,45.45
125,T125,T125,Brice Garnett,29,45.45
126,T125,T125,Charles Howell III,30,45.45
127,T125,T125,Patrick Rodgers,17,45.45
128,129,129,Cameron Tringale,28,45.0
129,T130,T130,Chad Campbell,30,44.44
130,T130,T130,Ben Crane,22,44.44
131,T130,T130,J.B. Holmes,25,44.44
132,T130,T130,Jonathan Randolph,25,44.44
133,T130,T130,Hudson Swafford,30,44.44
