,Tenth_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_4_Scoring_Average_AVG,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Rory Sabbatini,64.5,129,2
1,2,2,D.A. Points,65.0,65,1
2,T3,T3,Scott Brown,66.0,132,2
3,T3,T3,J.B. Holmes,66.0,66,1
4,T3,T3,Jerry Kelly,66.0,66,1
5,T3,T3,Jeff Overton,66.0,132,2
6,T3,T3,Kyle Reifers,66.0,66,1
7,T3,T3,Kevin Streelman,66.0,132,2
8,T3,T3,Brendon Todd,66.0,132,2
9,T3,T3,Bo Van Pelt,66.0,66,1
10,T3,T3,Lee Westwood,66.0,66,1
11,12,12,Spencer Levin,66.5,133,2
12,T13,T13,Chad Campbell,67.0,134,2
13,T13,T13,Rickie Fowler,67.0,67,1
14,T13,T13,Lucas Glover,67.0,134,2
15,T13,T13,Luke Guthrie,67.0,67,1
16,T13,T13,David Hearn,67.0,134,2
17,T13,T13,Tom Hoge,67.0,67,1
18,T13,T13,Jason Kokrak,67.0,67,1
19,T13,T13,Justin Leonard,67.0,67,1
20,T13,T13,Bill Lunde,67.0,67,1
21,T13,T13,Greg Owen,67.0,67,1
22,T13,T13,Chez Reavie,67.0,67,1
23,T13,T13,Patrick Reed,67.0,67,1
24,T13,T13,Patrick Rodgers,67.0,67,1
25,T26,T26,Chesson Hadley,67.5,135,2
26,T26,T26,Brian Harman,67.5,135,2
27,T26,T26,Whee Kim,67.5,135,2
28,T26,T26,Ben Martin,67.5,135,2
29,T30,T30,Sangmoon Bae,68.0,68,1
30,T30,T30,Chris Kirk,68.0,136,2
31,T30,T30,John Merrick,68.0,68,1
32,T30,T30,Camilo Villegas,68.0,68,1
33,T34,T34,Jason Bohn,68.5,137,2
34,T34,T34,Max Homa,68.5,137,2
35,T34,T34,David Lingmerth,68.5,274,4
36,T37,T37,Jonathan Byrd,69.0,69,1
37,T37,T37,Roberto Castro,69.0,138,2
38,T37,T37,Greg Chalmers,69.0,138,2
39,T37,T37,Ken Duke,69.0,138,2
