,Par_3_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_3_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_3_Birdie_or_Better_Leaders_PLAYER NAME,Par_3_Birdie_or_Better_Leaders_ROUNDS,Par_3_Birdie_or_Better_Leaders_%,Par_3_Birdie_or_Better_Leaders_PAR 3 BIRDIES OR BETTER,Par_3_Birdie_or_Better_Leaders_PAR 3 HOLES
0,1,1,Jason Day,75,18.77,52,277
1,2,2,Jordan Spieth,91,18.47,65,352
2,3,3,Jerry Kelly,79,18.32,59,322
3,4,4,Willy Wilcox,58,18.3,41,224
4,5,5,Luke Guthrie,84,18.15,61,336
5,6,6,Robert Streb,110,17.76,76,428
6,7,7,Danny Lee,120,17.7,86,486
7,8,8,Johnson Wagner,68,17.52,48,274
8,9,9,Kevin Na,98,17.41,66,379
9,10,10,Nicholas Thompson,90,17.28,61,353
10,11,11,Jason Gore,76,17.18,50,291
11,12,12,Chris Stroud,84,17.16,58,338
12,13,13,Rickie Fowler,76,17.14,48,280
13,14,14,Harris English,105,17.11,70,409
14,15,15,Webb Simpson,81,16.99,52,306
15,16,16,Brendon de Jonge,106,16.63,72,433
16,17,17,Byron Smith,59,16.59,37,223
17,18,18,Tony Finau,106,16.47,71,431
18,19,19,Aaron Baddeley,76,16.44,49,298
19,20,20,John Senden,80,16.38,48,293
20,21,21,Ryan Palmer,80,16.34,50,306
21,22,22,Ricky Barnes,82,16.3,52,319
22,23,23,Andrew Svoboda,80,16.19,51,315
23,24,24,Zach Johnson,90,16.18,55,340
24,25,25,Henrik Stenson,63,16.1,38,236
25,26,26,Ben Martin,93,16.09,56,348
26,27,27,Brendon Todd,96,16.08,59,367
27,28,28,Sangmoon Bae,98,16.03,63,393
28,29,29,Russell Henley,87,15.9,52,327
29,30,30,Jimmy Walker,89,15.77,53,336
30,T31,T31,Vijay Singh,78,15.63,50,320
31,T31,T31,Steve Wheatcroft,87,15.63,53,339
32,T33,T33,Tyrone Van Aswegen,58,15.53,34,219
33,T33,T33,Bo Van Pelt,81,15.53,50,322
34,T33,T33,Bubba Watson,71,15.53,41,264
35,T36,T36,Jason Bohn,95,15.5,60,387
36,T36,T36,Justin Rose,69,15.5,40,258
37,38,38,Jim Herman,88,15.45,55,356
38,39,39,Andrew Putnam,68,15.44,40,259
39,T40,T40,Oscar Fraustro,58,15.38,34,221
40,T40,T40,Robert Garrigus,70,15.38,42,273
41,T40,T40,David Hearn,97,15.38,60,390
42,T40,T40,Jeff Overton,94,15.38,58,377
43,T44,T44,Blayne Barber,76,15.28,46,301
44,T44,T44,Max Homa,78,15.28,46,301
45,46,46,Hudson Swafford,97,15.25,59,387
46,47,47,Chad Campbell,97,15.23,60,394
47,T48,T48,Michael Putnam,87,15.19,53,349
48,T48,T48,Patrick Reed,103,15.19,60,395
49,50,50,Fabián Gómez,83,15.18,51,336
50,51,51,Tom Hoge,83,15.05,48,319
51,52,52,Chesson Hadley,101,15.02,61,406
52,53,53,Mark Hubbard,79,14.97,47,314
53,T54,T54,Brian Davis,86,14.93,50,335
54,T54,T54,Ryo Ishikawa,90,14.93,53,355
55,56,56,Scott Piercy,90,14.92,54,362
56,57,57,Boo Weekley,79,14.91,48,322
57,58,58,Daniel Summerhays,101,14.88,61,410
58,59,59,Chez Reavie,56,14.85,34,229
59,60,60,David Toms,62,14.83,35,236
60,61,61,Martin Flores,95,14.82,55,371
61,T62,T62,Greg Chalmers,58,14.81,32,216
62,T62,T62,James Hahn,94,14.81,56,378
63,64,64,Chris Kirk,76,14.78,43,291
64,65,65,Steven Alker,62,14.75,36,244
65,66,66,Pat Perez,96,14.73,57,387
66,67,67,Roger Sloan,56,14.69,31,211
67,68,68,William McGirt,103,14.66,61,416
68,69,69,George McNeill,93,14.63,55,376
69,70,70,Jim Furyk,71,14.62,37,253
70,71,71,Sean O'Hair,86,14.53,51,351
71,72,72,Ken Duke,93,14.52,53,365
72,73,73,Sung Joon Park,79,14.47,46,318
73,74,74,Dustin Johnson,75,14.44,41,284
74,75,75,Alex Prugh,84,14.42,47,326
75,76,76,Jonas Blixt,78,14.38,43,299
76,T77,T77,David Lingmerth,90,14.33,51,356
77,T77,T77,Camilo Villegas,83,14.33,47,328
78,T79,T79,Erik Compton,86,14.25,50,351
79,T79,T79,John Huh,102,14.25,59,414
80,81,81,Michael Thompson,83,14.24,47,330
81,82,82,Matt Jones,89,14.2,48,338
82,83,83,Scott Pinckney,88,14.17,51,360
83,84,84,Billy Hurley III,83,14.15,46,325
84,85,85,Shawn Stefani,94,14.14,54,382
85,86,86,Cameron Percy,72,14.04,40,285
86,87,87,Seung-Yul Noh,65,14.01,36,257
87,88,88,Ángel Cabrera,53,13.94,29,208
88,89,89,Whee Kim,71,13.93,39,280
89,90,90,Colt Knost,90,13.92,49,352
90,91,91,Eric Axley,57,13.9,31,223
91,92,92,Justin Thomas,106,13.86,60,433
92,T93,T93,J.B. Holmes,89,13.81,46,333
93,T93,T93,Geoff Ogilvy,50,13.81,25,181
94,T93,T93,Sam Saunders,83,13.81,46,333
95,96,96,Bryce Molder,91,13.8,49,355
96,97,97,Russell Knox,96,13.77,53,385
97,T98,T98,Troy Merritt,91,13.75,51,371
98,T98,T98,Andres Romero,69,13.75,37,269
99,100,100,Retief Goosen,81,13.73,42,306
100,101,101,Lucas Glover,79,13.66,44,322
101,102,102,Gonzalo Fernandez-Castaño,81,13.65,43,315
102,103,103,Kyle Reifers,96,13.6,51,375
103,104,104,Ryan Moore,81,13.59,42,309
104,105,105,Rory Sabbatini,81,13.55,45,332
105,106,106,Marc Leishman,74,13.45,37,275
106,107,107,Jhonattan Vegas,90,13.43,47,350
107,108,108,Scott Brown,97,13.42,53,395
108,109,109,Spencer Levin,99,13.35,53,397
109,110,110,Lee Westwood,56,13.24,27,204
110,111,111,John Merrick,78,13.2,40,303
111,112,112,Padraig Harrington,60,13.19,31,235
112,113,113,Graham DeLaet,65,13.18,34,258
113,114,114,Matt Kuchar,97,13.14,49,373
114,115,115,Brice Garnett,81,13.13,42,320
115,116,116,Cameron Tringale,96,13.09,50,382
116,117,117,Paul Casey,87,13.08,42,321
117,T118,T118,Charley Hoffman,97,13.07,49,375
118,T118,T118,Scott Langley,94,13.07,49,375
119,120,120,Chad Collins,79,13.04,42,322
120,T121,T121,Jason Dufner,76,13.01,38,292
121,T121,T121,Charl Schwartzel,67,13.01,32,246
122,123,123,Brian Stuard,97,13.0,49,377
123,124,124,Brandt Snedeker,98,12.99,50,385
124,125,125,Brendan Steele,88,12.98,44,339
125,126,126,Charlie Beljan,76,12.97,38,293
126,127,127,Kevin Streelman,95,12.95,47,363
127,128,128,Ben Crane,62,12.93,30,232
128,129,129,Nick Taylor,91,12.84,47,366
129,130,130,Billy Horschel,99,12.8,48,375
130,131,131,Carlos Ortiz,100,12.79,50,391
131,132,132,Jonathan Byrd,69,12.78,34,266
132,T133,T133,Bill Lunde,50,12.77,24,188
133,T133,T133,Phil Mickelson,70,12.77,35,274
134,T135,T135,Kevin Kisner,104,12.68,53,418
135,T135,T135,Davis Love III,51,12.68,26,205
136,T137,T137,John Peterson,84,12.57,43,342
137,T137,T137,Nick Watney,91,12.57,47,374
138,T139,T139,Daniel Berger,97,12.53,49,391
139,T139,T139,Zac Blair,108,12.53,53,423
140,T139,T139,Jason Kokrak,88,12.53,45,359
141,142,142,Scott Stallings,60,12.5,30,240
142,T143,T143,Keegan Bradley,87,12.46,42,337
143,T143,T143,Derek Fathauer,81,12.46,39,313
144,145,145,Mark Wilson,89,12.43,43,346
145,146,146,Kevin Chappell,86,12.39,43,347
146,147,147,Martin Laird,77,12.38,39,315
147,148,148,Adam Hadwin,95,12.34,47,381
148,149,149,Jon Curran,83,12.31,40,325
149,150,150,Steven Bowditch,103,12.29,50,407
150,151,151,Andres Gonzales,90,12.25,43,351
151,152,152,Stewart Cink,77,12.13,37,305
152,153,153,Brian Harman,90,12.04,43,357
153,154,154,J.J. Henry,94,12.02,44,366
154,155,155,Alex Cejka,94,12.0,45,375
155,156,156,Gary Woodland,81,11.95,35,293
156,157,157,Charles Howell III,105,11.94,51,427
157,T158,T158,Justin Leonard,61,11.93,29,243
158,T158,T158,Hideki Matsuyama,95,11.93,42,352
159,160,160,Carl Pettersson,106,11.92,51,428
160,161,161,Louis Oosthuizen,68,11.79,29,246
161,162,162,Sergio Garcia,59,11.57,25,216
162,163,163,Jonathan Randolph,72,11.5,33,287
163,164,164,Roberto Castro,54,11.22,23,205
164,165,165,Ernie Els,57,11.21,25,223
165,166,166,Patrick Rodgers,57,11.16,24,215
166,167,167,Ian Poulter,68,11.11,29,261
167,168,168,Brooks Koepka,84,10.97,35,319
168,169,169,Greg Owen,58,10.92,25,229
169,170,170,Robert Allenby,63,10.88,26,239
170,171,171,D.A. Points,72,10.84,31,286
171,172,172,Heath Slocum,57,10.65,23,216
172,173,173,Tim Wilkinson,73,10.38,30,289
173,174,174,Matt Every,73,10.22,28,274
174,175,175,Jim Renner,68,9.74,26,267
175,176,176,Morgan Hoffmann,85,9.73,33,339
176,177,177,K.J. Choi,66,9.6,24,250
177,178,178,Francesco Molinari,56,9.52,20,210
178,179,179,Bill Haas,89,9.36,32,342
179,180,180,Jamie Donaldson,50,9.34,17,182
180,181,181,Luke Donald,71,9.25,26,281
181,182,182,Adam Scott,51,9.14,17,186
182,183,183,Derek Ernst,75,8.9,26,292
183,184,184,Hunter Mahan,88,8.84,29,328
