,Tenth_Tee_Late_Lowest_Round_RANK THIS WEEK,Tenth_Tee_Late_Lowest_Round_RANK LAST WEEK,Tenth_Tee_Late_Lowest_Round_PLAYER NAME,Tenth_Tee_Late_Lowest_Round_ROUNDS,Tenth_Tee_Late_Lowest_Round_LOW RND
0,T1,T1,Ryan Palmer,80,61
1,T1,T1,Justin Thomas,106,61
2,T3,T3,Jim Herman,88,62
3,T3,T3,Hyung-Sung Kim,8,62
4,T5,T5,Gonzalo Fernandez-Castaño,81,63
5,T5,T5,Bill Haas,89,63
6,T5,T5,Morgan Hoffmann,85,63
7,T5,T5,Danny Lee,120,63
8,T5,T5,Rory Sabbatini,81,63
9,T5,T5,Nicholas Thompson,90,63
10,T11,T11,Charlie Beljan,76,64
11,T11,T11,Steven Bowditch,103,64
12,T11,T11,Austin Cook,26,64
13,T11,T11,Brendon de Jonge,106,64
14,T11,T11,Tony Finau,106,64
15,T11,T11,Jason Gore,76,64
16,T11,T11,Brian Harman,90,64
17,T11,T11,David Hearn,97,64
18,T11,T11,Mark Hensby,6,64
19,T11,T11,Ryo Ishikawa,90,64
20,T11,T11,Whee Kim,71,64
21,T11,T11,Chris Kirk,76,64
22,T11,T11,Matt Kuchar,97,64
23,T11,T11,Hunter Mahan,88,64
24,T11,T11,Bryce Molder,91,64
25,T11,T11,Sean O'Hair,86,64
26,T11,T11,Justin Rose,69,64
27,T11,T11,Kevin Streelman,95,64
28,T11,T11,Cameron Tringale,96,64
29,T11,T11,Mark Wilson,89,64
30,T31,T31,Blake Adams,33,65
31,T31,T31,Daniel Berger,97,65
32,T31,T31,Scott Brown,97,65
33,T31,T31,Chad Campbell,97,65
34,T31,T31,Alex Cejka,94,65
35,T31,T31,Kevin Chappell,86,65
36,T31,T31,Stewart Cink,77,65
37,T31,T31,Chad Collins,79,65
38,T31,T31,Brian Davis,86,65
39,T31,T31,Graham DeLaet,65,65
40,T31,T31,Jason Dufner,76,65
41,T31,T31,Martin Flores,95,65
42,T31,T31,Brice Garnett,81,65
43,T31,T31,Charley Hoffman,97,65
44,T31,T31,J.B. Holmes,89,65
45,T31,T31,Mark Hubbard,79,65
46,T31,T31,Hiroshi Iwata,12,65
47,T31,T31,Matt Jones,89,65
48,T31,T31,Jerry Kelly,79,65
49,T31,T31,Colt Knost,90,65
50,T31,T31,Brooks Koepka,84,65
51,T31,T31,Jason Kokrak,88,65
52,T31,T31,Justin Leonard,61,65
53,T31,T31,Spencer Levin,99,65
54,T31,T31,David Lingmerth,90,65
55,T31,T31,Will MacKenzie,49,65
56,T31,T31,John Merrick,78,65
57,T31,T31,Daniel Miernicki,4,65
58,T31,T31,Kevin Na,98,65
59,T31,T31,Seung-Yul Noh,65,65
60,T31,T31,Sung Joon Park,79,65
61,T31,T31,John Peterson,84,65
62,T31,T31,Scott Piercy,90,65
63,T31,T31,Scott Pinckney,88,65
64,T31,T31,D.A. Points,72,65
65,T31,T31,Michael Putnam,87,65
66,T31,T31,Andrew Putnam,68,65
67,T31,T31,Shawn Stefani,94,65
68,T31,T31,Richard Sterne,39,65
69,T31,T31,Hudson Swafford,97,65
70,T31,T31,Brendon Todd,96,65
71,T31,T31,Jhonattan Vegas,90,65
72,T31,T31,Nick Watney,91,65
73,T74,T74,Steven Alker,62,66
74,T74,T74,Arjun Atwal,22,66
75,T74,T74,Woody Austin,27,66
76,T74,T74,Aaron Baddeley,76,66
77,T74,T74,Sangmoon Bae,98,66
78,T74,T74,Blayne Barber,76,66
79,T74,T74,Ricky Barnes,82,66
80,T74,T74,Zac Blair,108,66
81,T74,T74,Jason Bohn,95,66
82,T74,T74,Keegan Bradley,87,66
83,T74,T74,Paul Casey,87,66
84,T74,T74,Austin Connelly,6,66
85,T74,T74,Ben Crane,62,66
86,T74,T74,Ken Duke,93,66
87,T74,T74,Harris English,105,66
88,T74,T74,Matt Every,73,66
