,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,75,2.75,22,8
1,2,2,Graham DeLaet,65,2.81,101,36
2,3,3,Johnson Wagner,68,2.85,57,20
3,T4,T4,J.B. Holmes,89,2.88,138,48
4,T4,T4,Justin Rose,69,2.88,23,8
5,T4,T4,Webb Simpson,81,2.88,92,32
6,T4,T4,Willy Wilcox,58,2.88,118,41
7,8,8,Erik Compton,86,2.9,139,48
8,T9,T9,Scott Piercy,90,2.91,224,77
9,T9,T9,Chez Reavie,56,2.91,96,33
10,T9,T9,Justin Thomas,106,2.91,201,69
11,12,12,Matt Jones,89,2.92,225,77
12,T13,T13,Aaron Baddeley,76,2.94,203,69
13,T13,T13,Russell Henley,87,2.94,141,48
14,T13,T13,Max Homa,78,2.94,153,52
15,T13,T13,Ryo Ishikawa,90,2.94,141,48
16,T13,T13,Brandt Snedeker,98,2.94,94,32
17,T18,T18,Paul Casey,87,2.95,130,44
18,T18,T18,Bill Haas,89,2.95,118,40
19,T18,T18,Pat Perez,96,2.95,236,80
20,T18,T18,Andrew Svoboda,80,2.95,239,81
21,T22,T22,Luke Donald,71,2.96,83,28
22,T22,T22,Retief Goosen,81,2.96,252,85
23,T22,T22,Chesson Hadley,101,2.96,243,82
24,T22,T22,Brian Harman,90,2.96,225,76
25,T22,T22,Kevin Na,98,2.96,157,53
26,T22,T22,Hudson Swafford,97,2.96,198,67
27,T28,T28,Jason Kokrak,88,2.97,178,60
28,T28,T28,David Lingmerth,90,2.97,285,96
29,T28,T28,Sung Joon Park,79,2.97,178,60
30,T28,T28,Cameron Tringale,96,2.97,107,36
31,T32,T32,Fabián Gómez,83,2.98,194,65
32,T32,T32,Martin Laird,77,2.98,143,48
33,T32,T32,Carl Pettersson,106,2.98,259,87
34,T32,T32,Robert Streb,110,2.98,155,52
35,T36,T36,Jon Curran,83,2.99,230,77
36,T36,T36,David Hearn,97,2.99,215,72
37,T36,T36,John Huh,102,2.99,266,89
38,T36,T36,Carlos Ortiz,100,2.99,230,77
39,T36,T36,Michael Putnam,87,2.99,230,77
40,T41,T41,Jason Bohn,95,3.0,192,64
41,T41,T41,Ben Crane,62,3.0,144,48
42,T41,T41,Martin Flores,95,3.0,216,72
43,T41,T41,Rickie Fowler,76,3.0,48,16
44,T41,T41,Jerry Kelly,79,3.0,195,65
45,T41,T41,Justin Leonard,61,3.0,147,49
46,T41,T41,Hideki Matsuyama,95,3.0,60,20
47,T41,T41,Francesco Molinari,56,3.0,60,20
48,T41,T41,Patrick Reed,103,3.0,27,9
49,T41,T41,Patrick Rodgers,57,3.0,87,29
50,T41,T41,Jordan Spieth,91,3.0,24,8
51,T52,T52,Danny Lee,120,3.01,232,77
52,T52,T52,Nick Taylor,91,3.01,232,77
53,T54,T54,Jonathan Byrd,69,3.02,127,42
54,T54,T54,K.J. Choi,66,3.02,136,45
55,T54,T54,Stewart Cink,77,3.02,199,66
56,T54,T54,Morgan Hoffmann,85,3.02,124,41
57,T54,T54,Billy Hurley III,83,3.02,160,53
58,T54,T54,Rory Sabbatini,81,3.02,275,91
59,T54,T54,Tyrone Van Aswegen,58,3.02,169,56
60,T61,T61,Sangmoon Bae,98,3.03,230,76
61,T61,T61,Matt Every,73,3.03,182,60
62,T61,T61,Gonzalo Fernandez-Castaño,81,3.03,227,75
63,T61,T61,Jason Gore,76,3.03,194,64
64,T61,T61,J.J. Henry,94,3.03,233,77
65,T61,T61,Mark Hubbard,79,3.03,236,78
66,T61,T61,Whee Kim,71,3.03,215,71
67,T61,T61,Colt Knost,90,3.03,203,67
68,T61,T61,Jeff Overton,94,3.03,100,33
69,T61,T61,Scott Pinckney,88,3.03,200,66
70,T61,T61,Alex Prugh,84,3.03,236,78
71,T61,T61,Kyle Reifers,96,3.03,306,101
72,T61,T61,Vijay Singh,78,3.03,224,74
73,T61,T61,Camilo Villegas,83,3.03,182,60
74,T75,T75,Robert Allenby,63,3.04,137,45
75,T75,T75,Scott Brown,97,3.04,347,114
76,T75,T75,Greg Chalmers,58,3.04,155,51
77,T75,T75,James Hahn,94,3.04,210,69
78,T75,T75,Padraig Harrington,60,3.04,161,53
79,T75,T75,Kevin Kisner,104,3.04,170,56
80,T75,T75,Spencer Levin,99,3.04,274,90
81,T75,T75,Sam Saunders,83,3.04,161,53
82,T75,T75,Nicholas Thompson,90,3.04,225,74
83,T75,T75,Mark Wilson,89,3.04,234,77
84,T85,T85,Blayne Barber,76,3.05,235,77
85,T85,T85,Derek Fathauer,81,3.05,238,78
86,T85,T85,Jim Herman,88,3.05,186,61
87,T85,T85,Scott Langley,94,3.05,284,93
88,T85,T85,William McGirt,103,3.05,201,66
89,T85,T85,Andrew Putnam,68,3.05,174,57
90,T85,T85,Jonathan Randolph,72,3.05,186,61
91,T85,T85,Brian Stuard,97,3.05,259,85
92,T93,T93,Alex Cejka,94,3.06,214,70
93,T93,T93,Brooks Koepka,84,3.06,49,16
94,T93,T93,Ben Martin,93,3.06,220,72
95,T93,T93,Troy Merritt,91,3.06,257,84
96,T93,T93,Brendan Steele,88,3.06,153,50
97,T93,T93,Brendon Todd,96,3.06,220,72
98,T99,T99,Ricky Barnes,82,3.07,258,84
99,T99,T99,Daniel Berger,97,3.07,258,84
100,T99,T99,Zac Blair,108,3.07,322,105
101,T99,T99,Steven Bowditch,103,3.07,279,91
102,T99,T99,Chad Campbell,97,3.07,258,84
103,T99,T99,Chad Collins,79,3.07,187,61
104,T99,T99,Ken Duke,93,3.07,255,83
105,T99,T99,Chris Kirk,76,3.07,187,61
