,Birdie_Average_RANK THIS WEEK,Birdie_Average_RANK LAST WEEK,Birdie_Average_PLAYER NAME,Birdie_Average_ROUNDS,Birdie_Average_AVG,Birdie_Average_# OF BIRDIES,Birdie_Average_TOTAL ROUNDS
0,1,1,Jason Day,75,4.71,339,72
1,2,2,Jordan Spieth,91,4.5,396,88
2,3,3,Justin Rose,69,4.44,293,66
3,4,4,Bubba Watson,71,4.29,292,68
4,5,5,Dustin Johnson,75,4.22,304,72
5,6,6,Justin Thomas,106,4.15,440,106
6,7,7,Tony Finau,106,4.1,435,106
7,T8,T8,Hideki Matsuyama,95,4.07,370,91
8,T8,T8,Jimmy Walker,89,4.07,350,86
9,10,10,J.B. Holmes,89,4.04,343,85
10,11,11,Henrik Stenson,63,4.02,241,60
11,12,12,Brendan Steele,88,4.0,336,84
12,13,13,Jason Bohn,95,3.98,378,95
13,T14,T14,Matt Jones,89,3.97,341,86
14,T14,T14,Phil Mickelson,70,3.97,278,70
15,T14,T14,Pat Perez,96,3.97,381,96
16,T17,T17,Rickie Fowler,76,3.96,285,72
17,T17,T17,Danny Lee,120,3.96,475,120
18,T19,T19,Sergio Garcia,59,3.95,221,56
19,T19,T19,Robert Streb,110,3.95,434,110
20,21,21,Shawn Stefani,94,3.94,370,94
21,22,22,Zach Johnson,90,3.93,342,87
22,23,23,Patrick Reed,103,3.92,392,100
23,T24,T24,Patrick Rodgers,57,3.91,207,53
24,T24,T24,Hudson Swafford,97,3.91,371,95
25,T24,T24,Willy Wilcox,58,3.91,211,54
26,T27,T27,Russell Henley,87,3.9,328,84
27,T27,T27,Brooks Koepka,84,3.9,316,81
28,T29,T29,Charley Hoffman,97,3.89,366,94
29,T29,T29,Tom Hoge,83,3.89,307,79
30,T29,T29,Kevin Na,98,3.89,370,95
31,32,32,Steve Wheatcroft,87,3.88,322,83
32,T33,T33,Daniel Berger,97,3.85,373,97
33,T33,T33,Keegan Bradley,87,3.85,323,84
34,T33,T33,Matt Kuchar,97,3.85,362,94
35,T36,T36,Paul Casey,87,3.84,315,82
36,T36,T36,Jerry Kelly,79,3.84,303,79
37,T36,T36,Jason Kokrak,88,3.84,338,88
38,T36,T36,Rory Sabbatini,81,3.84,311,81
39,T40,T40,Billy Horschel,99,3.83,368,96
40,T40,T40,Ben Martin,93,3.83,345,90
41,T40,T40,Ryan Moore,81,3.83,299,78
42,43,43,Chris Stroud,84,3.82,321,84
43,44,44,Chesson Hadley,101,3.81,385,101
44,T45,T45,Scott Piercy,90,3.79,341,90
45,T45,T45,Lee Westwood,56,3.79,197,52
46,T47,T47,Blayne Barber,76,3.77,279,74
47,T47,T47,Kevin Chappell,86,3.77,324,86
48,T47,T47,Brendon de Jonge,106,3.77,400,106
49,T47,T47,Nick Watney,91,3.77,343,91
50,51,51,Louis Oosthuizen,68,3.76,237,63
51,T52,T52,Jason Gore,76,3.75,270,72
52,T52,T52,Carlos Ortiz,100,3.75,360,96
53,T52,T52,Brandt Snedeker,98,3.75,356,95
54,55,55,Whee Kim,71,3.74,258,69
55,T56,T56,Ryan Palmer,80,3.73,287,77
56,T56,T56,Adam Scott,51,3.73,179,48
57,T58,T58,Harris English,105,3.72,379,102
58,T58,T58,Jim Furyk,71,3.72,238,64
59,T58,T58,Russell Knox,96,3.72,357,96
60,T58,T58,David Lingmerth,90,3.72,335,90
61,T58,T58,Sean O'Hair,86,3.72,320,86
62,T58,T58,Daniel Summerhays,101,3.72,376,101
63,T64,T64,Stewart Cink,77,3.71,286,77
64,T64,T64,Chris Kirk,76,3.71,271,73
65,T64,T64,Boo Weekley,79,3.71,293,79
66,T67,T67,Steven Bowditch,103,3.7,381,103
67,T67,T67,David Hearn,97,3.7,359,97
68,T67,T67,Ryo Ishikawa,90,3.7,326,88
69,T67,T67,Marc Leishman,74,3.7,259,70
70,T67,T67,Brendon Todd,96,3.7,344,93
71,T72,T72,Jonathan Byrd,69,3.69,240,65
72,T72,T72,Ian Poulter,68,3.69,240,65
73,T72,T72,John Senden,80,3.69,277,75
74,T72,T72,Nick Taylor,91,3.69,336,91
75,76,76,Colt Knost,90,3.67,316,86
76,T77,T77,Scott Brown,97,3.66,355,97
77,T77,T77,Seung-Yul Noh,65,3.66,238,65
78,T77,T77,Camilo Villegas,83,3.66,304,83
79,80,80,Bo Van Pelt,81,3.65,288,79
80,81,81,Webb Simpson,81,3.64,284,78
81,T82,T82,Luke Guthrie,84,3.63,298,82
82,T82,T82,George McNeill,93,3.63,338,93
83,T82,T82,Charl Schwartzel,67,3.63,229,63
84,T85,T85,James Hahn,94,3.62,340,94
85,T85,T85,Morgan Hoffmann,85,3.62,308,85
86,T87,T87,Sangmoon Bae,98,3.61,354,98
87,T87,T87,Martin Laird,77,3.61,278,77
88,T87,T87,Carl Pettersson,106,3.61,383,106
89,T87,T87,Chez Reavie,56,3.61,202,56
90,T91,T91,Graham DeLaet,65,3.6,234,65
91,T91,T91,Jason Dufner,76,3.6,263,73
92,T91,T91,Fabián Gómez,83,3.6,299,83
93,T91,T91,Andres Gonzales,90,3.6,310,86
94,T91,T91,Cameron Percy,72,3.6,252,70
95,T91,T91,Scott Stallings,60,3.6,216,60
96,T91,T91,Michael Thompson,83,3.6,292,81
97,T98,T98,Jonas Blixt,78,3.59,266,74
98,T98,T98,Greg Chalmers,58,3.59,194,54
99,T98,T98,Lucas Glover,79,3.59,284,79
100,T98,T98,Jim Herman,88,3.59,316,88
101,T98,T98,Alex Prugh,84,3.59,287,80
102,T103,T103,Aaron Baddeley,76,3.57,264,74
103,T103,T103,Erik Compton,86,3.57,307,86
104,T103,T103,Hunter Mahan,88,3.57,300,84
105,T103,T103,John Merrick,78,3.57,264,74
106,T103,T103,Scott Pinckney,88,3.57,314,88
107,T108,T108,Charlie Beljan,76,3.56,256,72
108,T108,T108,Brian Harman,90,3.56,320,90
109,T110,T110,Mark Hubbard,79,3.55,273,77
110,T110,T110,Bryce Molder,91,3.55,309,87
111,T112,T112,Alex Cejka,94,3.54,326,92
112,T112,T112,Adam Hadwin,95,3.54,329,93
113,T114,T114,Kevin Kisner,104,3.53,367,104
114,T114,T114,Andrew Putnam,68,3.53,226,64
115,T114,T114,Nicholas Thompson,90,3.53,304,86
116,117,117,Kyle Reifers,96,3.52,324,92
117,T118,T118,Ken Duke,93,3.51,312,89
118,T118,T118,Jeff Overton,94,3.51,323,92
119,T118,T118,Sam Saunders,83,3.51,284,81
120,T118,T118,Vijay Singh,78,3.51,274,78
121,T122,T122,Steven Alker,62,3.5,210,60
122,T122,T122,William McGirt,103,3.5,361,103
123,T122,T122,Roger Sloan,56,3.5,182,52
124,T125,T125,Chad Campbell,97,3.49,339,97
125,T125,T125,Max Homa,78,3.49,258,74
126,T125,T125,Scott Langley,94,3.49,321,92
127,T125,T125,Kevin Streelman,95,3.49,318,91
128,T125,T125,Gary Woodland,81,3.49,258,74
129,130,130,Oscar Fraustro,58,3.48,188,54
130,T131,T131,Ángel Cabrera,53,3.47,184,53
131,T131,T131,Gonzalo Fernandez-Castaño,81,3.47,267,77
132,T131,T131,Robert Garrigus,70,3.47,229,66
133,T131,T131,Johnson Wagner,68,3.47,236,68
134,T135,T135,Ricky Barnes,82,3.45,269,78
135,T135,T135,Andres Romero,69,3.45,228,66
136,T135,T135,Cameron Tringale,96,3.45,331,96
137,T135,T135,Mark Wilson,89,3.45,293,85
138,T139,T139,Ernie Els,57,3.44,196,57
139,T139,T139,Michael Putnam,87,3.44,292,85
140,T139,T139,Byron Smith,59,3.44,189,55
141,T142,T142,Brice Garnett,81,3.43,271,79
142,T142,T142,Bill Haas,89,3.43,295,86
143,T144,T144,Zac Blair,108,3.42,356,104
144,T144,T144,K.J. Choi,66,3.42,212,62
145,T144,T144,Chad Collins,79,3.42,270,79
146,147,147,Jhonattan Vegas,90,3.41,293,86
147,148,148,Geoff Ogilvy,50,3.4,163,48
148,149,149,Retief Goosen,81,3.39,261,77
149,T150,T150,Derek Fathauer,81,3.38,260,77
150,T150,T150,Martin Flores,95,3.38,308,91
151,T150,T150,Brian Stuard,97,3.38,314,93
152,153,153,Greg Owen,58,3.36,195,58
153,T154,T154,Jon Curran,83,3.35,265,79
154,T154,T154,Charles Howell III,105,3.35,352,105
155,T154,T154,John Huh,102,3.35,338,101
156,157,157,Andrew Svoboda,80,3.33,260,78
157,T158,T158,Padraig Harrington,60,3.32,199,60
158,T158,T158,Spencer Levin,99,3.32,322,97
159,T158,T158,John Peterson,84,3.32,279,84
160,161,161,Jonathan Randolph,72,3.31,232,70
161,T162,T162,Derek Ernst,75,3.3,234,71
162,T162,T162,Troy Merritt,91,3.3,300,91
163,164,164,Tyrone Van Aswegen,58,3.28,177,54
164,165,165,Brian Davis,86,3.27,268,82
165,166,166,Francesco Molinari,56,3.26,173,53
166,T167,T167,Luke Donald,71,3.24,230,71
167,T167,T167,David Toms,62,3.24,188,58
168,T169,T169,D.A. Points,72,3.23,226,70
169,T169,T169,Heath Slocum,57,3.23,171,53
170,171,171,Ben Crane,62,3.21,186,58
171,172,172,Roberto Castro,54,3.18,159,50
172,173,173,Jamie Donaldson,50,3.17,149,47
173,174,174,Bill Lunde,50,3.13,144,46
174,175,175,Robert Allenby,63,3.12,184,59
175,176,176,Davis Love III,51,3.1,158,51
176,177,177,Eric Axley,57,3.07,169,55
177,178,178,J.J. Henry,94,3.04,274,90
178,179,179,Justin Leonard,61,3.03,185,61
179,180,180,Billy Hurley III,83,3.01,238,79
180,181,181,Matt Every,73,3.0,210,70
181,182,182,Tim Wilkinson,73,2.97,211,71
182,183,183,Sung Joon Park,79,2.94,226,77
183,184,184,Jim Renner,68,2.8,185,66
