,Par_4_Birdie_or_Better_Leaders_RANK THIS WEEK,Par_4_Birdie_or_Better_Leaders_RANK LAST WEEK,Par_4_Birdie_or_Better_Leaders_PLAYER NAME,Par_4_Birdie_or_Better_Leaders_ROUNDS,Par_4_Birdie_or_Better_Leaders_%,Par_4_Birdie_or_Better_Leaders_PAR 4 BIRDIES OR BETTER,Par_4_Birdie_or_Better_Leaders_PAR 4 HOLES
0,1,1,Jordan Spieth,91,22.54,215,954
1,2,2,Jason Day,75,21.98,173,787
2,3,3,Hideki Matsuyama,95,20.87,207,992
3,4,4,Dustin Johnson,75,20.81,164,788
4,5,5,Jason Bohn,95,20.31,207,1019
5,6,6,Brooks Koepka,84,20.29,182,897
6,7,7,Justin Rose,69,20.28,146,720
7,8,8,Bubba Watson,71,20.08,151,752
8,9,9,Sean O'Hair,86,19.72,180,913
9,10,10,Lee Westwood,56,19.68,111,564
10,11,11,J.B. Holmes,89,19.65,181,921
11,12,12,Sergio Garcia,59,19.48,120,616
12,13,13,Patrick Rodgers,57,19.25,113,587
13,14,14,Pat Perez,96,19.2,196,1021
14,15,15,Henrik Stenson,63,19.17,125,652
15,16,16,Danny Lee,120,19.15,249,1300
16,17,17,Rory Sabbatini,81,19.11,167,874
17,18,18,Brendan Steele,88,18.94,168,887
18,19,19,Paul Casey,87,18.83,174,924
19,20,20,David Hearn,97,18.79,196,1043
20,21,21,Tony Finau,106,18.6,213,1145
21,22,22,Adam Scott,51,18.49,98,530
22,23,23,Daniel Summerhays,101,18.47,203,1099
23,24,24,Tom Hoge,83,18.45,159,862
24,25,25,Justin Thomas,106,18.44,210,1139
25,26,26,Charley Hoffman,97,18.39,187,1017
26,27,27,Kevin Chappell,86,18.34,170,927
27,28,28,Robert Streb,110,18.33,224,1222
28,T29,T29,Matt Kuchar,97,18.32,187,1021
29,T29,T29,Shawn Stefani,94,18.32,185,1010
30,T29,T29,Willy Wilcox,58,18.32,107,584
31,32,32,Ryan Moore,81,18.31,152,830
32,T33,T33,Ian Poulter,68,18.26,128,701
33,T33,T33,Steve Wheatcroft,87,18.26,162,887
34,35,35,Brandt Snedeker,98,18.22,188,1032
35,36,36,Scott Piercy,90,18.16,178,980
36,37,37,Zach Johnson,90,18.15,177,975
37,T38,T38,Whee Kim,71,18.12,135,745
38,T38,T38,Louis Oosthuizen,68,18.12,125,690
39,T40,T40,Jason Dufner,76,18.11,144,795
40,T40,T40,Russell Henley,87,18.11,169,933
41,T40,T40,Phil Mickelson,70,18.11,138,762
42,T40,T40,Jimmy Walker,89,18.11,172,950
43,44,44,Jonathan Byrd,69,18.1,126,696
44,45,45,Nick Watney,91,18.07,176,974
45,46,46,Ben Martin,93,18.06,182,1008
46,47,47,Chesson Hadley,101,18.0,191,1061
47,T48,T48,Greg Chalmers,58,17.98,105,584
48,T48,T48,Russell Knox,96,17.98,187,1040
49,50,50,Hunter Mahan,88,17.95,163,908
50,51,51,Hudson Swafford,97,17.9,184,1028
51,52,52,Billy Horschel,99,17.84,185,1037
52,53,53,Jerry Kelly,79,17.81,153,859
53,54,54,Chris Stroud,84,17.8,160,899
54,T55,T55,Steven Bowditch,103,17.79,201,1130
55,T55,T55,Patrick Reed,103,17.79,193,1085
56,57,57,Blayne Barber,76,17.74,140,789
57,58,58,Colt Knost,90,17.67,164,928
58,59,59,Stewart Cink,77,17.65,149,844
59,60,60,Carl Pettersson,106,17.64,203,1151
60,61,61,Andres Gonzales,90,17.61,162,920
61,62,62,Cameron Percy,72,17.57,133,757
62,63,63,Matt Jones,89,17.53,162,924
63,64,64,Kevin Na,98,17.52,181,1033
64,65,65,Ryo Ishikawa,90,17.51,166,948
65,66,66,Bryce Molder,91,17.48,165,944
66,T67,T67,Scott Brown,97,17.46,183,1048
67,T67,T67,Marc Leishman,74,17.46,135,773
68,T69,T69,Jason Kokrak,88,17.35,165,951
69,T69,T69,Mark Wilson,89,17.35,160,922
70,71,71,David Lingmerth,90,17.34,171,986
71,72,72,Jim Furyk,71,17.32,119,687
72,73,73,Jason Gore,76,17.26,135,782
73,74,74,K.J. Choi,66,17.23,112,650
74,75,75,Brian Harman,90,17.22,172,999
75,76,76,Alex Cejka,94,17.16,168,979
76,77,77,John Merrick,78,17.09,135,790
77,78,78,Nick Taylor,91,17.06,166,973
78,79,79,Daniel Berger,97,17.05,179,1050
79,80,80,Luke Guthrie,84,17.03,150,881
80,81,81,Rickie Fowler,76,16.96,133,784
81,82,82,Ryan Palmer,80,16.94,144,850
82,83,83,Erik Compton,86,16.9,155,917
83,84,84,Chez Reavie,56,16.89,102,604
84,85,85,Brendon de Jonge,106,16.86,191,1133
85,86,86,Greg Owen,58,16.83,106,630
86,87,87,Seung-Yul Noh,65,16.79,118,703
87,88,88,Adam Hadwin,95,16.78,167,995
88,T89,T89,Martin Laird,77,16.77,138,823
89,T89,T89,George McNeill,93,16.77,170,1014
90,T91,T91,Morgan Hoffmann,85,16.72,155,927
91,T91,T91,Kevin Streelman,95,16.72,162,969
92,93,93,Keegan Bradley,87,16.69,151,905
93,94,94,Nicholas Thompson,90,16.68,154,923
94,95,95,Steven Alker,62,16.62,108,650
95,96,96,Bill Haas,89,16.6,155,934
96,97,97,Camilo Villegas,83,16.58,152,917
97,98,98,Kyle Reifers,96,16.57,165,996
98,99,99,Bo Van Pelt,81,16.53,139,841
99,100,100,Gary Woodland,81,16.52,133,805
100,101,101,Scott Stallings,60,16.51,103,624
101,102,102,Michael Thompson,83,16.44,144,876
102,103,103,Scott Pinckney,88,16.42,156,950
103,104,104,Chris Kirk,76,16.39,128,781
104,105,105,Lucas Glover,79,16.35,139,850
105,106,106,Andres Romero,69,16.31,115,705
106,107,107,Ken Duke,93,16.29,157,964
107,T108,T108,Sangmoon Bae,98,16.27,172,1057
108,T108,T108,Troy Merritt,91,16.27,157,965
109,110,110,Cameron Tringale,96,16.25,169,1040
110,111,111,Brice Garnett,81,16.24,138,850
111,T112,T112,Carlos Ortiz,100,16.18,166,1026
112,T112,T112,Brendon Todd,96,16.18,166,1026
113,114,114,David Toms,62,16.13,100,620
114,115,115,Kevin Kisner,104,16.12,183,1135
115,116,116,Harris English,105,16.06,180,1121
116,117,117,James Hahn,94,16.04,163,1016
117,118,118,Luke Donald,71,16.03,126,786
118,119,119,Spencer Levin,99,16.0,168,1050
119,120,120,Jeff Overton,94,15.88,158,995
120,121,121,Charlie Beljan,76,15.87,123,775
121,122,122,Fabián Gómez,83,15.82,143,904
122,T123,T123,Derek Ernst,75,15.8,122,772
123,T123,T123,Boo Weekley,79,15.8,134,848
124,125,125,William McGirt,103,15.76,176,1117
125,126,126,Graham DeLaet,65,15.73,112,712
126,127,127,John Huh,102,15.71,170,1082
127,128,128,Francesco Molinari,56,15.69,91,580
128,129,129,Jonas Blixt,78,15.66,124,792
129,T130,T130,Bill Lunde,50,15.6,78,500
130,T130,T130,Vijay Singh,78,15.6,131,840
131,132,132,Jon Curran,83,15.57,133,854
132,133,133,Gonzalo Fernandez-Castaño,81,15.56,129,829
133,134,134,Derek Fathauer,81,15.53,128,824
134,135,135,Andrew Putnam,68,15.44,105,680
135,136,136,Brian Stuard,97,15.43,154,998
136,137,137,Jim Herman,88,15.42,147,953
137,138,138,John Senden,80,15.41,125,811
138,139,139,Chad Collins,79,15.26,130,852
139,140,140,Jhonattan Vegas,90,15.21,141,927
140,141,141,D.A. Points,72,15.13,113,747
141,142,142,Sam Saunders,83,15.08,130,862
142,143,143,Charl Schwartzel,67,15.07,104,690
143,144,144,John Peterson,84,15.02,135,899
144,145,145,Tyrone Van Aswegen,58,15.0,87,580
145,146,146,Zac Blair,108,14.97,169,1129
146,147,147,Eric Axley,57,14.93,89,596
147,148,148,Davis Love III,51,14.9,83,557
148,T149,T149,Oscar Fraustro,58,14.88,86,578
149,T149,T149,Alex Prugh,84,14.88,128,860
150,151,151,Michael Putnam,87,14.87,134,901
151,152,152,Scott Langley,94,14.82,147,992
152,153,153,Padraig Harrington,60,14.79,97,656
153,T154,T154,Robert Allenby,63,14.77,95,643
154,T154,T154,Brian Davis,86,14.77,130,880
155,156,156,Charles Howell III,105,14.69,165,1123
156,157,157,Johnson Wagner,68,14.65,109,744
157,158,158,Billy Hurley III,83,14.64,124,847
158,159,159,Justin Leonard,61,14.63,98,670
159,160,160,Martin Flores,95,14.59,144,987
160,161,161,Jonathan Randolph,72,14.53,109,750
161,162,162,Andrew Svoboda,80,14.51,122,841
162,T163,T163,Chad Campbell,97,14.5,153,1055
163,T163,T163,Geoff Ogilvy,50,14.5,77,531
164,165,165,Retief Goosen,81,14.46,118,816
165,166,166,Webb Simpson,81,14.43,125,866
166,167,167,Ben Crane,62,14.4,90,625
167,168,168,Byron Smith,59,14.38,86,598
168,169,169,Ángel Cabrera,53,14.31,83,580
169,170,170,Max Homa,78,14.23,113,794
170,171,171,Robert Garrigus,70,14.18,100,705
171,172,172,Tim Wilkinson,73,14.17,108,762
172,173,173,Roberto Castro,54,14.13,77,545
173,174,174,Matt Every,73,14.12,107,758
174,175,175,Ricky Barnes,82,13.94,116,832
175,176,176,Roger Sloan,56,13.93,78,560
176,177,177,Jamie Donaldson,50,13.87,71,512
177,178,178,Heath Slocum,57,13.83,78,564
178,179,179,Ernie Els,57,13.82,85,615
179,180,180,Aaron Baddeley,76,13.77,111,806
180,181,181,Mark Hubbard,79,13.73,114,830
181,182,182,J.J. Henry,94,13.43,130,968
182,183,183,Jim Renner,68,12.57,90,716
183,184,184,Sung Joon Park,79,11.73,97,827
