,Early_Round_1_Scoring_Average_RANK THIS WEEK,Early_Round_1_Scoring_Average_RANK LAST WEEK,Early_Round_1_Scoring_Average_PLAYER NAME,Early_Round_1_Scoring_Average_AVG,Early_Round_1_Scoring_Average_TOTAL STROKES,Early_Round_1_Scoring_Average_TOTAL ROUNDS
101,T101,T101,Scott Brown,71.0,1065,15
102,T101,T101,Roberto Castro,71.0,497,7
103,T101,T101,Gonzalo Fernandez-Castaño,71.0,1065,15
104,T101,T101,Tom Hoge,71.0,852,12
105,T101,T101,David Lingmerth,71.0,994,14
106,T101,T101,George McNeill,71.0,852,12
107,T101,T101,Scott Pinckney,71.0,923,13
108,T101,T101,Nick Taylor,71.0,1065,15
109,110,110,Kevin Kisner,71.06,1208,17
110,T111,T111,Charley Hoffman,71.07,1066,15
111,T111,T111,Spencer Levin,71.07,995,14
112,113,113,Andres Romero,71.08,853,12
113,114,114,Heath Slocum,71.09,782,11
114,T115,T115,Luke Donald,71.1,711,10
115,T115,T115,Bryce Molder,71.1,711,10
116,T115,T115,Charl Schwartzel,71.1,711,10
117,118,118,Kevin Streelman,71.13,1138,16
118,T119,T119,J.J. Henry,71.2,1068,15
119,T119,T119,Billy Horschel,71.2,712,10
120,121,121,Martin Laird,71.21,997,14
121,122,122,Jason Dufner,71.22,641,9
122,123,123,Gary Woodland,71.23,926,13
123,124,124,Padraig Harrington,71.25,570,8
124,T125,T125,Ken Duke,71.27,1069,15
125,T125,T125,Hudson Swafford,71.27,1069,15
126,127,127,Nicholas Thompson,71.31,1141,16
127,T128,T128,Brian Davis,71.33,1070,15
128,T128,T128,Nick Watney,71.33,1070,15
129,130,130,David Hearn,71.35,1213,17
130,T131,T131,Blayne Barber,71.36,785,11
131,T131,T131,Chris Stroud,71.36,999,14
132,T133,T133,James Hahn,71.38,1142,16
133,T133,T133,Morgan Hoffmann,71.38,928,13
134,T133,T133,Andrew Putnam,71.38,571,8
135,136,136,Chesson Hadley,71.39,1285,18
136,137,137,Ryan Palmer,71.4,714,10
137,T138,T138,Derek Fathauer,71.42,857,12
138,T138,T138,Justin Leonard,71.42,857,12
139,T138,T138,Hunter Mahan,71.42,857,12
140,T141,T141,Ángel Cabrera,71.44,643,9
141,T141,T141,Louis Oosthuizen,71.44,643,9
142,143,143,Ben Crane,71.46,929,13
143,T144,T144,Chris Kirk,71.5,429,6
144,T144,T144,Roger Sloan,71.5,715,10
145,T144,T144,Johnson Wagner,71.5,858,12
146,T147,T147,Brice Garnett,71.53,1073,15
147,T147,T147,Camilo Villegas,71.53,1073,15
148,149,149,Russell Knox,71.54,930,13
149,150,150,Marc Leishman,71.56,644,9
150,151,151,Scott Stallings,71.58,859,12
151,152,152,Brian Harman,71.59,1217,17
152,153,153,Lee Westwood,71.63,573,8
153,T154,T154,Max Homa,71.67,860,12
154,T154,T154,Davis Love III,71.67,645,9
155,156,156,Sung Joon Park,71.69,932,13
156,157,157,Byron Smith,71.7,717,10
157,158,158,Charlie Beljan,71.71,1004,14
158,159,159,Bo Van Pelt,71.75,861,12
159,160,160,Carl Pettersson,71.76,1220,17
160,161,161,Oscar Fraustro,71.8,718,10
161,T162,T162,Russell Henley,71.82,790,11
162,T162,T162,Bill Lunde,71.82,790,11
163,T162,T162,John Senden,71.82,790,11
164,165,165,Tyrone Van Aswegen,71.86,503,7
165,T166,T166,D.A. Points,71.92,935,13
166,T166,T166,Cameron Tringale,71.92,863,12
167,T168,T168,John Huh,72.0,1080,15
168,T168,T168,Andrew Svoboda,72.0,1152,16
169,T168,T168,David Toms,72.0,648,9
170,171,171,Adam Hadwin,72.08,865,12
171,172,172,Jonathan Randolph,72.17,866,12
172,173,173,Tim Wilkinson,72.23,939,13
173,174,174,Jamie Donaldson,72.29,506,7
174,175,175,Ricky Barnes,72.4,1086,15
175,176,176,Sam Saunders,72.42,869,12
176,177,177,Fabián Gómez,72.46,942,13
177,178,178,Troy Merritt,72.69,1163,16
178,179,179,Geoff Ogilvy,72.71,509,7
179,180,180,Brendon de Jonge,72.77,946,13
180,181,181,Chad Collins,72.82,801,11
181,182,182,Jim Renner,72.85,947,13
182,183,183,Robert Allenby,73.55,809,11
183,184,184,Matt Every,73.69,1179,16
