,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
0,1,1,Justin Thomas,30,58
1,2,2,Danny Lee,36,56
2,3,3,Robert Streb,30,52
3,4,4,Tony Finau,31,50
4,T5,T5,Steven Bowditch,32,48
5,T5,T5,Harris English,29,48
6,T5,T5,Jordan Spieth,25,48
7,8,8,Kevin Kisner,30,47
8,9,9,Jason Day,20,46
9,T10,T10,William McGirt,30,45
10,T10,T10,Pat Perez,26,45
11,T12,T12,Jason Bohn,27,44
12,T12,T12,Patrick Reed,27,44
13,T14,T14,Daniel Berger,31,43
14,T14,T14,Hudson Swafford,30,43
15,T16,T16,Zac Blair,34,42
16,T16,T16,Russell Knox,28,42
17,T16,T16,Matt Kuchar,25,42
18,T16,T16,Carl Pettersson,32,42
19,T20,T20,Zach Johnson,25,41
20,T20,T20,George McNeill,27,41
21,T20,T20,Scott Piercy,28,41
22,T23,T23,Brooks Koepka,23,40
23,T23,T23,Brendan Steele,24,40
24,T23,T23,Daniel Summerhays,29,40
25,T26,T26,Paul Casey,24,39
26,T26,T26,Adam Hadwin,30,39
27,T26,T26,John Huh,31,39
28,T26,T26,Spencer Levin,31,39
29,T26,T26,Bryce Molder,26,39
30,T26,T26,Kyle Reifers,31,39
31,T26,T26,Shawn Stefani,26,39
32,T33,T33,Chad Campbell,30,38
33,T33,T33,David Hearn,30,38
34,T33,T33,Jim Herman,27,38
35,T33,T33,Kevin Na,27,38
36,T33,T33,Jeff Overton,30,38
37,T33,T33,Brandt Snedeker,27,38
38,T39,T39,Scott Brown,30,37
39,T39,T39,Brendon de Jonge,31,37
40,T39,T39,Matt Jones,25,37
41,T39,T39,Colt Knost,29,37
42,T39,T39,David Lingmerth,28,37
43,T39,T39,Brendon Todd,27,37
44,T39,T39,Nick Watney,28,37
45,T39,T39,Mark Wilson,28,37
46,T47,T47,James Hahn,28,36
47,T47,T47,Brian Harman,29,36
48,T47,T47,Ben Martin,27,36
49,T47,T47,Sean O'Hair,26,36
50,T47,T47,Cameron Tringale,28,36
51,T47,T47,Bubba Watson,19,36
52,T53,T53,Alex Cejka,30,35
53,T53,T53,Kevin Chappell,26,35
54,T53,T53,Charley Hoffman,28,35
55,T53,T53,Charles Howell III,30,35
56,T53,T53,Dustin Johnson,21,35
57,T53,T53,Jerry Kelly,24,35
58,T53,T53,Carlos Ortiz,30,35
59,T53,T53,Johnson Wagner,23,35
60,T61,T61,Erik Compton,28,34
61,T61,T61,Jason Kokrak,28,34
62,T61,T61,Hideki Matsuyama,25,34
63,T61,T61,Rory Sabbatini,25,34
64,T61,T61,Chris Stroud,28,34
65,T66,T66,Keegan Bradley,24,33
66,T66,T66,Chad Collins,24,33
67,T66,T66,Martin Flores,30,33
68,T66,T66,Russell Henley,24,33
69,T66,T66,Ryan Moore,24,33
70,T66,T66,Webb Simpson,22,33
71,T72,T72,Sangmoon Bae,30,32
72,T72,T72,J.B. Holmes,25,32
73,T72,T72,Mark Hubbard,25,32
74,T72,T72,Martin Laird,24,32
75,T72,T72,Scott Langley,28,32
76,T72,T72,Jimmy Walker,24,32
77,T78,T78,Rickie Fowler,21,31
78,T78,T78,Fabián Gómez,26,31
79,T78,T78,Morgan Hoffmann,26,31
80,T78,T78,Sam Saunders,28,31
