,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Justin Rose,64.0,64,1
1,T2,T2,Billy Horschel,67.0,67,1
2,T2,T2,Dustin Johnson,67.0,67,1
3,T2,T2,Patrick Reed,67.0,67,1
4,T2,T2,Jordan Spieth,67.0,67,1
5,6,6,Graham DeLaet,67.2,336,5
6,7,7,Justin Thomas,68.0,476,7
7,8,8,Cameron Tringale,68.33,205,3
8,9,9,Bill Haas,68.4,342,5
9,T10,T10,Francesco Molinari,68.5,274,4
10,T10,T10,Willy Wilcox,68.5,137,2
11,12,12,Matt Jones,68.63,549,8
12,13,13,Tony Finau,68.67,412,6
13,T14,T14,Sangmoon Bae,69.0,345,5
14,T14,T14,Harris English,69.0,414,6
15,T14,T14,Whee Kim,69.0,138,2
16,T14,T14,Brooks Koepka,69.0,207,3
17,T14,T14,Louis Oosthuizen,69.0,138,2
18,T14,T14,Scott Piercy,69.0,552,8
19,T14,T14,Ian Poulter,69.0,69,1
20,T14,T14,Daniel Summerhays,69.0,552,8
21,T22,T22,Zac Blair,69.17,830,12
22,T22,T22,Jason Bohn,69.17,415,6
23,24,24,Danny Lee,69.18,761,11
24,T25,T25,Paul Casey,69.2,346,5
25,T25,T25,Justin Leonard,69.2,346,5
26,T25,T25,Kevin Na,69.2,346,5
27,28,28,Kevin Kisner,69.25,277,4
28,29,29,J.B. Holmes,69.29,485,7
29,T30,T30,Brian Davis,69.33,208,3
30,T30,T30,Chez Reavie,69.33,208,3
31,T32,T32,Gonzalo Fernandez-Castaño,69.38,555,8
32,T32,T32,Hudson Swafford,69.38,555,8
33,34,34,Max Homa,69.4,347,5
34,35,35,Steven Alker,69.43,486,7
35,T36,T36,Luke Donald,69.5,139,2
36,T36,T36,Charl Schwartzel,69.5,278,4
37,T36,T36,Brandt Snedeker,69.5,139,2
38,T39,T39,Carl Pettersson,69.6,696,10
39,T39,T39,Kevin Streelman,69.6,696,10
40,41,41,Steven Bowditch,69.64,766,11
41,T42,T42,Morgan Hoffmann,69.67,209,3
42,T42,T42,Matt Kuchar,69.67,209,3
43,T42,T42,Carlos Ortiz,69.67,418,6
44,T45,T45,Jon Curran,69.71,488,7
45,T45,T45,Ryan Moore,69.71,488,7
46,T45,T45,Chris Stroud,69.71,488,7
47,T48,T48,William McGirt,69.83,419,6
48,T48,T48,Jhonattan Vegas,69.83,419,6
49,T50,T50,J.J. Henry,69.88,559,8
50,T50,T50,Charles Howell III,69.88,559,8
51,T50,T50,Robert Streb,69.88,559,8
52,53,53,John Huh,69.91,769,11
53,54,54,Scott Brown,69.92,839,12
54,T55,T55,Chad Campbell,70.0,630,9
55,T55,T55,Greg Chalmers,70.0,140,2
56,T55,T55,Brendon de Jonge,70.0,630,9
57,T55,T55,Derek Fathauer,70.0,280,4
58,T55,T55,Adam Hadwin,70.0,490,7
59,T55,T55,Charley Hoffman,70.0,560,8
60,T55,T55,Billy Hurley III,70.0,420,6
61,T55,T55,Zach Johnson,70.0,70,1
62,T55,T55,Hideki Matsuyama,70.0,140,2
63,T55,T55,Phil Mickelson,70.0,210,3
64,65,65,D.A. Points,70.1,701,10
65,T66,T66,Tom Hoge,70.17,421,6
66,T66,T66,Bryce Molder,70.17,421,6
67,T66,T66,John Senden,70.17,421,6
68,T66,T66,Vijay Singh,70.17,421,6
69,70,70,Shawn Stefani,70.22,632,9
70,71,71,Nick Watney,70.25,562,8
71,T72,T72,Martin Flores,70.29,492,7
72,T72,T72,Camilo Villegas,70.29,492,7
73,74,74,Kyle Reifers,70.3,703,10
74,T75,T75,Erik Compton,70.33,211,3
75,T75,T75,Bo Van Pelt,70.33,211,3
76,T77,T77,Ryan Palmer,70.4,352,5
77,T77,T77,John Peterson,70.4,352,5
78,79,79,Alex Prugh,70.43,493,7
79,T80,T80,Jonathan Byrd,70.5,282,4
80,T80,T80,Roberto Castro,70.5,141,2
81,T80,T80,Kevin Chappell,70.5,423,6
82,T80,T80,Jason Dufner,70.5,282,4
83,T80,T80,Lucas Glover,70.5,564,8
84,T80,T80,Brian Harman,70.5,705,10
85,T80,T80,Chris Kirk,70.5,282,4
86,T80,T80,David Lingmerth,70.5,564,8
87,88,88,Brendan Steele,70.57,494,7
88,T89,T89,Blayne Barber,70.6,353,5
89,T89,T89,Martin Laird,70.6,353,5
90,T91,T91,Ken Duke,70.63,565,8
91,T91,T91,Nick Taylor,70.63,565,8
92,93,93,Andres Romero,70.67,212,3
93,T94,T94,Pat Perez,70.7,707,10
94,T94,T94,Rory Sabbatini,70.7,707,10
95,T96,T96,Robert Garrigus,70.71,495,7
96,T96,T96,Cameron Percy,70.71,495,7
97,98,98,Scott Langley,70.78,637,9
98,T99,T99,Mark Hubbard,70.8,354,5
99,T99,T99,Jerry Kelly,70.8,354,5
100,101,101,Sung Joon Park,70.83,425,6
101,T102,T102,Andres Gonzales,70.86,496,7
102,T102,T102,Brendon Todd,70.86,496,7
103,T104,T104,Luke Guthrie,70.89,638,9
104,T104,T104,Andrew Svoboda,70.89,638,9
105,T106,T106,Charlie Beljan,71.0,568,8
106,T106,T106,Chad Collins,71.0,284,4
107,T106,T106,Ben Crane,71.0,142,2
108,T106,T106,Fabián Gómez,71.0,355,5
109,T106,T106,Ben Martin,71.0,284,4
110,T106,T106,Sean O'Hair,71.0,284,4
111,T106,T106,Scott Pinckney,71.0,213,3
112,T106,T106,Andrew Putnam,71.0,426,6
113,114,114,Brice Garnett,71.11,640,9
114,115,115,Boo Weekley,71.13,569,8
115,116,116,Mark Wilson,71.18,783,11
