,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,T1,T1,Jason Bohn,95,61,The Greenbrier/,3
1,T1,T1,Jason Day,75,61,BMW Champ/Conwa,1
2,T1,T1,Rory McIlroy,49,61,Wells Fargo/Qua,3
3,T1,T1,Troy Merritt,91,61,Quicken Loans/R,3
4,T1,T1,Ryan Palmer,80,61,Humana/PGA West,2
5,T1,T1,Brandt Snedeker,98,61,Wyndham Champ/S,2
6,T1,T1,Jordan Spieth,91,61,John Deere Clas,3
7,T1,T1,Justin Thomas,106,61,Sony Open/Waial,2
8,T9,T9,Jonas Blixt,78,62,Wyndham Champ/S,3
9,T9,T9,Steven Bowditch,103,62,Byron Nelson/TP,1
10,T9,T9,Scott Brown,97,62,AT&T Pebble/Mon,3
11,T9,T9,Paul Casey,87,62,Sony Open/Waial,1
12,T9,T9,Erik Compton,86,62,Wyndham Champ/S,1
13,T9,T9,Jason Gore,76,62,Wyndham Champ/S,3
14,T9,T9,Jim Herman,88,62,Shriners Hosp./,3
15,T9,T9,Tom Hoge,83,62,Wyndham Champ/S,1
16,T9,T9,J.B. Holmes,89,62,WGC-Cadillac/Tr,1
17,T9,T9,Dustin Johnson,75,62,BMW Champ/Conwa,2
18,T9,T9,Jerry Kelly,79,62,Sony Open/Waial,2
19,T9,T9,Hyung-Sung Kim,8,62,Sony Open/Waial,3
20,T9,T9,Chris Kirk,76,62,Hyundai T of C/,4
21,T9,T9,Scott Langley,94,62,The Greenbrier/,1
22,T9,T9,Danny Lee,120,62,John Deere Clas,3
23,T9,T9,Marc Leishman,74,62,Sony Open/Waial,2
24,T9,T9,Ben Martin,93,62,Shriners Hosp./,3
25,T9,T9,William McGirt,103,62,Wyndham Champ/S,1
26,T9,T9,Carlos Ortiz,100,62,The Barclays/Pl,3
27,T9,T9,Webb Simpson,81,62,Sony Open/Waial,1
28,T9,T9,Jimmy Walker,89,62,Sony Open/Waial,3
