,Early_Round_4_Scoring_Average_RANK THIS WEEK,Early_Round_4_Scoring_Average_RANK LAST WEEK,Early_Round_4_Scoring_Average_PLAYER NAME,Early_Round_4_Scoring_Average_AVG,Early_Round_4_Scoring_Average_TOTAL STROKES,Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Willy Wilcox,66.6,333,5
1,2,2,Jason Day,67.2,336,5
2,3,3,Johnson Wagner,67.75,271,4
3,4,4,Rory Sabbatini,67.8,339,5
4,T5,T5,Brian Harman,68.0,476,7
5,T5,T5,Bubba Watson,68.0,136,2
6,7,7,Tony Finau,68.14,477,7
7,8,8,Henrik Stenson,68.2,341,5
8,T9,T9,Daniel Berger,68.4,342,5
9,T9,T9,Dustin Johnson,68.4,342,5
10,11,11,Steven Bowditch,68.45,753,11
11,T12,T12,Robert Garrigus,68.5,137,2
12,T12,T12,Jim Herman,68.5,411,6
13,14,14,Colt Knost,68.6,686,10
14,15,15,Keegan Bradley,68.67,824,12
15,T16,T16,Blayne Barber,68.71,481,7
16,T16,T16,Jerry Kelly,68.71,481,7
17,T18,T18,Zach Johnson,68.83,413,6
18,T18,T18,Chez Reavie,68.83,413,6
19,T20,T20,Charley Hoffman,69.0,552,8
20,T20,T20,William McGirt,69.0,966,14
21,T20,T20,Robert Streb,69.0,759,11
22,23,23,David Hearn,69.09,760,11
23,24,24,Hideki Matsuyama,69.14,484,7
24,25,25,Kyle Reifers,69.15,899,13
25,26,26,Roberto Castro,69.2,346,5
26,27,27,Marc Leishman,69.25,554,8
27,T28,T28,Jonas Blixt,69.33,416,6
28,T28,T28,John Merrick,69.33,208,3
29,T28,T28,Jordan Spieth,69.33,208,3
30,31,31,Tom Hoge,69.38,555,8
31,32,32,Ryan Moore,69.4,347,5
32,33,33,Scott Langley,69.45,764,11
33,34,34,Pat Perez,69.46,903,13
34,35,35,John Huh,69.47,1042,15
35,T36,T36,Charlie Beljan,69.5,278,4
36,T36,T36,Jonathan Byrd,69.5,278,4
37,T36,T36,Lucas Glover,69.5,417,6
38,T36,T36,Billy Hurley III,69.5,556,8
39,T36,T36,Jhonattan Vegas,69.5,556,8
40,41,41,Chad Collins,69.55,765,11
41,T42,T42,Ricky Barnes,69.6,348,5
42,T42,T42,Kevin Kisner,69.6,696,10
43,44,44,Paul Casey,69.63,557,8
44,T45,T45,Jason Bohn,69.67,418,6
45,T45,T45,Ryan Palmer,69.67,627,9
46,T45,T45,Jim Renner,69.67,209,3
47,48,48,John Peterson,69.69,906,13
48,T49,T49,Chad Campbell,69.71,488,7
49,T49,T49,Nick Watney,69.71,488,7
50,T51,T51,Gonzalo Fernandez-Castaño,69.75,279,4
51,T51,T51,Louis Oosthuizen,69.75,279,4
52,53,53,George McNeill,69.8,698,10
53,54,54,Billy Horschel,69.83,838,12
54,55,55,Matt Kuchar,69.86,489,7
55,56,56,Alex Prugh,69.89,629,9
56,T57,T57,Sergio Garcia,70.0,210,3
57,T57,T57,Bill Lunde,70.0,210,3
58,T57,T57,Brandt Snedeker,70.0,700,10
59,T57,T57,Mark Wilson,70.0,770,11
60,T61,T61,Webb Simpson,70.08,841,12
61,T61,T61,Shawn Stefani,70.08,841,12
62,63,63,Martin Laird,70.11,631,9
63,T64,T64,Brian Davis,70.14,491,7
64,T64,T64,Whee Kim,70.14,491,7
65,66,66,Tim Wilkinson,70.17,421,6
66,T67,T67,Ben Martin,70.2,702,10
67,T67,T67,Francesco Molinari,70.2,351,5
68,69,69,Jason Kokrak,70.22,632,9
69,T70,T70,Kevin Chappell,70.25,562,8
70,T70,T70,Russell Knox,70.25,562,8
71,72,72,Hudson Swafford,70.29,492,7
72,T73,T73,Russell Henley,70.33,844,12
73,T73,T73,Bryce Molder,70.33,633,9
74,T73,T73,Patrick Reed,70.33,422,6
75,T73,T73,Charl Schwartzel,70.33,211,3
76,T73,T73,Vijay Singh,70.33,633,9
77,78,78,Eric Axley,70.4,352,5
78,T79,T79,Ben Crane,70.43,493,7
79,T79,T79,Jamie Donaldson,70.43,493,7
80,T79,T79,Nicholas Thompson,70.43,493,7
81,82,82,Ryo Ishikawa,70.44,634,9
82,T83,T83,Jon Curran,70.5,423,6
83,T83,T83,Harris English,70.5,987,14
84,T83,T83,Fabián Gómez,70.5,564,8
85,T83,T83,Adam Hadwin,70.5,564,8
86,T83,T83,Cameron Percy,70.5,423,6
87,T83,T83,Sam Saunders,70.5,423,6
88,T83,T83,Scott Stallings,70.5,423,6
89,T83,T83,Brendan Steele,70.5,705,10
90,T83,T83,Chris Stroud,70.5,564,8
91,92,92,Zac Blair,70.54,917,13
92,93,93,Aaron Baddeley,70.56,635,9
93,T94,T94,Steven Alker,70.6,353,5
94,T94,T94,Charles Howell III,70.6,1059,15
95,T94,T94,Kevin Na,70.6,706,10
96,T97,T97,Spencer Levin,70.67,636,9
97,T97,T97,Ian Poulter,70.67,212,3
98,T97,T97,Cameron Tringale,70.67,636,9
99,T97,T97,Lee Westwood,70.67,424,6
100,101,101,Morgan Hoffmann,70.7,707,10
101,T102,T102,Andres Gonzales,70.71,495,7
102,T102,T102,Mark Hubbard,70.71,495,7
103,T102,T102,D.A. Points,70.71,495,7
104,T105,T105,Brice Garnett,70.75,283,4
105,T105,T105,Matt Jones,70.75,566,8
106,T105,T105,Chris Kirk,70.75,566,8
107,T105,T105,Danny Lee,70.75,849,12
108,T109,T109,Davis Love III,70.8,354,5
109,T109,T109,Greg Owen,70.8,354,5
110,T109,T109,Daniel Summerhays,70.8,708,10
111,112,112,Carlos Ortiz,70.89,638,9
112,T113,T113,Ken Duke,70.9,709,10
113,T113,T113,Martin Flores,70.9,709,10
114,T115,T115,Justin Leonard,71.0,284,4
115,T115,T115,Sean O'Hair,71.0,568,8
116,T115,T115,Sung Joon Park,71.0,426,6
117,T115,T115,David Toms,71.0,284,4
118,T115,T115,Bo Van Pelt,71.0,568,8
119,120,120,Brian Stuard,71.09,782,11
120,T121,T121,Luke Donald,71.11,640,9
121,T121,T121,Jeff Overton,71.11,640,9
122,T123,T123,J.B. Holmes,71.13,569,8
