,Tenth_Tee_Early_Round_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_4_Scoring_Average_AVG,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_4_Scoring_Average_TOTAL ROUNDS
0,T1,T1,Blayne Barber,65.0,65,1
1,T1,T1,Henrik Stenson,65.0,65,1
2,T1,T1,Nick Watney,65.0,65,1
3,T4,T4,Aaron Baddeley,66.0,66,1
4,T4,T4,Chesson Hadley,66.0,66,1
5,T4,T4,Rory Sabbatini,66.0,66,1
6,T7,T7,Jonas Blixt,67.0,67,1
7,T7,T7,Harris English,67.0,67,1
8,T7,T7,Colt Knost,67.0,268,4
9,T7,T7,Scott Langley,67.0,134,2
10,T7,T7,Pat Perez,67.0,134,2
11,T7,T7,Willy Wilcox,67.0,67,1
12,T13,T13,Steven Bowditch,68.0,272,4
13,T13,T13,Brendon de Jonge,68.0,68,1
14,T13,T13,Ryan Palmer,68.0,68,1
15,T13,T13,Scott Pinckney,68.0,68,1
16,17,17,William McGirt,68.25,273,4
17,18,18,Russell Henley,68.33,205,3
18,T19,T19,James Hahn,68.5,137,2
19,T19,T19,George McNeill,68.5,137,2
20,T19,T19,Mark Wilson,68.5,137,2
21,22,22,Chad Collins,68.86,482,7
22,T23,T23,Sangmoon Bae,69.0,69,1
23,T23,T23,Paul Casey,69.0,69,1
24,T23,T23,Robert Garrigus,69.0,69,1
25,T23,T23,J.B. Holmes,69.0,138,2
26,T23,T23,Kevin Kisner,69.0,69,1
27,T23,T23,Martin Laird,69.0,69,1
28,T23,T23,Marc Leishman,69.0,207,3
29,T23,T23,Francesco Molinari,69.0,69,1
30,T23,T23,Geoff Ogilvy,69.0,69,1
31,T23,T23,Patrick Reed,69.0,69,1
32,T23,T23,Vijay Singh,69.0,69,1
33,T23,T23,Scott Stallings,69.0,138,2
34,35,35,Keegan Bradley,69.2,346,5
35,36,36,John Huh,69.25,277,4
36,T37,T37,Hunter Mahan,69.33,208,3
37,T37,T37,Jeff Overton,69.33,208,3
38,T37,T37,Carl Pettersson,69.33,208,3
39,T40,T40,Brian Harman,69.5,139,2
40,T40,T40,Shawn Stefani,69.5,139,2
41,T40,T40,Robert Streb,69.5,139,2
42,T40,T40,Daniel Summerhays,69.5,139,2
43,T44,T44,Ricky Barnes,69.67,209,3
44,T44,T44,Zac Blair,69.67,209,3
45,T44,T44,Tom Hoge,69.67,209,3
46,T44,T44,Scott Piercy,69.67,209,3
47,48,48,Cameron Tringale,69.75,279,4
48,T49,T49,Stewart Cink,70.0,70,1
49,T49,T49,Sergio Garcia,70.0,140,2
50,T49,T49,Lucas Glover,70.0,70,1
51,T49,T49,Jim Herman,70.0,210,3
52,T49,T49,Charley Hoffman,70.0,70,1
53,T49,T49,Chris Kirk,70.0,70,1
54,T49,T49,Matt Kuchar,70.0,70,1
55,T49,T49,Spencer Levin,70.0,210,3
56,T49,T49,Cameron Percy,70.0,70,1
57,T49,T49,Jim Renner,70.0,70,1
58,T49,T49,Michael Thompson,70.0,140,2
59,T49,T49,Brendon Todd,70.0,70,1
60,T49,T49,Jhonattan Vegas,70.0,420,6
61,62,62,Morgan Hoffmann,70.25,281,4
62,T63,T63,J.J. Henry,70.33,211,3
63,T63,T63,John Peterson,70.33,211,3
64,T63,T63,Chris Stroud,70.33,211,3
65,T66,T66,Gonzalo Fernandez-Castaño,70.5,141,2
66,T66,T66,Jason Kokrak,70.5,141,2
67,T66,T66,Bryce Molder,70.5,141,2
68,69,69,Scott Brown,70.6,353,5
69,T70,T70,Ben Crane,70.67,212,3
70,T70,T70,Billy Horschel,70.67,212,3
71,T70,T70,Matt Jones,70.67,212,3
72,73,73,Hudson Swafford,70.75,283,4
73,T74,T74,Steven Alker,71.0,71,1
74,T74,T74,Daniel Berger,71.0,142,2
75,T74,T74,Luke Donald,71.0,142,2
76,T74,T74,Jason Dufner,71.0,71,1
77,T74,T74,Martin Flores,71.0,213,3
78,T74,T74,Rickie Fowler,71.0,71,1
79,T74,T74,Brice Garnett,71.0,142,2
80,T74,T74,Fabián Gómez,71.0,142,2
81,T74,T74,Billy Hurley III,71.0,142,2
82,T74,T74,Seung-Yul Noh,71.0,213,3
83,T74,T74,Carlos Ortiz,71.0,142,2
84,T74,T74,Alex Prugh,71.0,71,1
85,T74,T74,Patrick Rodgers,71.0,71,1
86,T74,T74,Charl Schwartzel,71.0,71,1
87,T74,T74,Webb Simpson,71.0,71,1
88,T74,T74,Byron Smith,71.0,71,1
89,T74,T74,Camilo Villegas,71.0,71,1
90,T74,T74,Steve Wheatcroft,71.0,142,2
91,T74,T74,Tim Wilkinson,71.0,71,1
92,93,93,Jason Gore,71.33,214,3
93,T94,T94,Mark Hubbard,71.5,143,2
94,T94,T94,Kevin Na,71.5,286,4
95,T94,T94,Sean O'Hair,71.5,143,2
96,T94,T94,Brian Stuard,71.5,143,2
97,T94,T94,Nick Taylor,71.5,143,2
98,T94,T94,Nicholas Thompson,71.5,143,2
99,T100,T100,Andrew Putnam,71.67,215,3
100,T100,T100,Brendan Steele,71.67,215,3
101,T102,T102,Matt Every,72.0,288,4
102,T102,T102,Andres Gonzales,72.0,72,1
103,T102,T102,Luke Guthrie,72.0,216,3
104,T102,T102,Adam Hadwin,72.0,216,3
105,T102,T102,Max Homa,72.0,144,2
106,T102,T102,D.A. Points,72.0,72,1
107,T102,T102,Roger Sloan,72.0,72,1
108,T102,T102,Kevin Streelman,72.0,144,2
109,T102,T102,Jimmy Walker,72.0,72,1
110,111,111,Danny Lee,72.25,289,4
111,112,112,Justin Leonard,72.5,145,2
112,T113,T113,Jon Curran,72.67,218,3
113,T113,T113,Charles Howell III,72.67,218,3
114,115,115,Derek Fathauer,72.75,291,4
115,T116,T116,Robert Allenby,73.0,73,1
116,T116,T116,Alex Cejka,73.0,146,2
117,T116,T116,Zach Johnson,73.0,73,1
118,T116,T116,Troy Merritt,73.0,73,1
119,T116,T116,David Toms,73.0,73,1
120,T121,T121,Chad Campbell,73.5,147,2
121,T121,T121,K.J. Choi,73.5,147,2
122,T123,T123,Jonathan Byrd,74.0,74,1
123,T123,T123,Brooks Koepka,74.0,74,1
124,T123,T123,David Lingmerth,74.0,74,1
125,T123,T123,Davis Love III,74.0,74,1
126,T123,T123,Justin Rose,74.0,74,1
127,T123,T123,John Senden,74.0,74,1
128,T123,T123,Heath Slocum,74.0,74,1
129,T123,T123,Gary Woodland,74.0,74,1
130,T131,T131,Eric Axley,75.0,75,1
131,T131,T131,Ángel Cabrera,75.0,75,1
132,T131,T131,Brian Davis,75.0,150,2
133,T131,T131,Whee Kim,75.0,75,1
134,T131,T131,Michael Putnam,75.0,150,2
135,T136,T136,Greg Chalmers,76.0,76,1
136,T136,T136,Retief Goosen,76.0,152,2
137,T138,T138,Sung Joon Park,78.0,78,1
138,T138,T138,Andres Romero,78.0,78,1
