,Round_2_Scoring_Average_RANK THIS WEEK,Round_2_Scoring_Average_RANK LAST WEEK,Round_2_Scoring_Average_PLAYER NAME,Round_2_Scoring_Average_AVG,Round_2_Scoring_Average_TOTAL STROKES,Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jordan Spieth,68.67,1648,24
1,2,2,Henrik Stenson,69.0,1035,15
2,3,3,Brendan Steele,69.04,1588,23
3,4,4,Jason Day,69.21,1315,19
4,5,5,Russell Knox,69.22,1869,27
5,6,6,Zac Blair,69.28,2217,32
6,7,7,Nick Watney,69.32,1941,28
7,8,8,Tony Finau,69.42,2152,31
8,9,9,Louis Oosthuizen,69.44,1250,18
9,10,10,Brendon de Jonge,69.48,2154,31
10,T11,T11,Matt Jones,69.5,1668,24
11,T11,T11,Justin Thomas,69.5,2085,30
12,13,13,Kevin Na,69.52,1738,25
13,14,14,Brooks Koepka,69.55,1530,22
14,15,15,Jason Bohn,69.56,1878,27
15,16,16,Jimmy Walker,69.57,1600,23
16,17,17,Chad Collins,69.58,1670,24
17,18,18,Justin Rose,69.63,1323,19
18,19,19,Charles Howell III,69.67,2090,30
19,20,20,Patrick Rodgers,69.69,1115,16
20,21,21,Jerry Kelly,69.75,1674,24
21,22,22,John Huh,69.77,2093,30
22,23,23,Bubba Watson,69.78,1256,18
23,24,24,Harris English,69.79,1954,28
24,25,25,Danny Lee,69.83,2444,35
25,26,26,Graham DeLaet,69.84,1327,19
26,27,27,Hideki Matsuyama,69.88,1677,24
27,28,28,Steve Wheatcroft,69.89,1887,27
28,29,29,Hudson Swafford,69.9,2027,29
29,T30,T30,Matt Kuchar,69.92,1678,24
30,T30,T30,Patrick Reed,69.92,1818,26
31,T30,T30,Shawn Stefani,69.92,1818,26
32,33,33,George McNeill,69.93,1888,27
33,34,34,Carl Pettersson,69.94,2168,31
34,35,35,Russell Henley,69.96,1609,23
35,T36,T36,Chad Campbell,70.0,2100,30
36,T36,T36,Paul Casey,70.0,1540,22
37,T36,T36,Sergio Garcia,70.0,980,14
38,T36,T36,Charley Hoffman,70.0,1890,27
39,T36,T36,Zach Johnson,70.0,1680,24
40,T36,T36,Cameron Percy,70.0,1540,22
41,T36,T36,Pat Perez,70.0,1820,26
42,T36,T36,Nick Taylor,70.0,1960,28
43,T44,T44,Tom Hoge,70.04,1751,25
44,T44,T44,Michael Putnam,70.04,1891,27
45,46,46,Dustin Johnson,70.05,1331,19
46,47,47,Scott Brown,70.07,2102,30
47,T48,T48,Steven Bowditch,70.1,2173,31
48,T48,T48,Luke Donald,70.1,1402,20
