,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Henrik Stenson,63,3.84,396,103
1,T2,T2,Jason Day,75,3.89,618,159
2,T2,T2,J.B. Holmes,89,3.89,572,147
3,T4,T4,Jason Bohn,95,3.92,772,197
4,T4,T4,Tony Finau,106,3.92,776,198
5,T4,T4,George McNeill,93,3.92,478,122
6,T7,T7,Russell Knox,96,3.93,826,210
7,T7,T7,Brooks Koepka,84,3.93,767,195
8,T7,T7,Ben Martin,93,3.93,424,108
9,T7,T7,Ryan Moore,81,3.93,216,55
10,T7,T7,Scott Stallings,60,3.93,342,87
11,T7,T7,Boo Weekley,79,3.93,476,121
12,T13,T13,Pat Perez,96,3.94,654,166
13,T13,T13,Jordan Spieth,91,3.94,803,204
14,T13,T13,Brendan Steele,88,3.94,748,190
15,T13,T13,Willy Wilcox,58,3.94,433,110
16,T17,T17,Jim Furyk,71,3.95,576,146
17,T17,T17,Rory Sabbatini,81,3.95,446,113
18,T17,T17,Daniel Summerhays,101,3.95,739,187
19,T17,T17,Bubba Watson,71,3.95,522,132
20,T17,T17,Steve Wheatcroft,87,3.95,656,166
21,T22,T22,Andres Gonzales,90,3.96,547,138
22,T22,T22,Charley Hoffman,97,3.96,475,120
23,T22,T22,Sean O'Hair,86,3.96,923,233
24,T22,T22,Camilo Villegas,83,3.96,614,155
25,T22,T22,Jimmy Walker,89,3.96,954,241
26,T27,T27,Jason Dufner,76,3.97,524,132
27,T27,T27,Martin Flores,95,3.97,938,236
28,T27,T27,Brian Harman,90,3.97,611,154
29,T27,T27,Patrick Rodgers,57,3.97,651,164
30,T27,T27,Robert Streb,110,3.97,825,208
