,First_Tee_Late_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_5_Scoring_Average_ROUNDS,First_Tee_Late_Par_5_Scoring_Average_AVG,First_Tee_Late_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,71,4.38,574,131
1,2,2,Boo Weekley,79,4.41,357,81
2,3,3,Justin Thomas,106,4.47,661,148
3,T4,T4,Scott Brown,97,4.48,309,69
4,T4,T4,Webb Simpson,81,4.48,390,87
5,T6,T6,Brooks Koepka,84,4.49,539,120
6,T6,T6,Phil Mickelson,70,4.49,462,103
7,T6,T6,Justin Rose,69,4.49,539,120
8,9,9,D.A. Points,72,4.52,95,21
9,T10,T10,Dustin Johnson,75,4.53,535,118
10,T10,T10,Kevin Kisner,104,4.53,498,110
11,T10,T10,Vijay Singh,78,4.53,263,58
12,T13,T13,Steven Alker,62,4.54,227,50
13,T13,T13,Graham DeLaet,65,4.54,313,69
14,T13,T13,Ken Duke,93,4.54,236,52
15,T13,T13,Carlos Ortiz,100,4.54,445,98
16,T13,T13,Charl Schwartzel,67,4.54,318,70
17,T13,T13,Adam Scott,51,4.54,381,84
18,T13,T13,Brandt Snedeker,98,4.54,540,119
19,T20,T20,Jamie Donaldson,50,4.55,173,38
20,T20,T20,Rickie Fowler,76,4.55,519,114
21,T20,T20,Scott Langley,94,4.55,282,62
22,T20,T20,Jimmy Walker,89,4.55,523,115
23,T24,T24,Aaron Baddeley,76,4.56,219,48
24,T24,T24,John Senden,80,4.56,283,62
25,T24,T24,Shawn Stefani,94,4.56,388,85
26,27,27,Michael Thompson,83,4.57,306,67
27,T28,T28,Greg Chalmers,58,4.58,174,38
28,T28,T28,Stewart Cink,77,4.58,307,67
29,T28,T28,Jason Day,75,4.58,651,142
30,T28,T28,Harris English,105,4.58,486,106
31,T28,T28,Fabián Gómez,83,4.58,298,65
32,T28,T28,Tom Hoge,83,4.58,243,53
33,T28,T28,Mark Hubbard,79,4.58,302,66
34,T28,T28,Jordan Spieth,91,4.58,820,179
35,T28,T28,Scott Stallings,60,4.58,183,40
36,T28,T28,Andrew Svoboda,80,4.58,252,55
37,T38,T38,Keegan Bradley,87,4.59,464,101
38,T38,T38,Chad Campbell,97,4.59,468,102
39,T38,T38,Billy Horschel,99,4.59,624,136
40,T38,T38,Russell Knox,96,4.59,436,95
41,T38,T38,Rory Sabbatini,81,4.59,303,66
42,T38,T38,Hudson Swafford,97,4.59,505,110
43,T38,T38,Gary Woodland,81,4.59,202,44
44,T45,T45,Daniel Berger,97,4.6,478,104
45,T45,T45,Brendon de Jonge,106,4.6,561,122
46,T45,T45,Charley Hoffman,97,4.6,423,92
47,T45,T45,Matt Kuchar,97,4.6,740,161
48,T45,T45,Louis Oosthuizen,68,4.6,428,93
49,T45,T45,Alex Prugh,84,4.6,262,57
50,T45,T45,Andres Romero,69,4.6,336,73
51,T45,T45,Sam Saunders,83,4.6,437,95
52,T45,T45,Cameron Tringale,96,4.6,616,134
53,T54,T54,Sergio Garcia,59,4.61,461,100
54,T54,T54,Retief Goosen,81,4.61,263,57
55,T54,T54,Ryo Ishikawa,90,4.61,387,84
56,T54,T54,Zach Johnson,90,4.61,650,141
57,T54,T54,Hideki Matsuyama,95,4.61,687,149
58,T54,T54,George McNeill,93,4.61,341,74
59,T54,T54,Carl Pettersson,106,4.61,392,85
60,T54,T54,Scott Pinckney,88,4.61,415,90
61,T54,T54,Kyle Reifers,96,4.61,226,49
62,T54,T54,Robert Streb,110,4.61,595,129
63,T54,T54,Nick Watney,91,4.61,433,94
64,T65,T65,Morgan Hoffmann,85,4.62,411,89
65,T65,T65,J.B. Holmes,89,4.62,508,110
66,T65,T65,Marc Leishman,74,4.62,319,69
67,T65,T65,Sung Joon Park,79,4.62,282,61
68,T65,T65,Jonathan Randolph,72,4.62,360,78
69,T70,T70,Chad Collins,79,4.63,278,60
70,T70,T70,Brice Garnett,81,4.63,259,56
71,T70,T70,Bill Haas,89,4.63,486,105
72,T70,T70,Adam Hadwin,95,4.63,324,70
73,T70,T70,Chris Kirk,76,4.63,324,70
74,T70,T70,Kevin Na,98,4.63,551,119
75,T70,T70,Cameron Percy,72,4.63,338,73
76,T70,T70,Ian Poulter,68,4.63,482,104
77,T70,T70,Jhonattan Vegas,90,4.63,315,68
78,T70,T70,Camilo Villegas,83,4.63,292,63
79,T80,T80,Ricky Barnes,82,4.64,357,77
80,T80,T80,Alex Cejka,94,4.64,422,91
81,T80,T80,Tony Finau,106,4.64,501,108
82,T80,T80,Jim Herman,88,4.64,408,88
83,T80,T80,Charles Howell III,105,4.64,473,102
84,T80,T80,John Huh,102,4.64,232,50
85,T80,T80,Matt Jones,89,4.64,418,90
86,T80,T80,Ben Martin,93,4.64,408,88
87,T80,T80,Greg Owen,58,4.64,274,59
88,T80,T80,Kevin Streelman,95,4.64,353,76
89,T90,T90,Robert Allenby,63,4.65,186,40
90,T90,T90,Luke Donald,71,4.65,386,83
91,T90,T90,David Hearn,97,4.65,400,86
92,T90,T90,Bryce Molder,91,4.65,288,62
93,T90,T90,Michael Putnam,87,4.65,335,72
94,T95,T95,Jonas Blixt,78,4.66,429,92
95,T95,T95,Ernie Els,57,4.66,368,79
96,T95,T95,Russell Henley,87,4.66,410,88
97,T95,T95,David Lingmerth,90,4.66,396,85
98,T95,T95,Francesco Molinari,56,4.66,289,62
99,T95,T95,Geoff Ogilvy,50,4.66,163,35
100,T101,T101,Charlie Beljan,76,4.67,182,39
101,T101,T101,Paul Casey,87,4.67,383,82
102,T101,T101,Andres Gonzales,90,4.67,322,69
103,T101,T101,Jason Kokrak,88,4.67,406,87
104,T101,T101,Danny Lee,120,4.67,617,132
105,T101,T101,Davis Love III,51,4.67,229,49
106,T101,T101,Pat Perez,96,4.67,388,83
107,T101,T101,John Peterson,84,4.67,308,66
108,T101,T101,Patrick Rodgers,57,4.67,266,57
109,T101,T101,Byron Smith,59,4.67,229,49
110,T101,T101,Brendan Steele,88,4.67,439,94
111,T101,T101,Tyrone Van Aswegen,58,4.67,196,42
112,T113,T113,Jonathan Byrd,69,4.68,356,76
113,T113,T113,Matt Every,73,4.68,220,47
114,T113,T113,Oscar Fraustro,58,4.68,192,41
115,T113,T113,Hunter Mahan,88,4.68,435,93
