,Front_9_Round_4_Scoring_Average_RANK THIS WEEK,Front_9_Round_4_Scoring_Average_RANK LAST WEEK,Front_9_Round_4_Scoring_Average_PLAYER NAME,Front_9_Round_4_Scoring_Average_AVG,Front_9_Round_4_Scoring_Average_TOTAL STROKES,Front_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Willy Wilcox,33.64,370,11
1,2,2,Bubba Watson,33.94,543,16
2,3,3,Rory Sabbatini,34.0,510,15
3,4,4,James Hahn,34.05,647,19
4,5,5,Steven Alker,34.13,273,8
5,T6,T6,Blayne Barber,34.18,376,11
6,T6,T6,Jason Day,34.18,581,17
7,T8,T8,Jordan Spieth,34.2,684,20
8,T8,T8,Boo Weekley,34.2,513,15
9,10,10,Chez Reavie,34.25,274,8
10,11,11,Colt Knost,34.31,549,16
11,12,12,Robert Streb,34.32,858,25
12,13,13,Ryan Palmer,34.35,584,17
13,T14,T14,Whee Kim,34.36,378,11
14,T14,T14,Scott Stallings,34.36,378,11
15,16,16,Tom Hoge,34.38,447,13
16,17,17,Paul Casey,34.39,619,18
17,18,18,Kyle Reifers,34.4,516,15
18,19,19,David Lingmerth,34.41,585,17
19,20,20,Francesco Molinari,34.42,413,12
20,21,21,Kevin Kisner,34.43,723,21
21,22,22,Greg Owen,34.44,310,9
22,23,23,Mark Wilson,34.47,517,15
23,T24,T24,Chad Campbell,34.5,621,18
24,T24,T24,Bill Lunde,34.5,207,6
25,T24,T24,William McGirt,34.5,690,20
26,T24,T24,Patrick Rodgers,34.5,345,10
27,28,28,Pat Perez,34.55,760,22
28,29,29,Martin Laird,34.57,484,14
29,30,30,Zach Johnson,34.58,657,19
30,31,31,Scott Piercy,34.59,588,17
31,32,32,Jerry Kelly,34.6,519,15
32,33,33,Steven Bowditch,34.63,658,19
33,34,34,Brendon Todd,34.65,693,20
34,35,35,Hudson Swafford,34.67,624,18
35,T36,T36,Sangmoon Bae,34.7,694,20
36,T36,T36,Jason Bohn,34.7,694,20
37,T36,T36,Charley Hoffman,34.7,694,20
38,T36,T36,Johnson Wagner,34.7,347,10
39,T40,T40,Kevin Chappell,34.71,590,17
40,T40,T40,Sergio Garcia,34.71,486,14
41,T40,T40,Davis Love III,34.71,243,7
42,T40,T40,Chris Stroud,34.71,486,14
43,44,44,Scott Langley,34.72,625,18
44,45,45,Rickie Fowler,34.75,556,16
45,46,46,Alex Cejka,34.78,626,18
46,T47,T47,Keegan Bradley,34.79,661,19
47,T47,T47,George McNeill,34.79,661,19
48,49,49,Adam Scott,34.8,348,10
49,T50,T50,Ryan Moore,34.81,557,16
50,T50,T50,Daniel Summerhays,34.81,731,21
51,T52,T52,Chesson Hadley,34.85,697,20
52,T52,T52,Marc Leishman,34.85,453,13
53,54,54,Billy Horschel,34.86,732,21
54,55,55,Henrik Stenson,34.87,523,15
55,T56,T56,Ben Crane,34.88,279,8
56,T56,T56,Brian Harman,34.88,558,16
57,T58,T58,Ben Martin,34.89,663,19
58,T58,T58,D.A. Points,34.89,314,9
59,60,60,Charlie Beljan,34.9,349,10
60,T61,T61,Gonzalo Fernandez-Castaño,34.91,384,11
61,T61,T61,Tony Finau,34.91,768,22
62,T63,T63,Louis Oosthuizen,34.92,454,13
63,T63,T63,Cameron Percy,34.92,419,12
64,T65,T65,Daniel Berger,34.94,594,17
65,T65,T65,Scott Brown,34.94,629,18
66,T65,T65,Bryce Molder,34.94,629,18
67,T68,T68,Russell Knox,34.95,699,20
68,T68,T68,Hideki Matsuyama,34.95,734,21
69,T68,T68,Shawn Stefani,34.95,734,21
70,71,71,Patrick Reed,34.96,839,24
71,T72,T72,Eric Axley,35.0,245,7
72,T72,T72,Ken Duke,35.0,525,15
73,T72,T72,David Hearn,35.0,630,18
74,T72,T72,Jim Herman,35.0,525,15
75,T72,T72,Brooks Koepka,35.0,630,18
76,T72,T72,Justin Leonard,35.0,280,8
77,T72,T72,Scott Pinckney,35.0,560,16
78,79,79,Charles Howell III,35.05,771,22
79,T80,T80,John Peterson,35.06,596,17
80,T80,T80,Webb Simpson,35.06,631,18
81,T82,T82,Luke Donald,35.07,526,15
82,T82,T82,Fabián Gómez,35.07,526,15
83,T82,T82,Gary Woodland,35.07,491,14
84,85,85,Billy Hurley III,35.08,421,12
85,T86,T86,Seung-Yul Noh,35.09,386,11
86,T86,T86,Justin Thomas,35.09,807,23
87,88,88,Jamie Donaldson,35.11,316,9
88,T89,T89,Chris Kirk,35.13,562,16
89,T89,T89,Danny Lee,35.13,843,24
90,91,91,Brandt Snedeker,35.14,738,21
91,92,92,Aaron Baddeley,35.15,457,13
92,T93,T93,Bo Van Pelt,35.18,387,11
93,T93,T93,Nick Watney,35.18,598,17
94,T95,T95,Vijay Singh,35.19,563,16
95,T95,T95,Brian Stuard,35.19,563,16
96,T95,T95,Nick Taylor,35.19,563,16
97,T98,T98,Stewart Cink,35.2,528,15
98,T98,T98,Jim Furyk,35.2,528,15
99,T98,T98,Geoff Ogilvy,35.2,352,10
100,101,101,John Huh,35.21,669,19
101,102,102,Zac Blair,35.22,634,18
102,103,103,Charl Schwartzel,35.23,458,13
103,T104,T104,Morgan Hoffmann,35.24,599,17
104,T104,T104,Jeff Overton,35.24,599,17
105,T106,T106,Ricky Barnes,35.25,423,12
106,T106,T106,Brian Davis,35.25,423,12
107,T106,T106,Phil Mickelson,35.25,564,16
108,T109,T109,Brendon de Jonge,35.27,776,22
109,T109,T109,Michael Putnam,35.27,529,15
110,111,111,J.B. Holmes,35.28,635,18
111,T112,T112,John Senden,35.29,494,14
112,T112,T112,Tyrone Van Aswegen,35.29,247,7
113,114,114,Jimmy Walker,35.3,706,20
114,T115,T115,Erik Compton,35.31,565,16
115,T115,T115,Sam Saunders,35.31,459,13
116,T117,T117,Kevin Na,35.32,777,22
117,T117,T117,Brendan Steele,35.32,671,19
118,T119,T119,Roberto Castro,35.33,318,9
119,T119,T119,Camilo Villegas,35.33,530,15
120,121,121,Steve Wheatcroft,35.38,460,13
121,122,122,Spencer Levin,35.39,637,18
122,123,123,Adam Hadwin,35.41,602,17
123,124,124,Matt Kuchar,35.43,815,23
124,125,125,Robert Garrigus,35.44,319,9
125,126,126,Jon Curran,35.45,390,11
126,T127,T127,Chad Collins,35.47,532,15
127,T127,T127,Andres Gonzales,35.47,532,15
128,T127,T127,Russell Henley,35.47,674,19
129,T127,T127,Dustin Johnson,35.47,603,17
130,T131,T131,J.J. Henry,35.5,568,16
131,T131,T131,Jason Kokrak,35.5,568,16
132,T131,T131,Alex Prugh,35.5,497,14
133,T131,T131,Justin Rose,35.5,497,14
134,135,135,Harris English,35.52,817,23
135,136,136,Nicholas Thompson,35.54,462,13
136,137,137,Jason Gore,35.55,391,11
137,138,138,Bill Haas,35.58,676,19
138,139,139,Jim Renner,35.6,178,5
139,140,140,Padraig Harrington,35.63,285,8
140,T141,T141,Jonathan Byrd,35.64,392,11
141,T141,T141,Brice Garnett,35.64,392,11
142,143,143,Cameron Tringale,35.65,713,20
143,144,144,Ryo Ishikawa,35.69,571,16
144,T145,T145,John Merrick,35.7,357,10
145,T145,T145,Andrew Svoboda,35.7,357,10
146,147,147,Kevin Streelman,35.74,679,19
147,T148,T148,Lucas Glover,35.75,429,12
148,T148,T148,Tim Wilkinson,35.75,286,8
149,150,150,Luke Guthrie,35.79,501,14
150,151,151,Mark Hubbard,35.8,537,15
151,T152,T152,Martin Flores,35.81,573,16
152,T152,T152,Carl Pettersson,35.81,752,21
153,154,154,Graham DeLaet,35.85,466,13
154,155,155,Retief Goosen,35.87,538,15
155,T156,T156,Sean O'Hair,35.88,610,17
156,T156,T156,Jhonattan Vegas,35.88,574,16
157,T158,T158,Hunter Mahan,35.89,682,19
158,T158,T158,Jonathan Randolph,35.89,323,9
159,160,160,Greg Chalmers,35.91,395,11
160,161,161,Lee Westwood,35.92,431,12
161,162,162,Heath Slocum,36.0,180,5
162,163,163,Jason Dufner,36.06,577,16
163,164,164,Matt Every,36.09,397,11
164,165,165,David Toms,36.1,361,10
165,166,166,Robert Allenby,36.14,253,7
166,167,167,Matt Jones,36.16,687,19
167,168,168,Oscar Fraustro,36.17,217,6
168,169,169,Troy Merritt,36.19,579,16
169,T170,T170,Ernie Els,36.2,362,10
170,T170,T170,Derek Ernst,36.2,362,10
171,172,172,Michael Thompson,36.21,507,14
172,173,173,Carlos Ortiz,36.22,652,18
173,T174,T174,K.J. Choi,36.23,471,13
174,T174,T174,Sung Joon Park,36.23,471,13
175,176,176,Byron Smith,36.29,254,7
176,177,177,Jonas Blixt,36.36,400,11
177,T178,T178,Ian Poulter,36.5,511,14
178,T178,T178,Roger Sloan,36.5,219,6
179,180,180,Andrew Putnam,36.56,329,9
180,181,181,Derek Fathauer,36.67,440,12
181,182,182,Andres Romero,36.7,367,10
182,183,183,Ángel Cabrera,37.0,296,8
183,184,184,Max Homa,37.2,372,10
