,Par_5_Eagle_Leaders_RANK THIS WEEK,Par_5_Eagle_Leaders_RANK LAST WEEK,Par_5_Eagle_Leaders_PLAYER NAME,Par_5_Eagle_Leaders_ROUNDS,Par_5_Eagle_Leaders_TOTAL,Par_5_Eagle_Leaders_TOTAL PAR 5 HOLES,Par_5_Eagle_Leaders_TOTAL HOLE OUTS
0,1,1,Brooks Koepka,84,18,242,3.0
1,2,2,Justin Thomas,106,14,336,1.0
2,T3,T3,Dustin Johnson,75,12,224,2.0
3,T3,T3,Matt Kuchar,97,12,298,2.0
4,T3,T3,Hideki Matsuyama,95,12,294,
5,T3,T3,Bubba Watson,71,12,208,2.0
6,7,7,Carlos Ortiz,100,11,311,3.0
7,T8,T8,Aaron Baddeley,76,10,228,3.0
8,T8,T8,Steven Bowditch,103,10,317,2.0
9,T8,T8,J.J. Henry,94,10,286,1.0
10,T8,T8,Charles Howell III,105,10,340,2.0
11,T8,T8,Danny Lee,120,10,374,3.0
12,T8,T8,Scott Piercy,90,10,278,
13,T8,T8,Jhonattan Vegas,90,10,271,1.0
14,T15,T15,Jason Day,75,9,232,1.0
15,T15,T15,Harris English,105,9,306,
16,T15,T15,Derek Fathauer,81,9,249,2.0
17,T15,T15,Tony Finau,106,9,332,
18,T15,T15,Chesson Hadley,101,9,351,
19,T15,T15,J.B. Holmes,89,9,276,1.0
20,T15,T15,John Huh,102,9,322,2.0
21,T15,T15,Carl Pettersson,106,9,329,1.0
22,T15,T15,Scott Pinckney,88,9,274,3.0
23,T15,T15,Webb Simpson,81,9,232,1.0
24,T15,T15,Brandt Snedeker,98,9,293,1.0
25,T15,T15,Jordan Spieth,91,9,278,3.0
26,T15,T15,Shawn Stefani,94,9,300,1.0
27,T15,T15,Daniel Summerhays,101,9,309,3.0
28,T29,T29,Paul Casey,87,8,231,2.0
29,T29,T29,Kevin Chappell,86,8,274,2.0
30,T29,T29,Erik Compton,86,8,280,1.0
31,T29,T29,Robert Garrigus,70,8,210,2.0
32,T29,T29,Adam Hadwin,95,8,298,
33,T29,T29,Charley Hoffman,97,8,300,1.0
34,T29,T29,Morgan Hoffmann,85,8,264,3.0
35,T29,T29,Ryo Ishikawa,90,8,281,2.0
36,T29,T29,Matt Jones,89,8,286,2.0
37,T29,T29,Martin Laird,77,8,248,1.0
38,T39,T39,Jonas Blixt,78,7,241,
39,T39,T39,Jason Dufner,76,7,227,1.0
40,T39,T39,Martin Flores,95,7,280,2.0
41,T39,T39,Jason Gore,76,7,223,1.0
42,T39,T39,James Hahn,94,7,298,
43,T39,T39,George McNeill,93,7,284,1.0
44,T39,T39,Sean O'Hair,86,7,284,
45,T39,T39,Louis Oosthuizen,68,7,198,1.0
46,T39,T39,Jeff Overton,94,7,284,2.0
47,T39,T39,Ryan Palmer,80,7,230,
48,T39,T39,John Peterson,84,7,271,3.0
49,T39,T39,Rory Sabbatini,81,7,252,
50,T39,T39,Adam Scott,51,7,148,
51,T39,T39,Vijay Singh,78,7,244,2.0
52,T39,T39,Andrew Svoboda,80,7,248,2.0
53,T39,T39,Hudson Swafford,97,7,295,2.0
54,T39,T39,Michael Thompson,83,7,252,1.0
55,T39,T39,Steve Wheatcroft,87,7,268,
56,T39,T39,Willy Wilcox,58,7,164,1.0
57,T58,T58,Eric Axley,57,6,171,1.0
58,T58,T58,Sangmoon Bae,98,6,314,2.0
59,T58,T58,Blayne Barber,76,6,242,
60,T58,T58,Charlie Beljan,76,6,228,1.0
61,T58,T58,Daniel Berger,97,6,305,2.0
62,T58,T58,Scott Brown,97,6,303,2.0
63,T58,T58,Ángel Cabrera,53,6,166,
64,T58,T58,Alex Cejka,94,6,302,2.0
65,T58,T58,Graham DeLaet,65,6,200,
66,T58,T58,Ken Duke,93,6,273,2.0
67,T58,T58,Derek Ernst,75,6,214,1.0
68,T58,T58,Rickie Fowler,76,6,232,
69,T58,T58,Lucas Glover,79,6,250,1.0
70,T58,T58,Andres Gonzales,90,6,277,
71,T58,T58,Bill Haas,89,6,272,1.0
72,T58,T58,Billy Horschel,99,6,316,
73,T58,T58,Jason Kokrak,88,6,274,
74,T58,T58,Ben Martin,93,6,264,1.0
75,T58,T58,Kevin Na,98,6,298,2.0
