,Early_Round_3_Scoring_Average_RANK THIS WEEK,Early_Round_3_Scoring_Average_RANK LAST WEEK,Early_Round_3_Scoring_Average_PLAYER NAME,Early_Round_3_Scoring_Average_AVG,Early_Round_3_Scoring_Average_TOTAL STROKES,Early_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Dustin Johnson,67.43,472,7
1,T2,T2,Graham DeLaet,67.71,474,7
2,T2,T2,George McNeill,67.71,474,7
3,T2,T2,Rory Sabbatini,67.71,474,7
4,5,5,Jonathan Byrd,67.86,475,7
5,T6,T6,Jonas Blixt,68.0,340,5
6,T6,T6,Justin Thomas,68.0,680,10
7,8,8,Stewart Cink,68.22,614,9
8,9,9,Troy Merritt,68.5,411,6
9,10,10,Brandt Snedeker,68.55,754,11
10,11,11,Jason Dufner,68.64,755,11
11,T12,T12,Kevin Chappell,68.67,618,9
12,T12,T12,Brooks Koepka,68.67,618,9
13,T14,T14,Jerry Kelly,68.86,482,7
14,T14,T14,Willy Wilcox,68.86,482,7
15,16,16,Kevin Streelman,68.92,896,13
16,T17,T17,Jason Day,69.0,138,2
17,T17,T17,Derek Ernst,69.0,345,5
18,T17,T17,Matt Jones,69.0,552,8
19,T17,T17,Marc Leishman,69.0,483,7
20,T17,T17,Scott Pinckney,69.0,759,11
21,T17,T17,Patrick Rodgers,69.0,276,4
22,T17,T17,Tyrone Van Aswegen,69.0,345,5
23,24,24,Colt Knost,69.14,484,7
24,25,25,David Toms,69.17,415,6
25,T26,T26,Eric Axley,69.2,346,5
26,T26,T26,Derek Fathauer,69.2,346,5
27,T28,T28,Bill Haas,69.23,900,13
28,T28,T28,Patrick Reed,69.23,900,13
29,30,30,Adam Scott,69.25,277,4
30,T31,T31,Brendon de Jonge,69.33,832,12
31,T31,T31,Matt Kuchar,69.33,624,9
32,T31,T31,John Merrick,69.33,416,6
33,34,34,Jason Kokrak,69.36,763,11
34,35,35,Daniel Summerhays,69.38,902,13
35,T36,T36,Jim Furyk,69.4,347,5
36,T36,T36,Max Homa,69.4,347,5
37,T36,T36,Brendon Todd,69.4,694,10
38,39,39,Ben Martin,69.43,486,7
39,T40,T40,Martin Flores,69.44,625,9
40,T40,T40,Shawn Stefani,69.44,625,9
41,42,42,Jason Bohn,69.46,903,13
42,43,43,Harris English,69.5,834,12
43,44,44,Hudson Swafford,69.56,626,9
44,45,45,Brian Harman,69.6,348,5
45,T46,T46,Chad Campbell,69.63,557,8
46,T46,T46,Scott Piercy,69.63,557,8
47,T46,T46,Johnson Wagner,69.63,557,8
48,49,49,Spencer Levin,69.67,418,6
49,50,50,Chris Stroud,69.71,488,7
50,T51,T51,Ricky Barnes,69.75,279,4
51,T51,T51,Andres Gonzales,69.75,558,8
52,T53,T53,Daniel Berger,69.78,628,9
53,T53,T53,Hideki Matsuyama,69.78,628,9
54,T55,T55,Hunter Mahan,69.8,1047,15
55,T55,T55,Jeff Overton,69.8,698,10
56,57,57,Nicholas Thompson,69.86,489,7
57,T58,T58,Paul Casey,69.89,629,9
58,T58,T58,Chad Collins,69.89,629,9
59,60,60,Brendan Steele,69.91,769,11
60,T61,T61,Scott Brown,70.0,630,9
61,T61,T61,Erik Compton,70.0,630,9
62,T61,T61,Oscar Fraustro,70.0,140,2
63,T61,T61,James Hahn,70.0,770,11
64,T61,T61,Jordan Spieth,70.0,140,2
65,T66,T66,Steven Bowditch,70.09,771,11
66,T66,T66,Carlos Ortiz,70.09,771,11
67,68,68,John Senden,70.1,701,10
68,T69,T69,J.B. Holmes,70.13,561,8
69,T69,T69,Gary Woodland,70.13,561,8
70,T71,T71,Rickie Fowler,70.14,491,7
71,T71,T71,Charley Hoffman,70.14,491,7
72,73,73,Chez Reavie,70.17,421,6
73,T74,T74,Russell Knox,70.18,772,11
74,T74,T74,Pat Perez,70.18,772,11
75,T76,T76,Gonzalo Fernandez-Castaño,70.2,351,5
76,T76,T76,Roger Sloan,70.2,351,5
77,78,78,Carl Pettersson,70.23,913,13
78,T79,T79,Francesco Molinari,70.25,562,8
79,T79,T79,Ian Poulter,70.25,281,4
80,81,81,Zac Blair,70.27,773,11
81,82,82,Kevin Na,70.29,492,7
82,T83,T83,Keegan Bradley,70.3,703,10
83,T83,T83,Bryce Molder,70.3,703,10
84,85,85,Kyle Reifers,70.33,844,12
85,T86,T86,Aaron Baddeley,70.38,563,8
86,T86,T86,Alex Prugh,70.38,563,8
87,T86,T86,Sam Saunders,70.38,563,8
88,T86,T86,Lee Westwood,70.38,563,8
89,T90,T90,Davis Love III,70.4,352,5
90,T90,T90,William McGirt,70.4,1056,15
91,T90,T90,Sean O'Hair,70.4,352,5
92,T90,T90,Andrew Svoboda,70.4,352,5
93,94,94,Luke Guthrie,70.44,634,9
94,T95,T95,Steven Alker,70.5,423,6
95,T95,T95,Heath Slocum,70.5,282,4
96,97,97,Adam Hadwin,70.55,776,11
97,98,98,Russell Henley,70.56,635,9
98,99,99,Zach Johnson,70.57,494,7
99,T100,T100,Brian Davis,70.6,706,10
100,T100,T100,Billy Horschel,70.6,706,10
101,T100,T100,Kevin Kisner,70.6,706,10
102,T100,T100,Mark Wilson,70.6,706,10
103,104,104,Robert Streb,70.62,918,13
104,105,105,Charles Howell III,70.67,848,12
105,T106,T106,Roberto Castro,70.71,495,7
106,T106,T106,Bo Van Pelt,70.71,495,7
107,T106,T106,Nick Watney,70.71,495,7
108,109,109,Camilo Villegas,70.73,778,11
109,T110,T110,Luke Donald,70.75,566,8
110,T110,T110,Tony Finau,70.75,849,12
111,T110,T110,Tim Wilkinson,70.75,566,8
112,113,113,Mark Hubbard,70.78,637,9
113,114,114,Jamie Donaldson,70.8,354,5
114,T115,T115,Fabián Gómez,70.82,779,11
115,T115,T115,Danny Lee,70.82,779,11
116,117,117,David Lingmerth,70.83,425,6
117,T118,T118,Brice Garnett,70.86,496,7
118,T118,T118,Jim Herman,70.86,992,14
119,T118,T118,Michael Putnam,70.86,496,7
120,121,121,Jimmy Walker,70.91,780,11
121,T122,T122,Blayne Barber,71.0,426,6
122,T122,T122,Alex Cejka,71.0,710,10
123,T122,T122,J.J. Henry,71.0,497,7
124,T122,T122,Whee Kim,71.0,426,6
125,T122,T122,Bill Lunde,71.0,284,4
126,T122,T122,Cameron Percy,71.0,497,7
127,T122,T122,Justin Rose,71.0,284,4
128,T122,T122,Webb Simpson,71.0,497,7
129,T122,T122,Michael Thompson,71.0,497,7
130,T122,T122,Bubba Watson,71.0,213,3
131,T122,T122,Boo Weekley,71.0,568,8
132,T122,T122,Steve Wheatcroft,71.0,426,6
133,134,134,John Peterson,71.08,853,12
134,135,135,Billy Hurley III,71.11,640,9
135,136,136,John Huh,71.16,1352,19
136,137,137,Ken Duke,71.17,854,12
137,138,138,Greg Owen,71.2,356,5
138,T139,T139,Greg Chalmers,71.29,499,7
139,T139,T139,Martin Laird,71.29,499,7
140,T141,T141,Sangmoon Bae,71.3,713,10
141,T141,T141,Morgan Hoffmann,71.3,713,10
142,T141,T141,Phil Mickelson,71.3,713,10
143,T144,T144,K.J. Choi,71.33,642,9
144,T144,T144,Charl Schwartzel,71.33,428,6
145,T144,T144,Henrik Stenson,71.33,214,3
146,147,147,Jhonattan Vegas,71.36,785,11
147,148,148,Ryan Palmer,71.38,571,8
148,149,149,Robert Allenby,71.4,357,5
149,150,150,Jason Gore,71.43,500,7
150,T151,T151,Chesson Hadley,71.44,1143,16
151,T151,T151,Tom Hoge,71.44,643,9
152,153,153,Jonathan Randolph,71.5,429,6
153,T154,T154,Andres Romero,71.57,501,7
154,T154,T154,Cameron Tringale,71.57,501,7
155,156,156,Sung Joon Park,71.6,716,10
156,157,157,Ryo Ishikawa,71.67,860,12
157,158,158,Nick Taylor,71.73,789,11
158,159,159,Ben Crane,71.75,287,4
159,160,160,Vijay Singh,71.78,646,9
160,T161,T161,Sergio Garcia,71.8,359,5
161,T161,T161,Byron Smith,71.8,359,5
162,163,163,Louis Oosthuizen,71.83,431,6
163,T164,T164,Retief Goosen,71.86,503,7
164,T164,T164,Seung-Yul Noh,71.86,503,7
165,T166,T166,Lucas Glover,72.0,432,6
166,T166,T166,Chris Kirk,72.0,648,9
167,T166,T166,Scott Langley,72.0,864,12
168,169,169,Scott Stallings,72.17,433,6
169,T170,T170,David Hearn,72.2,722,10
170,T170,T170,Brian Stuard,72.2,722,10
171,172,172,D.A. Points,72.43,507,7
172,173,173,Geoff Ogilvy,72.5,435,6
173,174,174,Jon Curran,72.6,363,5
174,175,175,Robert Garrigus,72.63,581,8
175,176,176,Justin Leonard,72.75,291,4
176,177,177,Ryan Moore,73.0,438,6
177,178,178,Ernie Els,73.4,367,5
178,179,179,Andrew Putnam,73.67,442,6
179,T180,T180,Ángel Cabrera,73.8,369,5
180,T180,T180,Jim Renner,73.8,369,5
181,182,182,Padraig Harrington,73.83,443,6
182,183,183,Matt Every,73.88,591,8
183,184,184,Charlie Beljan,74.4,372,5
