,Back_9_Par_5_Scoring_Average_RANK THIS WEEK,Back_9_Par_5_Scoring_Average_RANK LAST WEEK,Back_9_Par_5_Scoring_Average_PLAYER NAME,Back_9_Par_5_Scoring_Average_ROUNDS,Back_9_Par_5_Scoring_Average_AVG,Back_9_Par_5_Scoring_Average_TOTAL STROKES,Back_9_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,71,4.45,529,119
1,2,2,Justin Thomas,106,4.46,794,178
2,3,3,Justin Rose,69,4.47,478,107
3,4,4,Brooks Koepka,84,4.5,590,131
4,5,5,Dustin Johnson,75,4.51,532,118
5,6,6,Ángel Cabrera,53,4.52,407,90
6,7,7,Charley Hoffman,97,4.54,722,159
7,T8,T8,Daniel Berger,97,4.55,710,156
8,T8,T8,Zach Johnson,90,4.55,601,132
9,T8,T8,Jimmy Walker,89,4.55,628,138
10,T11,T11,Jason Day,75,4.56,566,124
11,T11,T11,Jim Herman,88,4.56,675,148
12,T11,T11,Charles Howell III,105,4.56,826,181
13,T14,T14,Steven Alker,62,4.57,475,104
14,T14,T14,Roberto Castro,54,4.57,379,83
15,T14,T14,J.B. Holmes,89,4.57,699,153
16,T14,T14,Matt Jones,89,4.57,708,155
17,T14,T14,Matt Kuchar,97,4.57,717,157
18,T14,T14,George McNeill,93,4.57,704,154
19,T14,T14,Alex Prugh,84,4.57,645,141
20,T21,T21,Aaron Baddeley,76,4.58,554,121
21,T21,T21,Keegan Bradley,87,4.58,664,145
22,T21,T21,Graham DeLaet,65,4.58,513,112
23,T21,T21,Jamie Donaldson,50,4.58,353,77
24,T21,T21,Phil Mickelson,70,4.58,536,117
25,T21,T21,Carlos Ortiz,100,4.58,770,168
26,T27,T27,Webb Simpson,81,4.59,564,123
27,T27,T27,Brandt Snedeker,98,4.59,702,153
28,T29,T29,Stewart Cink,77,4.6,593,129
29,T29,T29,Adam Scott,51,4.6,345,75
30,T31,T31,Charlie Beljan,76,4.61,562,122
31,T31,T31,Erik Compton,86,4.61,687,149
32,T31,T31,Harris English,105,4.61,747,162
33,T31,T31,Tony Finau,106,4.61,834,181
34,T31,T31,Rickie Fowler,76,4.61,539,117
35,T31,T31,Jordan Spieth,91,4.61,673,146
36,T31,T31,Brendan Steele,88,4.61,682,148
37,T31,T31,Henrik Stenson,63,4.61,456,99
38,T39,T39,Martin Flores,95,4.62,707,153
