,Late_Lowest_Round_RANK THIS WEEK,Late_Lowest_Round_RANK LAST WEEK,Late_Lowest_Round_PLAYER NAME,Late_Lowest_Round_LOW RND
0,T1,T1,Rory McIlroy,61
1,T1,T1,Troy Merritt,61
2,T1,T1,Ryan Palmer,61
3,T1,T1,Jordan Spieth,61
4,T1,T1,Justin Thomas,61
5,T6,T6,Jason Day,62
6,T6,T6,Jason Gore,62
7,T6,T6,Jim Herman,62
8,T6,T6,Tom Hoge,62
9,T6,T6,Dustin Johnson,62
10,T6,T6,Hyung-Sung Kim,62
11,T6,T6,Danny Lee,62
12,T6,T6,Marc Leishman,62
13,T6,T6,Ben Martin,62
14,T6,T6,Jimmy Walker,62
15,T6,T6,Bubba Watson,62
16,T17,T17,Joe Affrunti,63
17,T17,T17,Sangmoon Bae,63
18,T17,T17,Gonzalo Fernandez-Castaño,63
19,T17,T17,Jim Furyk,63
20,T17,T17,Bill Haas,63
21,T17,T17,Morgan Hoffmann,63
22,T17,T17,Matt Kuchar,63
23,T17,T17,Justin Rose,63
24,T17,T17,Rory Sabbatini,63
25,T17,T17,Shawn Stefani,63
26,T17,T17,Henrik Stenson,63
27,T17,T17,Robert Streb,63
28,T17,T17,Chris Stroud,63
29,T17,T17,Nicholas Thompson,63
30,T17,T17,Brendon Todd,63
31,T17,T17,Johnson Wagner,63
32,T33,T33,Charlie Beljan,64
33,T33,T33,Daniel Berger,64
34,T33,T33,Jason Bohn,64
35,T33,T33,Steven Bowditch,64
36,T33,T33,Chad Campbell,64
37,T33,T33,Paul Casey,64
38,T33,T33,Alex Cejka,64
39,T33,T33,Austin Cook,64
40,T33,T33,Jon Curran,64
41,T33,T33,Brendon de Jonge,64
42,T33,T33,Graham DeLaet,64
43,T33,T33,Ernie Els,64
44,T33,T33,Harris English,64
45,T33,T33,Tony Finau,64
46,T33,T33,Tom Gillis,64
47,T33,T33,Branden Grace,64
48,T33,T33,Luke Guthrie,64
49,T33,T33,Brian Harman,64
50,T33,T33,David Hearn,64
51,T33,T33,Mark Hensby,64
52,T33,T33,Justin Hicks,64
53,T33,T33,J.B. Holmes,64
54,T33,T33,Ryo Ishikawa,64
55,T33,T33,Zach Johnson,64
56,T33,T33,Jerry Kelly,64
57,T33,T33,Whee Kim,64
58,T33,T33,Chris Kirk,64
59,T33,T33,Kevin Kisner,64
60,T33,T33,Russell Knox,64
61,T33,T33,Davis Love III,64
62,T33,T33,Hunter Mahan,64
63,T33,T33,Hideki Matsuyama,64
64,T33,T33,George McNeill,64
65,T33,T33,Bryce Molder,64
66,T33,T33,Sean O'Hair,64
67,T33,T33,Scott Pinckney,64
68,T33,T33,Ian Poulter,64
69,T33,T33,Adam Scott,64
70,T33,T33,Webb Simpson,64
71,T33,T33,Brandt Snedeker,64
72,T33,T33,Kevin Streelman,64
73,T33,T33,Cameron Tringale,64
74,T33,T33,Bo Van Pelt,64
75,T33,T33,Nick Watney,64
76,T33,T33,Mark Wilson,64
77,T78,T78,Blake Adams,65
78,T78,T78,Steven Alker,65
79,T78,T78,Blayne Barber,65
80,T78,T78,Ricky Barnes,65
81,T78,T78,Scott Brown,65
82,T78,T78,Greg Chalmers,65
83,T78,T78,Kevin Chappell,65
84,T78,T78,Stewart Cink,65
85,T78,T78,Tim Clark,65
86,T78,T78,George Coetzee,65
87,T78,T78,Chad Collins,65
88,T78,T78,Erik Compton,65
89,T78,T78,Brian Davis,65
90,T78,T78,Jason Dufner,65
91,T78,T78,Martin Flores,65
92,T78,T78,Rickie Fowler,65
93,T78,T78,Oscar Fraustro,65
94,T78,T78,Brice Garnett,65
95,T78,T78,Padraig Harrington,65
96,T78,T78,Russell Henley,65
97,T78,T78,Charley Hoffman,65
98,T78,T78,Billy Horschel,65
99,T78,T78,Mark Hubbard,65
100,T78,T78,Hiroshi Iwata,65
101,T78,T78,Matt Jones,65
