,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
0,1,1,Jordan Spieth,91,34.44,3031,88
1,T2,T2,Jason Day,75,34.49,2483,72
2,T2,T2,Bubba Watson,71,34.49,2345,68
3,4,4,Patrick Rodgers,57,34.57,1832,53
4,5,5,Paul Casey,87,34.59,2836,82
5,6,6,Willy Wilcox,58,34.63,1870,54
6,7,7,Hideki Matsuyama,95,34.67,3155,91
7,8,8,Justin Thomas,106,34.68,3676,106
8,9,9,Chez Reavie,56,34.71,1944,56
9,10,10,Pat Perez,96,34.72,3333,96
10,11,11,Jason Bohn,95,34.76,3302,95
11,12,12,Jerry Kelly,79,34.77,2747,79
12,T13,T13,Patrick Reed,103,34.79,3479,100
13,T13,T13,Brendan Steele,88,34.79,2922,84
14,T15,T15,Alex Cejka,94,34.8,3202,92
15,T15,T15,Colt Knost,90,34.8,2993,86
16,T17,T17,Dustin Johnson,75,34.83,2508,72
17,T17,T17,Brooks Koepka,84,34.83,2821,81
18,19,19,Chad Campbell,97,34.84,3379,97
19,T20,T20,Tony Finau,106,34.85,3694,106
20,T20,T20,Shawn Stefani,94,34.85,3276,94
21,22,22,Robert Streb,110,34.86,3835,110
22,T23,T23,Sangmoon Bae,98,34.88,3418,98
23,T23,T23,Stewart Cink,77,34.88,2686,77
24,T23,T23,Graham DeLaet,65,34.88,2267,65
25,T23,T23,Russell Knox,96,34.88,3348,96
26,27,27,Harris English,105,34.9,3560,102
27,T28,T28,Bryce Molder,91,34.91,3037,87
28,T28,T28,Justin Rose,69,34.91,2304,66
29,30,30,Daniel Summerhays,101,34.92,3527,101
30,T31,T31,Francesco Molinari,56,34.94,1852,53
31,T31,T31,Scott Pinckney,88,34.94,3075,88
32,T33,T33,Sergio Garcia,59,34.95,1957,56
33,T33,T33,Zach Johnson,90,34.95,3041,87
34,T33,T33,Ryan Palmer,80,34.95,2691,77
35,T36,T36,David Lingmerth,90,34.96,3146,90
36,T36,T36,Brendon Todd,96,34.96,3251,93
37,T38,T38,Matt Kuchar,97,34.97,3287,94
38,T38,T38,Scott Langley,94,34.97,3217,92
39,T38,T38,Cameron Percy,72,34.97,2448,70
40,T38,T38,Kyle Reifers,96,34.97,3217,92
41,T38,T38,Brandt Snedeker,98,34.97,3322,95
42,T38,T38,Henrik Stenson,63,34.97,2098,60
43,44,44,Nick Watney,91,34.98,3183,91
44,45,45,Jim Herman,88,35.0,3080,88
45,46,46,Hudson Swafford,97,35.01,3326,95
46,47,47,Whee Kim,71,35.03,2417,69
