,Front_9_Scoring_Average_RANK THIS WEEK,Front_9_Scoring_Average_RANK LAST WEEK,Front_9_Scoring_Average_PLAYER NAME,Front_9_Scoring_Average_ROUNDS,Front_9_Scoring_Average_AVG,Front_9_Scoring_Average_TOTAL STROKES,Front_9_Scoring_Average_TOTAL HOLES
47,48,48,Brendon de Jonge,106,35.04,3714,106
48,T49,T49,Kevin Chappell,86,35.05,3014,86
49,T49,T49,Rory Sabbatini,81,35.05,2839,81
50,T51,T51,Kevin Kisner,104,35.06,3646,104
51,T51,T51,Martin Laird,77,35.06,2700,77
52,T51,T51,Scott Piercy,90,35.06,3155,90
53,T51,T51,Jimmy Walker,89,35.06,3015,86
54,T55,T55,Morgan Hoffmann,85,35.07,2981,85
55,T55,T55,Chris Stroud,84,35.07,2946,84
56,T57,T57,Mark Hubbard,79,35.08,2701,77
57,T57,T57,Kevin Na,98,35.08,3333,95
58,T59,T59,Daniel Berger,97,35.09,3404,97
59,T59,T59,Tom Hoge,83,35.09,2772,79
60,T59,T59,Webb Simpson,81,35.09,2737,78
61,62,62,Rickie Fowler,76,35.1,2527,72
62,T63,T63,Zac Blair,108,35.11,3651,104
63,T63,T63,James Hahn,94,35.11,3300,94
64,T63,T63,William McGirt,103,35.11,3616,103
65,T63,T63,George McNeill,93,35.11,3265,93
66,T63,T63,Louis Oosthuizen,68,35.11,2212,63
67,T68,T68,Keegan Bradley,87,35.12,2950,84
68,T68,T68,Sean O'Hair,86,35.12,3020,86
69,T70,T70,Boo Weekley,79,35.13,2775,79
70,T70,T70,Steve Wheatcroft,87,35.13,2916,83
71,T72,T72,Jon Curran,83,35.14,2776,79
72,T72,T72,Adam Hadwin,95,35.14,3268,93
73,T72,T72,Ryan Moore,81,35.14,2741,78
74,T75,T75,Chad Collins,79,35.15,2777,79
75,T75,T75,Vijay Singh,78,35.15,2742,78
76,77,77,Danny Lee,120,35.16,4219,120
77,78,78,Fabián Gómez,83,35.17,2919,83
78,T79,T79,Jim Furyk,71,35.19,2252,64
79,T79,T79,Andres Gonzales,90,35.19,3026,86
80,T79,T79,Jason Gore,76,35.19,2534,72
81,T79,T79,Alex Prugh,84,35.19,2815,80
82,T79,T79,Heath Slocum,57,35.19,1865,53
83,T79,T79,Johnson Wagner,68,35.19,2393,68
84,T85,T85,Bill Haas,89,35.2,3027,86
85,T85,T85,Bill Lunde,50,35.2,1619,46
86,T87,T87,Scott Brown,97,35.21,3415,97
87,T87,T87,Erik Compton,86,35.21,3028,86
88,T89,T89,Greg Chalmers,58,35.22,1902,54
89,T89,T89,Charles Howell III,105,35.22,3698,105
90,T89,T89,Spencer Levin,99,35.22,3416,97
91,T89,T89,Nick Taylor,91,35.22,3205,91
92,T93,T93,Steven Alker,62,35.23,2114,60
93,T93,T93,Matt Jones,89,35.23,3030,86
94,95,95,Luke Donald,71,35.24,2502,71
95,T96,T96,Steven Bowditch,103,35.25,3631,103
96,T96,T96,Jonathan Byrd,69,35.25,2291,65
97,T96,T96,Martin Flores,95,35.25,3208,91
98,T96,T96,Mark Wilson,89,35.25,2996,85
99,T100,T100,Brian Harman,90,35.26,3173,90
100,T100,T100,Brian Stuard,97,35.26,3279,93
101,T102,T102,Jeff Overton,94,35.27,3245,92
102,T102,T102,Kevin Streelman,95,35.27,3210,91
103,T104,T104,Chesson Hadley,101,35.28,3563,101
104,T104,T104,David Hearn,97,35.28,3422,97
105,T106,T106,J.J. Henry,94,35.29,3176,90
106,T106,T106,John Huh,102,35.29,3564,101
107,T106,T106,Phil Mickelson,70,35.29,2470,70
108,T109,T109,Aaron Baddeley,76,35.3,2612,74
109,T109,T109,Jason Kokrak,88,35.3,3106,88
110,T109,T109,John Peterson,84,35.3,2965,84
111,112,112,Adam Scott,51,35.31,1695,48
112,T113,T113,Billy Horschel,99,35.32,3391,96
113,T113,T113,Ben Martin,93,35.32,3179,90
114,T115,T115,Jason Dufner,76,35.33,2579,73
115,T115,T115,Roger Sloan,56,35.33,1837,52
116,T117,T117,K.J. Choi,66,35.34,2191,62
117,T117,T117,Luke Guthrie,84,35.34,2898,82
118,T117,T117,John Merrick,78,35.34,2615,74
119,T117,T117,Carl Pettersson,106,35.34,3746,106
120,T117,T117,Jonathan Randolph,72,35.34,2474,70
121,T117,T117,David Toms,62,35.34,2050,58
122,T123,T123,Blayne Barber,76,35.35,2616,74
123,T123,T123,Russell Henley,87,35.35,2969,84
124,T123,T123,J.B. Holmes,89,35.35,3005,85
125,T123,T123,Seung-Yul Noh,65,35.35,2298,65
126,127,127,Michael Putnam,87,35.36,3006,85
127,T128,T128,Ricky Barnes,82,35.38,2760,78
128,T128,T128,Ken Duke,93,35.38,3149,89
129,T128,T128,Byron Smith,59,35.38,1946,55
130,T128,T128,Cameron Tringale,96,35.38,3396,96
131,T132,T132,Derek Ernst,75,35.39,2513,71
132,T132,T132,Davis Love III,51,35.39,1805,51
133,T134,T134,Ryo Ishikawa,90,35.4,3115,88
134,T134,T134,Greg Owen,58,35.4,2053,58
135,136,136,Bo Van Pelt,81,35.41,2797,79
136,137,137,Charlie Beljan,76,35.42,2550,72
137,138,138,Charl Schwartzel,67,35.43,2232,63
138,139,139,Roberto Castro,54,35.44,1772,50
139,T140,T140,Hunter Mahan,88,35.45,2978,84
140,T140,T140,Ian Poulter,68,35.45,2304,65
141,T142,T142,Justin Leonard,61,35.46,2163,61
142,T142,T142,Tyrone Van Aswegen,58,35.46,1915,54
143,T144,T144,Michael Thompson,83,35.47,2873,81
144,T144,T144,Gary Woodland,81,35.47,2625,74
145,T146,T146,Derek Fathauer,81,35.48,2732,77
146,T146,T146,Carlos Ortiz,100,35.48,3406,96
147,148,148,Charley Hoffman,97,35.49,3336,94
148,T149,T149,D.A. Points,72,35.51,2486,70
149,T149,T149,Jhonattan Vegas,90,35.51,3054,86
150,151,151,Robert Garrigus,70,35.52,2344,66
151,152,152,Jonas Blixt,78,35.53,2629,74
152,153,153,Billy Hurley III,83,35.54,2808,79
153,T154,T154,Jamie Donaldson,50,35.55,1671,47
154,T154,T154,Gonzalo Fernandez-Castaño,81,35.55,2737,77
155,T156,T156,Lucas Glover,79,35.56,2809,79
156,T156,T156,Retief Goosen,81,35.56,2738,77
157,T156,T156,Tim Wilkinson,73,35.56,2525,71
158,159,159,Brice Garnett,81,35.57,2810,79
159,T160,T160,Eric Axley,57,35.58,1957,55
160,T160,T160,Chris Kirk,76,35.58,2597,73
161,T160,T160,Sam Saunders,83,35.58,2882,81
162,T163,T163,Brian Davis,86,35.59,2918,82
163,T163,T163,Marc Leishman,74,35.59,2491,70
164,165,165,Camilo Villegas,83,35.6,2955,83
165,166,166,Lee Westwood,56,35.62,1852,52
166,167,167,Ben Crane,62,35.64,2067,58
167,T168,T168,Oscar Fraustro,58,35.65,1925,54
168,T168,T168,Sung Joon Park,79,35.65,2745,77
169,170,170,Padraig Harrington,60,35.67,2140,60
170,171,171,Scott Stallings,60,35.68,2141,60
171,T172,T172,Troy Merritt,91,35.69,3248,91
172,T172,T172,Geoff Ogilvy,50,35.69,1713,48
173,174,174,Andrew Svoboda,80,35.72,2786,78
174,175,175,John Senden,80,35.73,2680,75
175,176,176,Nicholas Thompson,90,35.76,3075,86
176,177,177,Jim Renner,68,35.79,2362,66
177,178,178,Ángel Cabrera,53,35.81,1898,53
178,179,179,Robert Allenby,63,35.85,2115,59
179,180,180,Max Homa,78,35.92,2658,74
180,181,181,Andrew Putnam,68,35.95,2301,64
181,182,182,Andres Romero,69,35.97,2374,66
182,183,183,Ernie Els,57,36.04,2054,57
183,184,184,Matt Every,73,36.17,2532,70
