,Back_9_Round_1_Scoring_Average_RANK THIS WEEK,Back_9_Round_1_Scoring_Average_RANK LAST WEEK,Back_9_Round_1_Scoring_Average_PLAYER NAME,Back_9_Round_1_Scoring_Average_AVG,Back_9_Round_1_Scoring_Average_TOTAL STROKES,Back_9_Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Henrik Stenson,34.2,513,15
1,2,2,Bubba Watson,34.28,617,18
2,3,3,Jason Day,34.53,656,19
3,4,4,John Peterson,34.54,829,24
4,5,5,Zach Johnson,34.63,831,24
5,6,6,William McGirt,34.7,1041,30
6,7,7,Kevin Na,34.72,868,25
7,8,8,Michael Putnam,34.74,938,27
8,9,9,Michael Thompson,34.77,904,26
9,T10,T10,Rickie Fowler,34.85,697,20
10,T10,T10,Ryo Ishikawa,34.85,941,27
11,T12,T12,Jonathan Byrd,34.86,732,21
12,T12,T12,Harris English,34.86,976,28
13,14,14,Charles Howell III,34.9,1047,30
14,T15,T15,J.B. Holmes,34.96,839,24
15,T15,T15,Jason Kokrak,34.96,979,28
16,T15,T15,Matt Kuchar,34.96,839,24
17,18,18,Brian Stuard,34.97,1049,30
18,T19,T19,Steven Alker,35.0,735,21
19,T19,T19,Stewart Cink,35.0,805,23
20,T19,T19,Jim Herman,35.0,945,27
21,T19,T19,Jordan Spieth,35.0,840,24
22,T19,T19,Justin Thomas,35.0,1050,30
23,T24,T24,Aaron Baddeley,35.04,841,24
24,T24,T24,Paul Casey,35.04,806,23
25,T24,T24,Erik Compton,35.04,946,27
26,T24,T24,Mark Hubbard,35.04,806,23
27,T24,T24,Brendan Steele,35.04,806,23
28,29,29,Patrick Reed,35.08,912,26
29,30,30,Willy Wilcox,35.13,562,16
30,31,31,Sergio Garcia,35.14,492,14
31,32,32,Greg Owen,35.16,668,19
32,33,33,Martin Laird,35.17,844,24
33,34,34,Eric Axley,35.2,704,20
34,T35,T35,Chad Campbell,35.23,1057,30
35,T35,T35,Alex Prugh,35.23,916,26
36,T37,T37,Seung-Yul Noh,35.24,740,21
37,T37,T37,Rory Sabbatini,35.24,881,25
38,39,39,Chris Kirk,35.25,705,20
39,40,40,Phil Mickelson,35.26,670,19
40,41,41,Pat Perez,35.27,917,26
41,T42,T42,Danny Lee,35.28,1270,36
42,T42,T42,Carl Pettersson,35.28,1129,32
43,T44,T44,Daniel Berger,35.29,1094,31
44,T44,T44,Brendon de Jonge,35.29,1094,31
45,T44,T44,Matt Jones,35.29,847,24
