,First_Tee_Early_Lowest_Round_RANK THIS WEEK,First_Tee_Early_Lowest_Round_RANK LAST WEEK,First_Tee_Early_Lowest_Round_PLAYER NAME,First_Tee_Early_Lowest_Round_ROUNDS,First_Tee_Early_Lowest_Round_LOW RND
0,T1,T1,Jason Bohn,95,61
1,T1,T1,Troy Merritt,91,61
2,T3,T3,Jonas Blixt,78,62
3,T3,T3,Steven Bowditch,103,62
4,T3,T3,Jason Day,75,62
5,T3,T3,Dustin Johnson,75,62
6,T3,T3,Jerry Kelly,79,62
7,T3,T3,Chris Kirk,76,62
8,T3,T3,Scott Langley,94,62
9,T3,T3,Carlos Ortiz,100,62
10,T11,T11,Charlie Beljan,76,63
11,T11,T11,Jonathan Byrd,69,63
12,T11,T11,Brendon de Jonge,106,63
13,T11,T11,Ken Duke,93,63
14,T11,T11,Derek Ernst,75,63
15,T11,T11,Retief Goosen,81,63
16,T11,T11,Adam Hadwin,95,63
17,T11,T11,Russell Henley,87,63
18,T11,T11,Jim Herman,88,63
19,T11,T11,Charley Hoffman,97,63
20,T11,T11,Hiroshi Iwata,12,63
21,T11,T11,Zach Johnson,90,63
22,T11,T11,Matt Jones,89,63
23,T11,T11,Spencer Levin,99,63
24,T11,T11,Hideki Matsuyama,95,63
25,T11,T11,George McNeill,93,63
26,T11,T11,Ryan Palmer,80,63
27,T11,T11,Scott Pinckney,88,63
28,T11,T11,Michael Putnam,87,63
29,T11,T11,Jonathan Randolph,72,63
30,T11,T11,Patrick Rodgers,57,63
31,T11,T11,Justin Rose,69,63
32,T11,T11,Marcel Siem,26,63
33,T11,T11,Brandt Snedeker,98,63
34,T11,T11,Kevin Streelman,95,63
35,T11,T11,Vaughn Taylor,46,63
36,T11,T11,Camilo Villegas,83,63
37,T38,T38,Stuart Appleby,23,64
38,T38,T38,Aaron Baddeley,76,64
39,T38,T38,Blayne Barber,76,64
40,T38,T38,Zac Blair,108,64
41,T38,T38,Keegan Bradley,87,64
42,T38,T38,Kevin Chappell,86,64
43,T38,T38,Stewart Cink,77,64
44,T38,T38,Brian Davis,86,64
45,T38,T38,Graham DeLaet,65,64
46,T38,T38,Tony Finau,106,64
47,T38,T38,Jim Furyk,71,64
48,T38,T38,Fabián Gómez,83,64
49,T38,T38,Bill Haas,89,64
50,T38,T38,James Hahn,94,64
51,T38,T38,David Hearn,97,64
52,T38,T38,Tom Hoge,83,64
53,T38,T38,Charles Howell III,105,64
54,T38,T38,Freddie Jacobson,48,64
55,T38,T38,Brooks Koepka,84,64
56,T38,T38,Martin Laird,77,64
57,T38,T38,Danny Lee,120,64
58,T38,T38,Marc Leishman,74,64
59,T38,T38,David Lingmerth,90,64
60,T38,T38,Hunter Mahan,88,64
