,Back_9_Round_4_Scoring_Average_RANK THIS WEEK,Back_9_Round_4_Scoring_Average_RANK LAST WEEK,Back_9_Round_4_Scoring_Average_PLAYER NAME,Back_9_Round_4_Scoring_Average_AVG,Back_9_Round_4_Scoring_Average_TOTAL STROKES,Back_9_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Willy Wilcox,34.18,376,11
1,T2,T2,Chez Reavie,34.25,274,8
2,T2,T2,Lee Westwood,34.25,411,12
3,4,4,David Hearn,34.28,617,18
4,5,5,Robert Streb,34.32,858,25
5,6,6,Chad Collins,34.33,515,15
6,7,7,Sung Joon Park,34.38,447,13
7,8,8,Jerry Kelly,34.4,516,15
8,9,9,Jason Day,34.41,585,17
9,10,10,Tony Finau,34.45,758,22
10,T11,T11,Daniel Berger,34.47,586,17
11,T11,T11,Henrik Stenson,34.47,517,15
12,T13,T13,Zach Johnson,34.53,656,19
13,T13,T13,Dustin Johnson,34.53,587,17
14,T13,T13,Rory Sabbatini,34.53,518,15
15,16,16,Jon Curran,34.55,380,11
16,17,17,Hideki Matsuyama,34.57,726,21
17,18,18,Jordan Spieth,34.6,692,20
18,19,19,Colt Knost,34.63,554,16
19,T20,T20,Billy Hurley III,34.67,416,12
20,T20,T20,Kevin Kisner,34.67,728,21
21,T20,T20,Kyle Reifers,34.67,520,15
22,23,23,John Huh,34.68,659,19
23,24,24,Marc Leishman,34.69,451,13
24,25,25,Johnson Wagner,34.7,347,10
25,26,26,Davis Love III,34.71,243,7
26,27,27,Jonas Blixt,34.73,382,11
27,28,28,Brian Harman,34.75,556,16
28,29,29,Tom Hoge,34.77,452,13
29,30,30,Roberto Castro,34.78,313,9
30,31,31,Blayne Barber,34.82,383,11
31,32,32,Russell Henley,34.84,662,19
32,33,33,Nicholas Thompson,34.85,453,13
33,34,34,Jason Kokrak,34.88,558,16
34,35,35,Robert Garrigus,34.89,314,9
35,36,36,Brice Garnett,34.91,384,11
36,T37,T37,Lucas Glover,34.92,419,12
37,T37,T37,Louis Oosthuizen,34.92,454,13
38,39,39,Paul Casey,34.94,629,18
39,40,40,Ben Martin,34.95,664,19
40,41,41,Harris English,34.96,804,23
41,T42,T42,Jason Bohn,35.0,700,20
42,T42,T42,Jonathan Byrd,35.0,385,11
43,T42,T42,Max Homa,35.0,350,10
44,T42,T42,Carl Pettersson,35.0,735,21
45,T42,T42,Webb Simpson,35.0,630,18
46,T42,T42,Brandt Snedeker,35.0,735,21
47,T42,T42,Steve Wheatcroft,35.0,455,13
48,T49,T49,Keegan Bradley,35.05,666,19
49,T49,T49,George McNeill,35.05,666,19
50,51,51,Alex Prugh,35.07,491,14
51,52,52,Danny Lee,35.08,842,24
52,T53,T53,Derek Ernst,35.1,351,10
53,T53,T53,Daniel Summerhays,35.1,737,21
54,55,55,Bubba Watson,35.13,562,16
55,T56,T56,Justin Rose,35.14,492,14
56,T56,T56,Chris Stroud,35.14,492,14
57,58,58,William McGirt,35.15,703,20
58,59,59,Steven Bowditch,35.16,668,19
59,60,60,Spencer Levin,35.17,633,18
60,61,61,Chris Kirk,35.19,563,16
61,T62,T62,Charley Hoffman,35.2,704,20
62,T62,T62,Mark Hubbard,35.2,528,15
63,T62,T62,John Merrick,35.2,352,10
64,T62,T62,David Toms,35.2,352,10
65,T62,T62,Jimmy Walker,35.2,704,20
66,67,67,Scott Langley,35.22,634,18
67,T68,T68,Billy Horschel,35.24,740,21
68,T68,T68,Nick Watney,35.24,599,17
69,70,70,Vijay Singh,35.25,564,16
70,T71,T71,Ken Duke,35.27,529,15
71,T71,T71,Jason Gore,35.27,388,11
72,T71,T71,Jim Herman,35.27,529,15
73,T74,T74,Robert Allenby,35.29,247,7
74,T74,T74,John Senden,35.29,494,14
75,76,76,Martin Flores,35.31,565,16
76,T77,T77,Jamie Donaldson,35.33,318,9
77,T77,T77,Fabián Gómez,35.33,530,15
78,T77,T77,Bryce Molder,35.33,636,18
79,T77,T77,D.A. Points,35.33,318,9
80,T77,T77,Mark Wilson,35.33,530,15
81,82,82,Russell Knox,35.35,707,20
82,83,83,Bo Van Pelt,35.36,389,11
83,84,84,Matt Jones,35.37,672,19
84,T85,T85,Ángel Cabrera,35.38,283,8
85,T85,T85,Ryo Ishikawa,35.38,566,16
86,T87,T87,Zac Blair,35.39,637,18
87,T87,T87,Brooks Koepka,35.39,637,18
88,T87,T87,Carlos Ortiz,35.39,637,18
89,T90,T90,Jim Renner,35.4,177,5
90,T90,T90,Andres Romero,35.4,354,10
91,T92,T92,David Lingmerth,35.41,602,17
92,T92,T92,Ryan Palmer,35.41,602,17
93,T94,T94,Eric Axley,35.43,248,7
94,T94,T94,Matt Kuchar,35.43,815,23
95,T94,T94,Justin Thomas,35.43,815,23
96,T97,T97,Matt Every,35.45,390,11
97,T97,T97,Whee Kim,35.45,390,11
98,T99,T99,Jim Furyk,35.47,532,15
99,T99,T99,Morgan Hoffmann,35.47,603,17
100,T99,T99,Hunter Mahan,35.47,674,19
101,T99,T99,John Peterson,35.47,603,17
