,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Robert Streb,30
1,2,2,Justin Thomas,30
2,3,3,Danny Lee,36
3,4,4,Tony Finau,31
4,5,5,Jordan Spieth,25
5,6,6,Kevin Kisner,30
6,T7,T7,Zac Blair,34
7,T7,T7,Patrick Reed,27
8,T9,T9,Steven Bowditch,32
9,T9,T9,Charles Howell III,30
10,T11,T11,Brendon de Jonge,31
11,T11,T11,Hideki Matsuyama,25
12,T11,T11,Pat Perez,26
13,14,14,William McGirt,30
14,T15,T15,Jason Bohn,27
15,T15,T15,Hudson Swafford,30
16,T17,T17,Daniel Berger,31
17,T17,T17,Jason Day,20
18,T17,T17,Harris English,29
19,T17,T17,Russell Knox,28
20,T17,T17,Matt Kuchar,25
21,22,22,Shawn Stefani,26
22,T23,T23,David Hearn,30
23,T23,T23,Kevin Na,27
24,T23,T23,Kyle Reifers,31
25,T26,T26,George McNeill,27
26,T26,T26,Daniel Summerhays,29
27,T28,T28,Zach Johnson,25
28,T28,T28,Bubba Watson,19
29,T30,T30,Jason Kokrak,28
30,T30,T30,Carl Pettersson,32
31,T30,T30,Brandt Snedeker,27
32,T30,T30,Brendan Steele,24
33,T34,T34,Scott Brown,30
34,T34,T34,Paul Casey,24
35,T34,T34,Alex Cejka,30
36,T34,T34,Brendon Todd,27
37,T38,T38,Chad Campbell,30
38,T38,T38,Jim Herman,27
39,T38,T38,Charley Hoffman,28
40,T38,T38,Billy Horschel,28
41,T38,T38,Colt Knost,29
42,T38,T38,Ben Martin,27
43,T38,T38,Bryce Molder,26
44,T38,T38,Mark Wilson,28
45,T46,T46,Adam Hadwin,30
46,T46,T46,James Hahn,28
47,T46,T46,J.B. Holmes,25
48,T46,T46,John Huh,31
49,T46,T46,Brooks Koepka,23
50,T46,T46,Carlos Ortiz,30
51,T46,T46,Jeff Overton,30
52,T46,T46,Nick Watney,28
53,T54,T54,Chad Collins,24
54,T54,T54,Matt Jones,25
55,T54,T54,Spencer Levin,31
56,T57,T57,Keegan Bradley,24
57,T57,T57,Brian Harman,29
58,T57,T57,Scott Piercy,28
59,T57,T57,Chris Stroud,28
60,T57,T57,Nick Taylor,28
61,T62,T62,Martin Flores,30
62,T62,T62,Ryo Ishikawa,28
63,T62,T62,David Lingmerth,28
64,T62,T62,Cameron Tringale,28
65,T66,T66,Bill Haas,25
66,T66,T66,Chesson Hadley,30
67,T66,T66,J.J. Henry,30
68,T66,T66,Tom Hoge,26
69,T66,T66,Jerry Kelly,24
70,T66,T66,Ryan Moore,24
71,T66,T66,Sean O'Hair,26
72,T66,T66,John Peterson,25
73,T66,T66,Kevin Streelman,27
74,T75,T75,Erik Compton,28
75,T75,T75,Rickie Fowler,21
76,T75,T75,Russell Henley,24
77,T75,T75,Scott Langley,28
78,T75,T75,Alex Prugh,27
79,T75,T75,Rory Sabbatini,25
80,T75,T75,Vijay Singh,23
81,T82,T82,Sangmoon Bae,30
82,T82,T82,Stewart Cink,23
83,T82,T82,Jon Curran,28
84,T82,T82,Dustin Johnson,21
85,T82,T82,Martin Laird,24
86,T82,T82,Webb Simpson,22
87,T88,T88,Fabián Gómez,26
88,T88,T88,Brian Stuard,31
89,T88,T88,Jimmy Walker,24
90,T91,T91,Kevin Chappell,26
91,T91,T91,Ken Duke,30
92,T91,T91,Scott Pinckney,27
93,T91,T91,Sam Saunders,28
94,T91,T91,Jhonattan Vegas,27
95,T91,T91,Boo Weekley,24
96,T97,T97,Graham DeLaet,22
