,Late_Par_5_Scoring_Average_RANK THIS WEEK,Late_Par_5_Scoring_Average_RANK LAST WEEK,Late_Par_5_Scoring_Average_PLAYER NAME,Late_Par_5_Scoring_Average_ROUNDS,Late_Par_5_Scoring_Average_AVG,Late_Par_5_Scoring_Average_TOTAL STROKES,Late_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Bubba Watson,71,4.39,602,137
1,2,2,Justin Thomas,106,4.47,877,196
2,3,3,Jamie Donaldson,50,4.49,292,65
3,T4,T4,Phil Mickelson,70,4.5,504,112
4,T4,T4,Justin Rose,69,4.5,571,127
5,T6,T6,Dustin Johnson,75,4.51,568,126
6,T6,T6,Brooks Koepka,84,4.51,595,132
7,T6,T6,Boo Weekley,79,4.51,640,142
8,T9,T9,Rickie Fowler,76,4.54,568,125
9,T9,T9,Kevin Kisner,104,4.54,709,156
10,T9,T9,Adam Scott,51,4.54,381,84
11,T9,T9,Vijay Singh,78,4.54,513,113
12,T9,T9,Brandt Snedeker,98,4.54,659,145
13,T9,T9,Hudson Swafford,97,4.54,727,160
14,T15,T15,Graham DeLaet,65,4.55,450,99
15,T15,T15,Harris English,105,4.55,678,149
16,T15,T15,Jimmy Walker,89,4.55,569,125
17,18,18,Mark Hubbard,79,4.56,606,133
18,T19,T19,Morgan Hoffmann,85,4.57,558,122
19,T19,T19,Jordan Spieth,91,4.57,854,187
20,T21,T21,Jason Day,75,4.58,651,142
21,T21,T21,Matt Kuchar,97,4.58,784,171
22,T21,T21,Michael Thompson,83,4.58,518,113
23,T24,T24,Brendon de Jonge,106,4.59,790,172
24,T24,T24,Louis Oosthuizen,68,4.59,514,112
25,T26,T26,Charlie Beljan,76,4.6,511,111
26,T26,T26,Daniel Berger,97,4.6,801,174
27,T26,T26,Chad Collins,79,4.6,492,107
28,T26,T26,Ryo Ishikawa,90,4.6,575,125
29,T26,T26,Zach Johnson,90,4.6,699,152
30,T26,T26,Scott Langley,94,4.6,617,134
31,T26,T26,David Lingmerth,90,4.6,722,157
32,T26,T26,Carlos Ortiz,100,4.6,708,154
33,T26,T26,Jonathan Randolph,72,4.6,570,124
34,T26,T26,Webb Simpson,81,4.6,511,111
35,T36,T36,Steven Alker,62,4.61,401,87
36,T36,T36,Aaron Baddeley,76,4.61,452,98
37,T36,T36,Chris Kirk,76,4.61,549,119
38,T36,T36,Jason Kokrak,88,4.61,608,132
39,T36,T36,Scott Piercy,90,4.61,631,137
40,T36,T36,Charl Schwartzel,67,4.61,512,111
41,T36,T36,Cameron Tringale,96,4.61,752,163
42,T43,T43,Jonas Blixt,78,4.62,610,132
43,T43,T43,Chad Campbell,97,4.62,762,165
44,T43,T43,Sergio Garcia,59,4.62,485,105
45,T43,T43,Charley Hoffman,97,4.62,711,154
46,T43,T43,Charles Howell III,105,4.62,748,162
47,T43,T43,Danny Lee,120,4.62,878,190
48,T43,T43,Francesco Molinari,56,4.62,351,76
49,T43,T43,Andres Romero,69,4.62,453,98
50,T43,T43,Rory Sabbatini,81,4.62,633,137
51,T43,T43,Shawn Stefani,94,4.62,665,144
52,T43,T43,Robert Streb,110,4.62,767,166
53,T43,T43,Kevin Streelman,95,4.62,651,141
54,T43,T43,Jhonattan Vegas,90,4.62,568,123
55,T56,T56,Scott Brown,97,4.63,717,155
56,T56,T56,Robert Garrigus,70,4.63,481,104
57,T56,T56,Bill Haas,89,4.63,621,134
58,T56,T56,J.B. Holmes,89,4.63,690,149
59,T56,T56,Billy Horschel,99,4.63,750,162
60,T56,T56,Hideki Matsuyama,95,4.63,759,164
61,T56,T56,Patrick Rodgers,57,4.63,361,78
62,T56,T56,Sam Saunders,83,4.63,621,134
63,T64,T64,Paul Casey,87,4.64,538,116
64,T64,T64,Russell Henley,87,4.64,571,123
65,T64,T64,Russell Knox,96,4.64,719,155
66,T64,T64,Alex Prugh,84,4.64,534,115
67,T64,T64,Kyle Reifers,96,4.64,552,119
68,T64,T64,John Senden,80,4.64,524,113
69,T64,T64,Nick Taylor,91,4.64,622,134
70,T64,T64,Nick Watney,91,4.64,696,150
71,T72,T72,Fabián Gómez,83,4.65,539,116
72,T72,T72,J.J. Henry,94,4.65,591,127
73,T72,T72,Tom Hoge,83,4.65,474,102
74,T72,T72,Ryan Moore,81,4.65,683,147
75,T72,T72,D.A. Points,72,4.65,460,99
76,T72,T72,Brendan Steele,88,4.65,628,135
77,T78,T78,Ricky Barnes,82,4.66,666,143
78,T78,T78,Greg Chalmers,58,4.66,345,74
79,T78,T78,Tony Finau,106,4.66,787,169
80,T78,T78,Lucas Glover,79,4.66,601,129
81,T78,T78,Brian Harman,90,4.66,653,140
82,T78,T78,Jim Herman,88,4.66,624,134
83,T78,T78,Max Homa,78,4.66,540,116
84,T78,T78,Ryan Palmer,80,4.66,536,115
85,T78,T78,Carl Pettersson,106,4.66,681,146
86,T78,T78,Daniel Summerhays,101,4.66,681,146
87,T78,T78,Brendon Todd,96,4.66,680,146
88,T78,T78,Tyrone Van Aswegen,58,4.66,396,85
89,T78,T78,Gary Woodland,81,4.66,508,109
90,T91,T91,Alex Cejka,94,4.67,701,150
91,T91,T91,Luke Donald,71,4.67,476,102
92,T91,T91,Ken Duke,93,4.67,537,115
93,T91,T91,Martin Flores,95,4.67,602,129
94,T91,T91,Adam Hadwin,95,4.67,668,143
95,T91,T91,Matt Jones,89,4.67,724,155
96,T91,T91,Kevin Na,98,4.67,761,163
97,T91,T91,Pat Perez,96,4.67,687,147
98,T91,T91,Scott Pinckney,88,4.67,677,145
99,T91,T91,Ian Poulter,68,4.67,560,120
100,T91,T91,Patrick Reed,103,4.67,836,179
101,T91,T91,Steve Wheatcroft,87,4.67,635,136
102,T103,T103,Jason Bohn,95,4.68,772,165
103,T103,T103,Keegan Bradley,87,4.68,604,129
104,T103,T103,Stewart Cink,77,4.68,552,118
105,T103,T103,Ernie Els,57,4.68,426,91
106,T103,T103,Retief Goosen,81,4.68,609,130
107,T103,T103,George McNeill,93,4.68,683,146
108,T103,T103,Seung-Yul Noh,65,4.68,463,99
109,T110,T110,Sangmoon Bae,98,4.69,661,141
110,T110,T110,David Hearn,97,4.69,656,140
111,T110,T110,Whee Kim,71,4.69,507,108
112,T110,T110,Marc Leishman,74,4.69,469,100
113,T110,T110,Davis Love III,51,4.69,333,71
114,T110,T110,Cameron Percy,72,4.69,544,116
115,T110,T110,Andrew Svoboda,80,4.69,553,118
116,T117,T117,Zac Blair,108,4.7,709,151
117,T117,T117,Kevin Chappell,86,4.7,620,132
118,T117,T117,Jason Dufner,76,4.7,489,104
119,T117,T117,Andres Gonzales,90,4.7,682,145
120,T117,T117,James Hahn,94,4.7,606,129
121,T117,T117,Hunter Mahan,88,4.7,545,116
122,T117,T117,William McGirt,103,4.7,635,135
123,T117,T117,Sean O'Hair,86,4.7,681,145
124,T117,T117,Jeff Overton,94,4.7,639,136
125,T117,T117,Sung Joon Park,79,4.7,503,107
126,T117,T117,John Peterson,84,4.7,540,115
127,T117,T117,Michael Putnam,87,4.7,601,128
128,T117,T117,Henrik Stenson,63,4.7,555,118
129,T117,T117,Camilo Villegas,83,4.7,508,108
130,T117,T117,Johnson Wagner,68,4.7,470,100
131,T132,T132,Steven Bowditch,103,4.71,711,151
132,T132,T132,Jonathan Byrd,69,4.71,490,104
133,T132,T132,Brice Garnett,81,4.71,560,119
134,T132,T132,Luke Guthrie,84,4.71,561,119
135,T132,T132,John Huh,102,4.71,542,115
136,T132,T132,Colt Knost,90,4.71,575,122
137,T132,T132,John Merrick,78,4.71,570,121
138,T132,T132,Greg Owen,58,4.71,405,86
139,T132,T132,Jim Renner,68,4.71,476,101
140,T132,T132,Byron Smith,59,4.71,400,85
141,T132,T132,Chris Stroud,84,4.71,593,126
142,T143,T143,Ángel Cabrera,53,4.72,340,72
143,T143,T143,Jon Curran,83,4.72,600,127
144,T143,T143,Jerry Kelly,79,4.72,580,123
145,T143,T143,Martin Laird,77,4.72,562,119
146,T143,T143,Justin Leonard,61,4.72,434,92
