,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Scott Stallings,65.0,65,1
1,2,2,Jordan Spieth,66.89,602,9
2,T3,T3,Ben Crane,67.0,67,1
3,T3,T3,Lucas Glover,67.0,67,1
4,T3,T3,Vijay Singh,67.0,67,1
5,6,6,Tony Finau,67.29,471,7
6,7,7,Ben Martin,67.6,338,5
7,8,8,Henrik Stenson,67.67,406,6
8,9,9,Charles Howell III,67.75,271,4
9,10,10,Robert Streb,67.88,543,8
10,T11,T11,Jason Day,68.0,408,6
11,T11,T11,Russell Knox,68.0,408,6
12,T11,T11,Brendon Todd,68.0,68,1
13,T11,T11,Gary Woodland,68.0,136,2
14,15,15,Brendan Steele,68.2,341,5
15,T16,T16,Mark Hubbard,68.25,273,4
16,T16,T16,Steve Wheatcroft,68.25,546,8
17,18,18,Shawn Stefani,68.29,478,7
18,T19,T19,Russell Henley,68.4,342,5
19,T19,T19,Boo Weekley,68.4,342,5
20,21,21,Jason Bohn,68.43,479,7
21,T22,T22,Brice Garnett,68.5,274,4
22,T22,T22,Jimmy Walker,68.5,685,10
23,T24,T24,Jason Gore,68.67,206,3
24,T24,T24,Ryan Moore,68.67,206,3
25,26,26,Jerry Kelly,68.8,344,5
26,T27,T27,Scott Brown,69.0,276,4
27,T27,T27,Chad Collins,69.0,276,4
28,T27,T27,Billy Hurley III,69.0,690,10
29,T27,T27,David Lingmerth,69.0,276,4
30,T27,T27,George McNeill,69.0,207,3
31,T27,T27,Webb Simpson,69.0,414,6
32,T27,T27,Daniel Summerhays,69.0,483,7
33,T27,T27,Hudson Swafford,69.0,552,8
34,T27,T27,Bubba Watson,69.0,345,5
35,36,36,Jim Furyk,69.11,622,9
36,T37,T37,Matt Kuchar,69.25,554,8
37,T37,T37,Louis Oosthuizen,69.25,277,4
38,39,39,Marc Leishman,69.29,485,7
39,40,40,Brendon de Jonge,69.3,693,10
40,T41,T41,James Hahn,69.33,416,6
41,T41,T41,Ryan Palmer,69.33,208,3
42,T41,T41,Scott Pinckney,69.33,416,6
43,T41,T41,Willy Wilcox,69.33,416,6
44,45,45,Zach Johnson,69.36,763,11
45,46,46,Michael Putnam,69.38,555,8
46,T47,T47,Jon Curran,69.4,347,5
47,T47,T47,Martin Laird,69.4,347,5
48,T49,T49,Ángel Cabrera,69.43,486,7
49,T49,T49,Nick Taylor,69.43,486,7
50,T51,T51,Charley Hoffman,69.5,417,6
51,T51,T51,Patrick Rodgers,69.5,417,6
52,53,53,Davis Love III,69.57,487,7
53,T54,T54,Harris English,69.63,557,8
54,T54,T54,Brooks Koepka,69.63,557,8
55,T56,T56,Kevin Kisner,69.67,418,6
56,T56,T56,Cameron Percy,69.67,418,6
57,58,58,Adam Hadwin,69.71,488,7
58,T59,T59,Chad Campbell,69.75,558,8
59,T59,T59,Kevin Na,69.75,279,4
60,61,61,David Toms,69.78,628,9
61,62,62,Jeff Overton,69.79,977,14
62,63,63,Alex Prugh,69.83,419,6
63,64,64,Spencer Levin,69.88,559,8
64,65,65,Patrick Reed,69.9,699,10
65,T66,T66,John Huh,70.0,490,7
66,T66,T66,Bill Lunde,70.0,280,4
67,T66,T66,Pat Perez,70.0,350,5
68,T66,T66,Rory Sabbatini,70.0,280,4
69,T66,T66,Lee Westwood,70.0,210,3
70,T66,T66,Mark Wilson,70.0,210,3
71,72,72,Billy Horschel,70.08,911,13
72,73,73,Kevin Chappell,70.11,631,9
73,74,74,Nick Watney,70.14,491,7
74,T75,T75,Derek Fathauer,70.17,421,6
75,T75,T75,Scott Langley,70.17,421,6
76,77,77,Luke Donald,70.2,351,5
77,T78,T78,Jason Dufner,70.25,281,4
78,T78,T78,Fabián Gómez,70.25,562,8
79,T80,T80,J.J. Henry,70.29,492,7
80,T80,T80,Danny Lee,70.29,492,7
81,T80,T80,Chez Reavie,70.29,492,7
82,T83,T83,Retief Goosen,70.33,211,3
83,T83,T83,Byron Smith,70.33,422,6
84,T83,T83,Tyrone Van Aswegen,70.33,211,3
85,T86,T86,Martin Flores,70.38,563,8
86,T86,T86,Sam Saunders,70.38,563,8
87,T88,T88,Steven Alker,70.4,352,5
88,T88,T88,Andres Gonzales,70.4,352,5
89,T88,T88,Camilo Villegas,70.4,352,5
90,91,91,Andres Romero,70.43,493,7
91,92,92,Carlos Ortiz,70.44,634,9
92,T93,T93,Aaron Baddeley,70.5,423,6
93,T93,T93,Greg Chalmers,70.5,141,2
94,T93,T93,Stewart Cink,70.5,423,6
95,T93,T93,Oscar Fraustro,70.5,423,6
96,T93,T93,J.B. Holmes,70.5,282,4
97,T93,T93,Geoff Ogilvy,70.5,141,2
98,T93,T93,Chris Stroud,70.5,423,6
99,100,100,Carl Pettersson,70.56,635,9
100,101,101,Zac Blair,70.57,494,7
101,T102,T102,Keegan Bradley,70.6,353,5
102,T102,T102,Hideki Matsuyama,70.6,353,5
103,T102,T102,William McGirt,70.6,353,5
104,105,105,Justin Rose,70.63,565,8
105,T106,T106,Seung-Yul Noh,70.67,212,3
106,T106,T106,Sung Joon Park,70.67,636,9
107,T108,T108,Alex Cejka,70.75,283,4
108,T108,T108,Robert Garrigus,70.75,283,4
109,T108,T108,Bryce Molder,70.75,283,4
110,111,111,Jonathan Byrd,70.78,637,9
111,T112,T112,Brian Davis,70.8,354,5
112,T112,T112,Brian Harman,70.8,354,5
113,T112,T112,Chris Kirk,70.8,354,5
114,T115,T115,Luke Guthrie,70.83,425,6
115,T115,T115,Bill Haas,70.83,425,6
116,T117,T117,K.J. Choi,71.0,355,5
117,T117,T117,John Peterson,71.0,355,5
118,T117,T117,D.A. Points,71.0,213,3
119,T117,T117,Nicholas Thompson,71.0,568,8
120,121,121,David Hearn,71.14,498,7
121,122,122,Greg Owen,71.17,427,6
122,T123,T123,Ernie Els,71.25,570,8
123,T123,T123,Justin Leonard,71.25,285,4
124,T123,T123,Kevin Streelman,71.25,285,4
125,T123,T123,Johnson Wagner,71.25,570,8
126,127,127,Jhonattan Vegas,71.29,499,7
127,T128,T128,Daniel Berger,71.33,428,6
128,T128,T128,Charl Schwartzel,71.33,214,3
129,T128,T128,Adam Scott,71.33,428,6
130,131,131,Morgan Hoffmann,71.4,357,5
131,132,132,Tom Hoge,71.43,500,7
132,T133,T133,Brandt Snedeker,71.44,643,9
133,T133,T133,Bo Van Pelt,71.44,643,9
134,T135,T135,Jamie Donaldson,71.5,143,2
135,T135,T135,Sergio Garcia,71.5,143,2
136,T135,T135,Brian Stuard,71.5,572,8
137,T135,T135,Andrew Svoboda,71.5,286,4
138,T135,T135,Justin Thomas,71.5,572,8
139,T140,T140,Jason Kokrak,71.56,644,9
140,T140,T140,Sean O'Hair,71.56,644,9
141,142,142,Gonzalo Fernandez-Castaño,71.57,501,7
142,143,143,Whee Kim,71.6,358,5
143,T144,T144,Jim Herman,71.63,573,8
144,T144,T144,Jim Renner,71.63,573,8
145,146,146,Cameron Tringale,71.64,788,11
146,147,147,Matt Every,71.67,430,6
147,148,148,Michael Thompson,71.75,574,8
148,T149,T149,Phil Mickelson,71.83,431,6
149,T149,T149,Jonathan Randolph,71.83,431,6
150,151,151,Dustin Johnson,71.86,503,7
151,T152,T152,Erik Compton,71.88,575,8
152,T152,T152,Colt Knost,71.88,575,8
153,154,154,Max Homa,71.91,791,11
154,T155,T155,Robert Allenby,72.0,432,6
155,T155,T155,Steven Bowditch,72.0,288,4
156,T155,T155,Padraig Harrington,72.0,432,6
157,T155,T155,Ryo Ishikawa,72.0,504,7
158,T155,T155,Hunter Mahan,72.0,360,5
159,T155,T155,Troy Merritt,72.0,360,5
160,T155,T155,John Senden,72.0,216,3
161,T155,T155,Tim Wilkinson,72.0,504,7
162,163,163,Roger Sloan,72.13,577,8
163,164,164,Ian Poulter,72.14,505,7
164,165,165,John Merrick,72.2,361,5
165,T166,T166,Ricky Barnes,72.25,289,4
166,T166,T166,Francesco Molinari,72.25,289,4
167,168,168,Paul Casey,72.33,217,3
168,T169,T169,Rickie Fowler,72.4,362,5
169,T169,T169,Matt Jones,72.4,362,5
170,T171,T171,Derek Ernst,72.43,507,7
171,T171,T171,Heath Slocum,72.43,507,7
172,T173,T173,Sangmoon Bae,72.5,290,4
173,T173,T173,Roberto Castro,72.5,290,4
174,T173,T173,Graham DeLaet,72.5,290,4
175,176,176,Blayne Barber,72.67,436,6
176,177,177,Chesson Hadley,72.8,364,5
177,T178,T178,Andrew Putnam,72.86,510,7
178,T178,T178,Kyle Reifers,72.86,510,7
179,T180,T180,Eric Axley,73.0,511,7
180,T180,T180,Ken Duke,73.0,365,5
181,182,182,Jonas Blixt,73.33,440,6
182,183,183,Charlie Beljan,73.71,516,7
183,184,184,Scott Piercy,74.25,297,4
