,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,T1,T1,Chad Campbell,97,2.94,571,194
1,T1,T1,Byron Smith,59,2.94,326,111
2,T1,T1,Tyrone Van Aswegen,58,2.94,321,109
3,T4,T4,Billy Hurley III,83,2.95,469,159
4,T4,T4,Martin Laird,77,2.95,454,154
5,T4,T4,Justin Rose,69,2.95,377,128
6,T4,T4,Robert Streb,110,2.95,638,216
7,8,8,Jim Herman,88,2.96,524,177
8,T9,T9,Aaron Baddeley,76,2.97,443,149
9,T9,T9,Sangmoon Bae,98,2.97,583,196
10,T9,T9,Jason Day,75,2.97,419,141
11,T9,T9,Jerry Kelly,79,2.97,469,158
12,T9,T9,Michael Putnam,87,2.97,508,171
13,T9,T9,Kyle Reifers,96,2.97,549,185
14,T9,T9,Nick Taylor,91,2.97,543,183
15,T16,T16,Ricky Barnes,82,2.98,468,157
16,T16,T16,Graham DeLaet,65,2.98,379,127
17,T16,T16,Scott Piercy,90,2.98,536,180
18,T16,T16,David Toms,62,2.98,346,116
19,T20,T20,Steven Alker,62,2.99,362,121
20,T20,T20,Stewart Cink,77,2.99,448,150
21,T20,T20,Luke Donald,71,2.99,412,138
22,T20,T20,Martin Flores,95,2.99,544,182
23,T20,T20,Luke Guthrie,84,2.99,491,164
24,T20,T20,Russell Knox,96,2.99,568,190
25,T20,T20,Danny Lee,120,2.99,714,239
26,T20,T20,Patrick Reed,103,2.99,589,197
27,T20,T20,Chris Stroud,84,2.99,506,169
28,T20,T20,Bubba Watson,71,2.99,400,134
29,T30,T30,Zac Blair,108,3.0,626,209
30,T30,T30,Erik Compton,86,3.0,516,172
31,T30,T30,Ben Crane,62,3.0,348,116
32,T30,T30,Brendon de Jonge,106,3.0,635,212
33,T30,T30,Tony Finau,106,3.0,635,212
34,T30,T30,Sergio Garcia,59,3.0,324,108
35,T30,T30,Roger Sloan,56,3.0,315,105
36,T30,T30,Justin Thomas,106,3.0,637,212
37,T38,T38,Jason Bohn,95,3.01,575,191
38,T38,T38,Scott Brown,97,3.01,587,195
39,T38,T38,Jon Curran,83,3.01,479,159
40,T38,T38,Colt Knost,90,3.01,521,173
41,T38,T38,Hideki Matsuyama,95,3.01,535,178
42,T38,T38,George McNeill,93,3.01,559,186
43,T38,T38,Ryan Moore,81,3.01,464,154
44,T38,T38,Sung Joon Park,79,3.01,467,155
45,T38,T38,Pat Perez,96,3.01,581,193
46,T38,T38,Andrew Putnam,68,3.01,388,129
47,T38,T38,Jonathan Randolph,72,3.01,424,141
48,T38,T38,Shawn Stefani,94,3.01,566,188
49,T38,T38,Daniel Summerhays,101,3.01,611,203
50,T38,T38,Mark Wilson,89,3.01,512,170
51,T52,T52,Keegan Bradley,87,3.02,501,166
52,T52,T52,K.J. Choi,66,3.02,374,124
53,T52,T52,Brian Davis,86,3.02,498,165
54,T52,T52,Brice Garnett,81,3.02,477,158
55,T52,T52,Fabián Gómez,83,3.02,505,167
56,T52,T52,Zach Johnson,90,3.02,514,170
57,T52,T52,Bill Lunde,50,3.02,281,93
58,T52,T52,Scott Pinckney,88,3.02,534,177
59,T52,T52,Jim Renner,68,3.02,402,133
60,T52,T52,Patrick Rodgers,57,3.02,320,106
61,T52,T52,Rory Sabbatini,81,3.02,493,163
62,T52,T52,Johnson Wagner,68,3.02,414,137
63,T64,T64,Alex Cejka,94,3.03,560,185
64,T64,T64,David Hearn,97,3.03,584,193
65,T64,T64,J.J. Henry,94,3.03,549,181
66,T64,T64,Charles Howell III,105,3.03,636,210
67,T64,T64,Mark Hubbard,79,3.03,470,155
68,T64,T64,Scott Langley,94,3.03,561,185
69,T64,T64,Ben Martin,93,3.03,533,176
70,T64,T64,William McGirt,103,3.03,627,207
71,T64,T64,Bryce Molder,91,3.03,530,175
72,T64,T64,Cameron Percy,72,3.03,427,141
73,T64,T64,Alex Prugh,84,3.03,488,161
74,T64,T64,Sam Saunders,83,3.03,494,163
75,T64,T64,Vijay Singh,78,3.03,475,157
76,T64,T64,Brandt Snedeker,98,3.03,573,189
77,T64,T64,Hudson Swafford,97,3.03,578,191
78,T64,T64,Brendon Todd,96,3.03,554,183
79,T64,T64,Cameron Tringale,96,3.03,569,188
80,T81,T81,Chad Collins,79,3.04,484,159
81,T81,T81,Jason Dufner,76,3.04,432,142
82,T81,T81,Chesson Hadley,101,3.04,617,203
83,T81,T81,Whee Kim,71,3.04,423,139
84,T81,T81,Kevin Kisner,104,3.04,629,207
85,T81,T81,Marc Leishman,74,3.04,414,136
86,T81,T81,Spencer Levin,99,3.04,592,195
87,T81,T81,David Lingmerth,90,3.04,538,177
88,T81,T81,Davis Love III,51,3.04,313,103
89,T81,T81,Chez Reavie,56,3.04,344,113
90,T81,T81,Bo Van Pelt,81,3.04,483,159
91,T81,T81,Nick Watney,91,3.04,556,183
92,T81,T81,Gary Woodland,81,3.04,438,144
93,T94,T94,Roberto Castro,54,3.05,308,101
94,T94,T94,Ernie Els,57,3.05,339,111
95,T94,T94,Harris English,105,3.05,609,200
96,T94,T94,Jim Furyk,71,3.05,381,125
97,T94,T94,Retief Goosen,81,3.05,458,150
98,T94,T94,Jason Gore,76,3.05,442,145
99,T94,T94,James Hahn,94,3.05,570,187
100,T94,T94,John Huh,102,3.05,620,203
101,T94,T94,Matt Kuchar,97,3.05,562,184
102,T94,T94,Seung-Yul Noh,65,3.05,400,131
103,T94,T94,Jeff Overton,94,3.05,561,184
104,T94,T94,Ryan Palmer,80,3.05,461,151
105,T94,T94,Webb Simpson,81,3.05,464,152
106,T94,T94,Heath Slocum,57,3.05,326,107
107,T94,T94,Jordan Spieth,91,3.05,527,173
108,T94,T94,Kevin Streelman,95,3.05,552,181
109,T94,T94,Michael Thompson,83,3.05,497,163
110,T94,T94,Steve Wheatcroft,87,3.05,509,167
111,T112,T112,Robert Allenby,63,3.06,361,118
112,T112,T112,Steven Bowditch,103,3.06,622,203
113,T112,T112,Rickie Fowler,76,3.06,429,140
114,T112,T112,Adam Hadwin,95,3.06,569,186
115,T112,T112,Matt Jones,89,3.06,517,169
116,T112,T112,Francesco Molinari,56,3.06,312,102
117,T112,T112,Carlos Ortiz,100,3.06,588,192
118,T112,T112,Brian Stuard,97,3.06,572,187
119,T112,T112,Andrew Svoboda,80,3.06,477,156
120,T112,T112,Jhonattan Vegas,90,3.06,527,172
121,T112,T112,Willy Wilcox,58,3.06,333,109
122,T123,T123,Daniel Berger,97,3.07,592,193
123,T123,T123,Jonas Blixt,78,3.07,451,147
124,T123,T123,Jonathan Byrd,69,3.07,402,131
125,T123,T123,Paul Casey,87,3.07,491,160
126,T123,T123,Ryo Ishikawa,90,3.07,541,176
127,T123,T123,Brooks Koepka,84,3.07,485,158
128,T123,T123,John Peterson,84,3.07,515,168
129,T123,T123,Carl Pettersson,106,3.07,645,210
130,T123,T123,Charl Schwartzel,67,3.07,375,122
131,T123,T123,Brendan Steele,88,3.07,515,168
132,T123,T123,Henrik Stenson,63,3.07,356,116
133,T123,T123,Camilo Villegas,83,3.07,510,166
134,T135,T135,Eric Axley,57,3.08,342,111
135,T135,T135,Charlie Beljan,76,3.08,446,145
136,T135,T135,Greg Chalmers,58,3.08,323,105
137,T135,T135,Gonzalo Fernandez-Castaño,81,3.08,474,154
138,T135,T135,Andres Gonzales,90,3.08,532,173
139,T135,T135,Brian Harman,90,3.08,549,178
140,T135,T135,Charley Hoffman,97,3.08,573,186
141,T135,T135,J.B. Holmes,89,3.08,520,169
142,T135,T135,Phil Mickelson,70,3.08,419,136
