,Tenth_Tee_Early_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_3_Scoring_Average_AVG,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Ben Martin,93,2.75,110,40
1,2,2,Scott Stallings,60,2.84,108,38
2,3,3,Robert Streb,110,2.86,217,76
3,T4,T4,Webb Simpson,81,2.87,149,52
4,T4,T4,Shawn Stefani,94,2.87,149,52
5,6,6,Billy Hurley III,83,2.88,236,82
6,T7,T7,Steven Bowditch,103,2.9,139,48
7,T7,T7,Brendon de Jonge,106,2.9,200,69
8,T7,T7,Brice Garnett,81,2.9,168,58
9,T7,T7,Ryan Moore,81,2.9,58,20
10,T7,T7,Byron Smith,59,2.9,139,48
11,T12,T12,Zac Blair,108,2.91,198,68
12,T12,T12,Keegan Bradley,87,2.91,230,79
13,T12,T12,Ben Crane,62,2.91,169,58
14,T12,T12,Whee Kim,71,2.91,198,68
15,T12,T12,Steve Wheatcroft,87,2.91,195,67
16,17,17,Jason Day,75,2.92,178,61
17,T18,T18,Chad Campbell,97,2.93,205,70
18,T18,T18,Louis Oosthuizen,68,2.93,132,45
19,T18,T18,Rory Sabbatini,81,2.93,117,40
20,T18,T18,Boo Weekley,79,2.93,132,45
21,T22,T22,Mark Hubbard,79,2.94,197,67
22,T22,T22,Chris Kirk,76,2.94,97,33
23,T22,T22,Colt Knost,90,2.94,273,93
24,T22,T22,Patrick Reed,103,2.94,285,97
25,T22,T22,Kevin Streelman,95,2.94,159,54
26,T22,T22,Daniel Summerhays,101,2.94,200,68
27,T22,T22,Bo Van Pelt,81,2.94,232,79
28,T29,T29,Harris English,105,2.95,224,76
29,T29,T29,Zach Johnson,90,2.95,248,84
30,T29,T29,Spencer Levin,99,2.95,233,79
31,T29,T29,Willy Wilcox,58,2.95,121,41
32,T33,T33,Aaron Baddeley,76,2.96,142,48
33,T33,T33,Chad Collins,79,2.96,281,95
34,T33,T33,Jason Gore,76,2.96,166,56
35,T33,T33,James Hahn,94,2.96,228,77
36,T33,T33,J.J. Henry,94,2.96,210,71
37,T33,T33,John Merrick,78,2.96,142,48
38,T33,T33,Jeff Overton,94,2.96,338,114
39,T33,T33,Cameron Percy,72,2.96,169,57
