,3-Putt_Avoidance_-_15-20_RANK THIS WEEK,3-Putt_Avoidance_-_15-20_RANK LAST WEEK,3-Putt_Avoidance_-_15-20_PLAYER NAME,3-Putt_Avoidance_-_15-20_ROUNDS,3-Putt_Avoidance_-_15-20_%,3-Putt_Avoidance_-_15-20_TOTAL 3 PUTTS,3-Putt_Avoidance_-_15-20_ATTEMPTS,3-Putt_Avoidance_-_15-20_2 PUTT OR BETTER %
0,T1,T1,Ricky Barnes,92,0.0,,138,100.0
1,T1,T1,Jonas Blixt,64,0.0,,79,100.0
2,T1,T1,Keegan Bradley,89,0.0,,127,100.0
3,T1,T1,Paul Casey,56,0.0,,69,100.0
4,T1,T1,Chad Collins,78,0.0,,106,100.0
5,T1,T1,Erik Compton,88,0.0,,131,100.0
6,T1,T1,Ben Curtis,77,0.0,,111,100.0
7,T1,T1,Jason Day,54,0.0,,60,100.0
8,T1,T1,Jim Furyk,84,0.0,,132,100.0
9,T1,T1,Sergio Garcia,61,0.0,,65,100.0
10,T1,T1,Bill Haas,107,0.0,,136,100.0
11,T1,T1,Charley Hoffman,93,0.0,,140,100.0
12,T1,T1,Jerry Kelly,80,0.0,,127,100.0
13,T1,T1,Kevin Kisner,85,0.0,,118,100.0
14,T1,T1,Bronson La'Cassie,51,0.0,,73,100.0
15,T1,T1,Richard Lee,80,0.0,,107,100.0
16,T1,T1,Justin Leonard,75,0.0,,98,100.0
17,T1,T1,Spencer Levin,59,0.0,,86,100.0
18,T1,T1,David Lingmerth,80,0.0,,120,100.0
19,T1,T1,Davis Love III,74,0.0,,110,100.0
20,T1,T1,Ryan Moore,86,0.0,,127,100.0
21,T1,T1,Geoff Ogilvy,84,0.0,,130,100.0
22,T1,T1,Louis Oosthuizen,50,0.0,,53,100.0
23,T1,T1,Carl Pettersson,91,0.0,,187,100.0
24,T1,T1,John Senden,99,0.0,,151,100.0
25,T1,T1,Heath Slocum,71,0.0,,134,100.0
26,T1,T1,Brian Stuard,91,0.0,,147,100.0
27,T1,T1,Andrew Svoboda,77,0.0,,134,100.0
28,T1,T1,Michael Thompson,74,0.0,,108,100.0
29,T1,T1,David Toms,64,0.0,,112,100.0
30,T1,T1,Jhonattan Vegas,77,0.0,,103,100.0
31,T1,T1,Johnson Wagner,69,0.0,,116,100.0
32,T1,T1,Jimmy Walker,98,0.0,,127,100.0
33,T1,T1,Mike Weir,69,0.0,,93,100.0
34,35,35,Kevin Chappell,100,0.55,1.0,183,99.4
35,T36,T36,Scott Brown,100,0.58,1.0,173,99.4
36,T36,T36,Matt Kuchar,91,0.58,1.0,173,99.4
37,T36,T36,Daniel Summerhays,98,0.58,1.0,171,99.4
38,T39,T39,Brendon de Jonge,109,0.59,1.0,170,99.4
39,T39,T39,Scott Langley,95,0.59,1.0,169,99.4
40,T41,T41,William McGirt,96,0.61,1.0,165,99.3
41,T41,T41,Michael Putnam,106,0.61,1.0,164,99.3
42,T43,T43,Robert Allenby,83,0.62,1.0,162,99.3
43,T43,T43,J.J. Henry,91,0.62,1.0,162,99.3
44,T43,T43,Chris Kirk,105,0.62,1.0,161,99.3
45,T43,T43,Russell Knox,92,0.62,1.0,162,99.3
46,47,47,James Hahn,82,0.63,1.0,160,99.3
47,T48,T48,Harris English,95,0.66,1.0,152,99.3
48,T48,T48,George McNeill,79,0.66,1.0,151,99.3
49,T50,T50,Retief Goosen,94,0.67,1.0,150,99.3
50,T50,T50,David Hearn,97,0.67,1.0,149,99.3
51,52,52,Greg Chalmers,85,0.68,1.0,146,99.3
52,53,53,Tyrone Van Aswegen,79,0.69,1.0,145,99.3
53,54,54,Hunter Mahan,88,0.71,1.0,141,99.2
54,55,55,Ángel Cabrera,69,0.72,1.0,139,99.2
55,56,56,K.J. Choi,80,0.74,1.0,135,99.2
56,57,57,Billy Hurley III,86,0.75,1.0,134,99.2
57,58,58,Pat Perez,84,0.78,1.0,129,99.2
58,59,59,Tim Clark,75,0.79,1.0,127,99.2
59,T60,T60,Danny Lee,84,0.8,1.0,125,99.2
60,T60,T60,Mark Wilson,69,0.8,1.0,125,99.2
61,62,62,Bryce Molder,77,0.81,1.0,124,99.1
62,63,63,Gonzalo Fernandez-Castaño,83,0.83,1.0,120,99.1
63,T64,T64,Ben Martin,80,0.85,1.0,118,99.1
64,T64,T64,Troy Merritt,62,0.85,1.0,117,99.1
65,66,66,Ernie Els,85,0.86,1.0,116,99.1
66,T67,T67,D.A. Points,75,0.88,1.0,113,99.1
67,T67,T67,Kevin Streelman,79,0.88,1.0,113,99.1
68,T67,T67,Bubba Watson,76,0.88,1.0,114,99.1
69,70,70,Patrick Reed,92,0.91,1.0,110,99.0
70,T71,T71,James Driscoll,71,0.92,1.0,109,99.0
71,T71,T71,Jason Kokrak,65,0.92,1.0,109,99.0
72,73,73,Cameron Tringale,111,0.96,2.0,209,99.0
73,74,74,Roberto Castro,76,0.97,1.0,103,99.0
74,75,75,Brian Gay,81,0.99,1.0,101,99.0
75,76,76,Kevin Tway,64,1.01,1.0,99,98.9
76,77,77,Troy Matteson,62,1.02,1.0,98,98.9
77,78,78,Luke Donald,57,1.04,1.0,96,98.9
78,79,79,Martin Kaymer,65,1.06,1.0,94,98.9
79,80,80,Matt Jones,83,1.08,1.0,93,98.9
80,81,81,Andrew Loupe,65,1.09,1.0,92,98.9
81,82,82,Charles Howell III,106,1.1,2.0,181,98.9
82,83,83,D.H. Lee,54,1.14,1.0,88,98.8
83,84,84,Martin Laird,66,1.16,1.0,86,98.8
84,85,85,Bud Cauley,56,1.2,1.0,83,98.8
85,T86,T86,Justin Rose,70,1.22,1.0,82,98.7
86,T86,T86,Willy Wilcox,51,1.22,1.0,82,98.7
87,88,88,Freddie Jacobson,91,1.23,2.0,162,98.7
88,89,89,Jason Dufner,57,1.27,1.0,79,98.7
89,90,90,Briny Baird,50,1.28,1.0,78,98.7
90,91,91,Luke Guthrie,85,1.32,2.0,152,98.6
91,92,92,Kevin Na,94,1.36,2.0,147,98.6
92,93,93,Brooks Koepka,56,1.37,1.0,73,98.6
93,94,94,Matt Every,85,1.43,2.0,140,98.5
94,95,95,Brandt Snedeker,89,1.45,2.0,138,98.5
95,T96,T96,Jason Bohn,81,1.46,2.0,137,98.5
96,T96,T96,Scott Stallings,77,1.46,2.0,137,98.5
97,T96,T96,Brendan Steele,89,1.46,2.0,137,98.5
98,99,99,Brad Fritsch,50,1.47,1.0,68,98.5
99,100,100,Will MacKenzie,82,1.48,2.0,135,98.5
100,101,101,Brian Harman,111,1.49,3.0,201,98.5
101,102,102,Webb Simpson,87,1.5,2.0,133,98.5
102,T103,T103,Seung-Yul Noh,92,1.54,2.0,130,98.4
103,T103,T103,Robert Streb,75,1.54,2.0,130,98.4
104,105,105,Gary Woodland,93,1.56,2.0,128,98.4
105,106,106,Tim Wilkinson,86,1.57,2.0,127,98.4
106,T107,T107,Martin Flores,85,1.6,2.0,125,98.4
107,T107,T107,Y.E. Yang,79,1.6,2.0,125,98.4
108,109,109,John Rollins,84,1.61,2.0,124,98.3
109,110,110,Morgan Hoffmann,103,1.63,3.0,184,98.3
110,111,111,Chesson Hadley,84,1.67,2.0,120,98.3
111,112,112,Jonathan Byrd,76,1.71,2.0,117,98.2
112,113,113,Henrik Stenson,56,1.72,1.0,58,98.2
113,114,114,John Merrick,87,1.73,3.0,173,98.2
114,T115,T115,Chad Campbell,57,1.75,2.0,114,98.2
115,T115,T115,Stewart Cink,91,1.75,2.0,114,98.2
116,T117,T117,Jeff Overton,80,1.79,2.0,112,98.2
117,T117,T117,Boo Weekley,73,1.79,2.0,112,98.2
118,T119,T119,J.B. Holmes,86,1.85,3.0,162,98.1
119,T119,T119,Billy Horschel,92,1.85,3.0,162,98.1
120,T121,T121,Woody Austin,63,1.87,2.0,107,98.1
121,T121,T121,John Peterson,62,1.87,2.0,107,98.1
122,123,123,Camilo Villegas,95,1.88,3.0,160,98.1
123,124,124,Hudson Swafford,75,1.9,2.0,105,98.1
124,T125,T125,Rickie Fowler,91,1.92,2.0,104,98.0
125,T125,T125,Vijay Singh,83,1.92,3.0,156,98.0
126,T127,T127,Aaron Baddeley,74,1.94,2.0,103,98.0
127,T127,T127,Ben Crane,81,1.94,3.0,155,98.0
128,T127,T127,Russell Henley,92,1.94,3.0,155,98.0
129,T127,T127,Josh Teater,90,1.94,3.0,155,98.0
130,131,131,Jordan Spieth,102,2.01,3.0,149,97.9
131,T132,T132,Stuart Appleby,92,2.04,3.0,147,97.9
132,T132,T132,Chris Stroud,88,2.04,3.0,147,97.9
133,T134,T134,Brian Davis,93,2.14,3.0,140,97.8
134,T134,T134,Brendon Todd,108,2.14,4.0,187,97.8
135,136,136,Kevin Stadler,90,2.19,3.0,137,97.8
136,137,137,Charlie Beljan,76,2.24,3.0,134,97.7
137,T138,T138,Jeff Maggert,54,2.25,2.0,89,97.7
138,T138,T138,Rory McIlroy,66,2.25,2.0,89,97.7
139,140,140,Ryan Palmer,85,2.26,3.0,133,97.7
140,141,141,Brice Garnett,92,2.27,3.0,132,97.7
141,T142,T142,Zach Johnson,97,2.29,4.0,175,97.7
142,T142,T142,Shawn Stefani,60,2.29,3.0,131,97.7
143,144,144,Sean O'Hair,77,2.31,3.0,130,97.6
144,145,145,Trevor Immelman,84,2.34,3.0,128,97.6
145,146,146,Dustin Johnson,58,2.44,2.0,82,97.5
146,147,147,Ken Duke,80,2.5,3.0,120,97.5
147,148,148,Marc Leishman,81,2.52,3.0,119,97.4
148,149,149,Kyle Stanley,87,2.61,4.0,153,97.3
149,150,150,Charl Schwartzel,64,2.63,3.0,114,97.3
150,151,151,Robert Garrigus,80,2.65,4.0,151,97.3
151,T152,T152,Ian Poulter,57,2.7,2.0,74,97.3
152,T152,T152,Adam Scott,68,2.7,3.0,111,97.3
153,154,154,Andres Romero,81,2.78,4.0,144,97.2
154,155,155,Nicholas Thompson,85,2.88,4.0,139,97.1
155,156,156,Lee Westwood,57,2.99,2.0,67,97.0
156,T157,T157,Derek Ernst,80,3.2,4.0,125,96.8
157,T157,T157,Bo Van Pelt,83,3.2,4.0,125,96.8
158,159,159,Graham DeLaet,80,3.23,4.0,124,96.7
159,160,160,John Huh,87,3.28,4.0,122,96.7
160,161,161,Ryo Ishikawa,75,3.31,4.0,121,96.6
161,162,162,Nick Watney,80,3.49,3.0,86,96.5
162,163,163,Graeme McDowell,66,3.74,4.0,107,96.2
163,164,164,Jim Herman,62,3.75,3.0,80,96.2
164,165,165,Justin Hicks,103,3.78,7.0,185,96.2
165,166,166,Jamie Lovemark,64,3.85,3.0,78,96.1
166,T167,T167,Sangmoon Bae,76,3.92,4.0,102,96.0
167,T167,T167,Tommy Gainey,73,3.92,4.0,102,96.0
168,169,169,Steven Bowditch,93,4.17,6.0,144,95.8
169,T170,T170,Lucas Glover,68,4.21,4.0,95,95.7
170,T170,T170,Jim Renner,61,4.21,4.0,95,95.7
171,172,172,Charlie Wi,72,4.35,5.0,115,95.6
172,173,173,Hideki Matsuyama,82,4.63,5.0,108,95.3
173,T174,T174,"Ted Potter, Jr.",68,4.67,5.0,107,95.3
174,T174,T174,Wes Roach,67,4.67,5.0,107,95.3
175,176,176,Phil Mickelson,71,4.71,4.0,85,95.2
176,177,177,Rory Sabbatini,82,5.76,8.0,139,94.2
