,3-Putt_Avoidance_-_Inside_5_RANK THIS WEEK,3-Putt_Avoidance_-_Inside_5_RANK LAST WEEK,3-Putt_Avoidance_-_Inside_5_PLAYER NAME,3-Putt_Avoidance_-_Inside_5_ROUNDS,3-Putt_Avoidance_-_Inside_5_%,3-Putt_Avoidance_-_Inside_5_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Inside_5_ATTEMPTS,3-Putt_Avoidance_-_Inside_5_2 PUTT OR BETTER %
0,T1,T1,Robert Allenby,83,0.0,,231,100.0
1,T1,T1,Woody Austin,63,0.0,,215,100.0
2,T1,T1,Sangmoon Bae,76,0.0,,257,100.0
3,T1,T1,Briny Baird,50,0.0,,179,100.0
4,T1,T1,Ricky Barnes,92,0.0,,317,100.0
5,T1,T1,Steven Bowditch,93,0.0,,340,100.0
6,T1,T1,Scott Brown,100,0.0,,332,100.0
7,T1,T1,Jonathan Byrd,76,0.0,,275,100.0
8,T1,T1,Chad Campbell,57,0.0,,151,100.0
9,T1,T1,Paul Casey,56,0.0,,179,100.0
10,T1,T1,Greg Chalmers,85,0.0,,303,100.0
11,T1,T1,Kevin Chappell,100,0.0,,356,100.0
12,T1,T1,K.J. Choi,80,0.0,,279,100.0
13,T1,T1,Stewart Cink,91,0.0,,280,100.0
14,T1,T1,Chad Collins,78,0.0,,244,100.0
15,T1,T1,Erik Compton,88,0.0,,291,100.0
16,T1,T1,Ben Crane,81,0.0,,294,100.0
17,T1,T1,Ben Curtis,77,0.0,,237,100.0
18,T1,T1,Jason Day,54,0.0,,139,100.0
19,T1,T1,Graham DeLaet,80,0.0,,222,100.0
20,T1,T1,Luke Donald,57,0.0,,179,100.0
21,T1,T1,James Driscoll,71,0.0,,228,100.0
22,T1,T1,Ken Duke,80,0.0,,256,100.0
23,T1,T1,Ernie Els,85,0.0,,285,100.0
24,T1,T1,Derek Ernst,80,0.0,,237,100.0
25,T1,T1,Gonzalo Fernandez-Castaño,83,0.0,,306,100.0
26,T1,T1,Martin Flores,85,0.0,,257,100.0
27,T1,T1,Brad Fritsch,50,0.0,,160,100.0
28,T1,T1,Tommy Gainey,73,0.0,,226,100.0
29,T1,T1,Sergio Garcia,61,0.0,,156,100.0
30,T1,T1,Robert Garrigus,80,0.0,,270,100.0
31,T1,T1,Brian Gay,81,0.0,,296,100.0
32,T1,T1,Luke Guthrie,85,0.0,,315,100.0
33,T1,T1,Chesson Hadley,84,0.0,,293,100.0
34,T1,T1,James Hahn,82,0.0,,292,100.0
35,T1,T1,Brian Harman,111,0.0,,377,100.0
36,T1,T1,Russell Henley,92,0.0,,259,100.0
37,T1,T1,J.J. Henry,91,0.0,,244,100.0
38,T1,T1,Jim Herman,62,0.0,,172,100.0
39,T1,T1,Justin Hicks,103,0.0,,284,100.0
40,T1,T1,Morgan Hoffmann,103,0.0,,341,100.0
41,T1,T1,J.B. Holmes,86,0.0,,363,100.0
42,T1,T1,Charles Howell III,106,0.0,,366,100.0
43,T1,T1,Trevor Immelman,84,0.0,,264,100.0
44,T1,T1,Ryo Ishikawa,75,0.0,,255,100.0
45,T1,T1,Freddie Jacobson,91,0.0,,315,100.0
46,T1,T1,Zach Johnson,97,0.0,,342,100.0
47,T1,T1,Dustin Johnson,58,0.0,,164,100.0
48,T1,T1,Chris Kirk,105,0.0,,350,100.0
49,T1,T1,Kevin Kisner,85,0.0,,266,100.0
50,T1,T1,Russell Knox,92,0.0,,315,100.0
51,T1,T1,Brooks Koepka,56,0.0,,161,100.0
52,T1,T1,Jason Kokrak,65,0.0,,227,100.0
53,T1,T1,D.H. Lee,54,0.0,,187,100.0
54,T1,T1,Justin Leonard,75,0.0,,273,100.0
55,T1,T1,Spencer Levin,59,0.0,,195,100.0
56,T1,T1,David Lingmerth,80,0.0,,265,100.0
