,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Justin Leonard,27.41,603,22
1,2,2,Jordan Spieth,27.62,718,26
2,3,3,Brendon Todd,27.66,802,29
3,T4,T4,Matt Every,27.76,694,25
4,T4,T4,Adam Scott,27.76,472,17
5,6,6,J.B. Holmes,27.79,667,24
6,7,7,Chris Kirk,27.89,753,27
7,8,8,Aaron Baddeley,27.91,642,23
8,9,9,Andres Romero,28.0,672,24
9,10,10,Mike Weir,28.04,645,23
10,11,11,Brad Fritsch,28.06,449,16
11,12,12,Bronson La'Cassie,28.12,478,17
12,13,13,Tim Wilkinson,28.13,675,24
13,14,14,Brian Davis,28.18,789,28
14,15,15,Ian Poulter,28.19,451,16
15,16,16,Greg Chalmers,28.2,705,25
16,T17,T17,Erik Compton,28.22,762,27
17,T17,T17,Brian Harman,28.22,903,32
18,19,19,Scott Brown,28.23,847,30
19,T20,T20,Paul Casey,28.25,452,16
20,T20,T20,Rory McIlroy,28.25,452,16
21,22,22,Camilo Villegas,28.29,792,28
22,23,23,Chad Collins,28.3,764,27
23,24,24,Chris Stroud,28.32,708,25
24,T25,T25,Dustin Johnson,28.33,425,15
25,T25,T25,Martin Kaymer,28.33,510,18
26,T25,T25,Brandt Snedeker,28.33,680,24
27,T28,T28,Brendon de Jonge,28.35,879,31
28,T28,T28,Ryan Palmer,28.35,652,23
29,30,30,Jason Day,28.38,369,13
30,31,31,Charl Schwartzel,28.41,483,17
31,T32,T32,Luke Guthrie,28.46,740,26
32,T32,T32,Freddie Jacobson,28.46,740,26
33,34,34,Sergio Garcia,28.47,427,15
34,T35,T35,Richard Lee,28.48,712,25
35,T35,T35,Hideki Matsuyama,28.48,598,21
36,T37,T37,Keegan Bradley,28.52,713,25
37,T37,T37,Matt Kuchar,28.52,656,23
38,T39,T39,Ben Crane,28.54,685,24
39,T39,T39,Gonzalo Fernandez-Castaño,28.54,685,24
40,T39,T39,Scott Langley,28.54,799,28
41,42,42,Kevin Chappell,28.56,771,27
42,T43,T43,Russell Henley,28.59,829,29
43,T43,T43,Kevin Na,28.59,772,27
44,45,45,Rickie Fowler,28.6,715,25
45,46,46,Woody Austin,28.62,601,21
46,T47,T47,Webb Simpson,28.63,687,24
47,T47,T47,Bubba Watson,28.63,544,19
48,T49,T49,David Lingmerth,28.64,716,25
49,T49,T49,Michael Thompson,28.64,630,22
50,T51,T51,Stuart Appleby,28.65,745,26
51,T51,T51,Bryce Molder,28.65,659,23
52,53,53,Phil Mickelson,28.67,602,21
53,54,54,Patrick Reed,28.73,747,26
54,T55,T55,Ben Curtis,28.74,661,23
55,T55,T55,Jim Herman,28.74,546,19
56,T57,T57,Marc Leishman,28.78,662,23
57,T57,T57,Justin Rose,28.78,518,18
58,T57,T57,Johnson Wagner,28.78,662,23
