,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,1,Roberto Castro,0.51,1,198
1,T2,T2,Ernie Els,0.69,2,288
2,T2,T2,Kevin Kisner,0.69,2,288
3,4,4,Ryo Ishikawa,0.85,2,234
4,T5,T5,Luke Donald,0.93,2,216
5,T5,T5,Brooks Koepka,0.93,2,216
6,T5,T5,Troy Matteson,0.93,1,108
7,8,8,Matt Jones,1.04,3,288
8,T9,T9,Derek Ernst,1.11,2,180
9,T9,T9,Tommy Gainey,1.11,2,180
10,11,11,Billy Horschel,1.17,4,342
11,T12,T12,Greg Chalmers,1.19,3,252
12,T12,T12,Sergio Garcia,1.19,3,252
13,14,14,Jimmy Walker,1.26,5,396
14,T15,T15,Paul Casey,1.39,3,216
15,T15,T15,Russell Knox,1.39,5,360
16,T15,T15,Danny Lee,1.39,3,216
17,T15,T15,Mike Weir,1.39,2,144
18,T19,T19,Jason Bohn,1.48,4,270
19,T19,T19,Graeme McDowell,1.48,4,270
20,21,21,Tim Clark,1.52,3,198
21,T22,T22,Freddie Jacobson,1.54,5,324
22,T22,T22,Hunter Mahan,1.54,5,324
23,T24,T24,Brad Fritsch,1.59,2,126
24,T24,T24,Martin Kaymer,1.59,4,252
25,T26,T26,Jason Day,1.67,3,180
26,T26,T26,Troy Merritt,1.67,3,180
27,T28,T28,Ken Duke,1.71,4,234
28,T28,T28,John Huh,1.71,4,234
29,30,30,John Senden,1.77,7,396
30,T31,T31,Aaron Baddeley,1.85,4,216
31,T31,T31,Chad Collins,1.85,3,162
32,T31,T31,Martin Laird,1.85,4,216
33,T31,T31,D.H. Lee,1.85,2,108
34,T31,T31,"Ted Potter, Jr.",1.85,3,162
35,T31,T31,Jim Renner,1.85,2,108
36,T37,T37,Jerry Kelly,1.96,6,306
37,T37,T37,Carl Pettersson,1.96,6,306
38,T37,T37,Bubba Watson,1.96,6,306
39,T40,T40,Will MacKenzie,1.98,5,252
40,T40,T40,Tyrone Van Aswegen,1.98,5,252
41,T42,T42,Charlie Beljan,2.02,4,198
42,T42,T42,Lee Westwood,2.02,4,198
43,T42,T42,Gary Woodland,2.02,8,396
44,45,45,Keegan Bradley,2.05,7,342
45,T46,T46,K.J. Choi,2.08,6,288
46,T46,T46,Ben Crane,2.08,6,288
47,48,48,Charley Hoffman,2.12,8,378
48,T49,T49,Ben Curtis,2.14,5,234
49,T49,T49,Bryce Molder,2.14,5,234
50,T49,T49,Henrik Stenson,2.14,5,234
51,52,52,Scott Langley,2.16,7,324
52,T53,T53,Brian Harman,2.17,9,414
53,T53,T53,Zach Johnson,2.17,9,414
54,T55,T55,Justin Leonard,2.22,6,270
55,T55,T55,Jeff Overton,2.22,6,270
56,T55,T55,Kevin Stadler,2.22,8,360
57,T55,T55,Charlie Wi,2.22,4,180
58,59,59,Daniel Summerhays,2.27,9,396
59,T60,T60,Stuart Appleby,2.29,7,306
60,T60,T60,Adam Scott,2.29,7,306
61,T62,T62,Chesson Hadley,2.31,5,216
62,T62,T62,Cameron Tringale,2.31,10,432
63,64,64,Harris English,2.34,8,342
64,T65,T65,Davis Love III,2.38,6,252
65,T65,T65,Charl Schwartzel,2.38,6,252
66,T65,T65,Andrew Svoboda,2.38,6,252
67,T65,T65,Mark Wilson,2.38,3,126
68,69,69,Brendon de Jonge,2.42,10,414
69,70,70,Bo Van Pelt,2.43,7,288
70,71,71,Brendon Todd,2.44,11,450
71,T72,T72,Scott Brown,2.47,8,324
72,T72,T72,William McGirt,2.47,8,324
