,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
103,T104,T104,Bud Cauley,56,5.03,199,10
104,T104,T104,Carl Pettersson,91,5.03,358,18
105,T106,T106,Keegan Bradley,89,5.0,260,13
106,T106,T106,Rickie Fowler,91,5.0,240,12
107,T106,T106,Robert Garrigus,80,5.0,260,13
108,T106,T106,Troy Matteson,62,5.0,200,10
109,T110,T110,Steven Bowditch,93,4.98,281,14
110,T110,T110,D.A. Points,75,4.98,221,11
111,112,112,Roberto Castro,76,4.91,224,11
112,113,113,Hunter Mahan,88,4.9,306,15
113,114,114,Harris English,95,4.89,307,15
114,T115,T115,Kevin Chappell,100,4.85,330,16
115,T115,T115,Gonzalo Fernandez-Castaño,83,4.85,268,13
116,T115,T115,David Hearn,97,4.85,309,15
117,118,118,Lucas Glover,68,4.84,186,9
118,119,119,Brendon de Jonge,109,4.81,395,19
119,120,120,Geoff Ogilvy,84,4.78,293,14
120,121,121,Jim Furyk,84,4.75,295,14
121,122,122,Richard Lee,80,4.74,232,11
122,123,123,Sean O'Hair,77,4.73,275,13
123,124,124,Jason Kokrak,65,4.68,235,11
124,125,125,Bill Haas,107,4.63,367,17
125,126,126,Louis Oosthuizen,50,4.58,131,6
126,T127,T127,Chesson Hadley,84,4.56,263,12
127,T127,T127,Hudson Swafford,75,4.56,307,14
128,129,129,Davis Love III,74,4.53,265,12
129,130,130,Vijay Singh,83,4.49,312,14
130,131,131,Josh Teater,90,4.47,313,14
131,132,132,Jordan Spieth,102,4.37,229,10
132,133,133,Brian Stuard,91,4.36,275,12
133,134,134,Andrew Svoboda,77,4.29,303,13
134,T135,T135,James Hahn,82,4.24,283,12
135,T135,T135,Nick Watney,80,4.24,236,10
136,137,137,Ryo Ishikawa,75,4.23,213,9
137,138,138,William McGirt,96,4.22,332,14
138,139,139,Jason Dufner,57,4.19,167,7
139,140,140,Ken Duke,80,4.17,264,11
140,141,141,Ben Martin,80,4.12,267,11
141,142,142,Spencer Levin,59,4.1,195,8
142,143,143,Chad Campbell,57,4.08,196,8
143,144,144,Gary Woodland,93,4.01,274,11
144,145,145,Jim Herman,62,3.98,201,8
145,146,146,Marc Leishman,81,3.96,278,11
146,147,147,Nicholas Thompson,85,3.93,305,12
147,148,148,J.J. Henry,91,3.88,387,15
148,149,149,Cameron Tringale,111,3.86,414,16
149,150,150,John Rollins,84,3.83,287,11
150,T151,T151,Russell Knox,92,3.74,321,12
151,T151,T151,Andrew Loupe,65,3.74,187,7
152,153,153,Bronson La'Cassie,51,3.73,134,5
153,154,154,Martin Flores,85,3.72,296,11
154,155,155,Jonas Blixt,64,3.68,163,6
155,156,156,Derek Ernst,80,3.62,276,10
156,157,157,Pat Perez,84,3.57,308,11
157,158,158,Jonathan Byrd,76,3.55,282,10
158,159,159,Martin Laird,66,3.5,257,9
159,160,160,Bryce Molder,77,3.49,258,9
160,161,161,Billy Horschel,92,3.42,322,11
161,T162,T162,Brice Garnett,92,3.37,326,11
162,T162,T162,Bubba Watson,76,3.37,208,7
163,164,164,Jason Day,54,3.36,119,4
164,165,165,Boo Weekley,73,3.32,241,8
165,166,166,Scott Stallings,77,3.28,244,8
166,167,167,David Lingmerth,80,3.27,245,8
167,168,168,Robert Allenby,83,3.26,307,10
168,169,169,Jamie Lovemark,64,3.0,200,6
169,170,170,Tyrone Van Aswegen,79,2.85,246,7
170,171,171,Patrick Reed,92,2.7,296,8
171,172,172,Kyle Stanley,87,2.51,279,7
172,173,173,Mike Weir,69,2.3,174,4
173,174,174,Jhonattan Vegas,77,2.24,312,7
174,175,175,Michael Putnam,106,2.21,408,9
175,176,176,Tommy Gainey,73,2.12,236,5
176,177,177,John Peterson,62,1.99,201,4
