,GIR_Putting_-__25_RANK THIS WEEK,GIR_Putting_-__25_RANK LAST WEEK,GIR_Putting_-__25_PLAYER NAME,GIR_Putting_-__25_ROUNDS,GIR_Putting_-__25_%,GIR_Putting_-__25_ATTEMPTS,GIR_Putting_-__25_PUTTS MADE
0,1,1,Rory McIlroy,66,12.43,177,22
1,2,2,Y.E. Yang,79,9.33,225,21
2,3,3,Danny Lee,84,9.16,262,24
3,4,4,Sergio Garcia,61,8.98,167,15
4,5,5,Brian Gay,81,8.94,235,21
5,6,6,Adam Scott,68,8.92,213,19
6,7,7,Henrik Stenson,56,8.43,166,14
7,8,8,Graeme McDowell,66,7.91,177,14
8,9,9,John Senden,99,7.88,368,29
9,10,10,Brandt Snedeker,89,7.63,249,19
10,11,11,Troy Merritt,62,7.5,200,15
11,12,12,Greg Chalmers,85,7.42,283,21
12,13,13,David Toms,64,7.41,216,16
13,14,14,Camilo Villegas,95,7.29,343,25
14,15,15,Matt Jones,83,7.26,234,17
15,16,16,K.J. Choi,80,7.23,249,18
16,17,17,Brendan Steele,89,7.19,306,22
17,18,18,Brooks Koepka,56,7.14,168,12
18,19,19,Will MacKenzie,82,7.07,297,21
19,20,20,D.H. Lee,54,7.06,170,12
20,21,21,Russell Henley,92,7.05,312,22
21,22,22,Dustin Johnson,58,7.04,142,10
22,23,23,George McNeill,79,7.02,285,20
23,24,24,Zach Johnson,97,6.89,334,23
24,25,25,Rory Sabbatini,82,6.85,248,17
25,26,26,Brendon Todd,108,6.84,351,24
26,27,27,Stuart Appleby,92,6.82,337,23
27,28,28,Seung-Yul Noh,92,6.73,312,21
28,29,29,Chris Kirk,105,6.71,328,22
29,30,30,Daniel Summerhays,98,6.7,403,27
30,T31,T31,Matt Every,85,6.67,240,16
31,T31,T31,Scott Langley,95,6.67,315,21
32,33,33,Robert Streb,75,6.64,271,18
33,34,34,Justin Rose,70,6.63,196,13
34,35,35,Luke Guthrie,85,6.55,275,18
35,36,36,Bo Van Pelt,83,6.53,291,19
36,37,37,Charlie Beljan,76,6.51,261,17
37,38,38,Tim Clark,75,6.48,216,14
38,39,39,Martin Kaymer,65,6.47,170,11
39,40,40,Scott Brown,100,6.46,325,21
40,41,41,Jerry Kelly,80,6.44,264,17
41,42,42,Trevor Immelman,84,6.43,311,20
42,43,43,Tim Wilkinson,86,6.4,250,16
43,44,44,Freddie Jacobson,91,6.39,313,20
44,45,45,Hideki Matsuyama,82,6.34,205,13
45,46,46,Ángel Cabrera,69,6.33,237,15
46,47,47,Paul Casey,56,6.32,174,11
47,T48,T48,Matt Kuchar,91,6.31,317,20
48,T48,T48,Jim Renner,61,6.31,222,14
49,T50,T50,Brian Harman,111,6.27,367,23
50,T50,T50,Ryan Palmer,85,6.27,271,17
51,52,52,Luke Donald,57,6.22,193,12
52,53,53,Webb Simpson,87,6.21,306,19
53,T54,T54,Ricky Barnes,92,6.19,307,19
54,T54,T54,Charl Schwartzel,64,6.19,210,13
55,56,56,Stewart Cink,91,6.1,328,20
56,57,57,Shawn Stefani,60,6.03,232,14
57,T58,T58,Chris Stroud,88,5.99,267,16
58,T58,T58,Charlie Wi,72,5.99,267,16
59,T60,T60,Phil Mickelson,71,5.98,184,11
60,T60,T60,Wes Roach,67,5.98,184,11
61,T60,T60,Michael Thompson,74,5.98,251,15
62,63,63,Kevin Na,94,5.88,289,17
63,64,64,Jeff Overton,80,5.84,274,16
64,65,65,Justin Leonard,75,5.81,241,14
65,66,66,Chad Collins,78,5.8,224,13
66,67,67,Graham DeLaet,80,5.78,277,16
67,68,68,Justin Hicks,103,5.76,434,25
68,T69,T69,Kevin Kisner,85,5.73,279,16
69,T69,T69,Jeff Maggert,54,5.73,157,9
70,71,71,John Merrick,87,5.72,297,17
71,72,72,Ben Curtis,77,5.71,280,16
72,73,73,Erik Compton,88,5.7,316,18
73,74,74,Andres Romero,81,5.65,301,17
74,T75,T75,Heath Slocum,71,5.63,284,16
75,T75,T75,Willy Wilcox,51,5.63,160,9
76,77,77,Brian Davis,93,5.61,303,17
77,78,78,Retief Goosen,94,5.6,339,19
78,T79,T79,Jason Bohn,81,5.59,286,16
79,T79,T79,Jimmy Walker,98,5.59,304,17
80,81,81,Sangmoon Bae,76,5.54,271,15
81,82,82,Ernie Els,85,5.53,217,12
82,T83,T83,Billy Hurley III,86,5.48,310,17
83,T83,T83,Kevin Streelman,79,5.48,219,12
84,85,85,Kevin Stadler,90,5.46,293,16
85,86,86,Briny Baird,50,5.45,202,11
86,87,87,Brad Fritsch,50,5.41,148,8
87,88,88,Charley Hoffman,93,5.39,297,16
88,89,89,Ian Poulter,57,5.36,168,9
89,90,90,Woody Austin,63,5.34,206,11
90,91,91,Aaron Baddeley,74,5.33,225,12
91,92,92,Johnson Wagner,69,5.32,263,14
92,93,93,Lee Westwood,57,5.29,170,9
93,94,94,J.B. Holmes,86,5.28,246,13
94,T95,T95,John Huh,87,5.26,285,15
95,T95,T95,"Ted Potter, Jr.",68,5.26,228,12
96,97,97,Morgan Hoffmann,103,5.25,362,19
97,98,98,Ryan Moore,86,5.22,230,12
98,99,99,Ben Crane,81,5.21,307,16
99,100,100,Mark Wilson,69,5.12,215,11
100,101,101,Charles Howell III,106,5.09,432,22
101,102,102,Kevin Tway,64,5.06,237,12
102,103,103,James Driscoll,71,5.04,258,13
