,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
0,1,1,Matt Every,85,23.55,242,57
1,2,2,Sangmoon Bae,76,22.65,181,41
2,3,3,Graeme McDowell,66,22.29,175,39
3,4,4,Ryo Ishikawa,75,22.28,193,43
4,5,5,Andrew Loupe,65,21.21,165,35
5,6,6,Charl Schwartzel,64,21.08,185,39
6,T7,T7,Luke Guthrie,85,20.68,266,55
7,T7,T7,Matt Kuchar,91,20.68,295,61
8,9,9,Morgan Hoffmann,103,20.38,314,64
9,10,10,Andres Romero,81,20.33,241,49
10,11,11,Bubba Watson,76,20.2,198,40
11,12,12,Lee Westwood,57,20.16,129,26
12,13,13,Marc Leishman,81,19.82,217,43
13,14,14,Ryan Moore,86,19.74,228,45
14,15,15,Michael Thompson,74,19.63,214,42
15,16,16,Jordan Spieth,102,19.49,272,53
16,17,17,Aaron Baddeley,74,19.4,201,39
17,18,18,Daniel Summerhays,98,19.0,321,61
18,19,19,Graham DeLaet,80,18.91,238,45
19,20,20,Chris Kirk,105,18.82,287,54
20,21,21,Robert Streb,75,18.78,213,40
21,22,22,Pat Perez,84,18.7,246,46
22,23,23,Chris Stroud,88,18.68,257,48
23,24,24,Brendon Todd,108,18.67,316,59
24,25,25,K.J. Choi,80,18.44,244,45
25,26,26,Geoff Ogilvy,84,18.42,228,42
26,27,27,Vijay Singh,83,18.39,261,48
27,28,28,Ian Poulter,57,18.25,137,25
28,29,29,Adam Scott,68,18.23,192,35
29,T30,T30,Stuart Appleby,92,18.18,264,48
30,T30,T30,Greg Chalmers,85,18.18,242,44
31,32,32,Roberto Castro,76,18.13,182,33
32,33,33,Paul Casey,56,18.11,127,23
33,34,34,Justin Rose,70,17.9,162,29
34,35,35,Brian Stuard,91,17.89,246,44
35,36,36,Keegan Bradley,89,17.87,235,42
36,37,37,J.B. Holmes,86,17.74,265,47
37,38,38,Freddie Jacobson,91,17.73,282,50
38,39,39,Kevin Streelman,79,17.7,209,37
39,40,40,Brian Davis,93,17.67,249,44
40,T41,T41,Matt Jones,83,17.65,187,33
41,T41,T41,Phil Mickelson,71,17.65,153,27
42,T41,T41,Patrick Reed,92,17.65,221,39
43,44,44,Ernie Els,85,17.45,212,37
44,45,45,Ricky Barnes,92,17.44,258,45
45,46,46,Ryan Palmer,85,17.33,225,39
46,47,47,Wes Roach,67,17.3,185,32
47,48,48,Camilo Villegas,95,17.24,290,50
48,49,49,Brandt Snedeker,89,17.23,238,41
49,50,50,James Driscoll,71,17.22,180,31
50,51,51,Brendan Steele,89,17.17,233,40
51,52,52,Luke Donald,57,17.09,158,27
52,T53,T53,Jonas Blixt,64,17.02,141,24
53,T53,T53,Jimmy Walker,98,17.02,235,40
54,55,55,Kevin Na,94,16.79,280,47
55,56,56,"Ted Potter, Jr.",68,16.75,203,34
56,57,57,Russell Henley,92,16.73,263,44
57,58,58,Brendon de Jonge,109,16.72,299,50
58,59,59,Webb Simpson,87,16.67,240,40
59,60,60,Heath Slocum,71,16.59,223,37
60,61,61,Jason Kokrak,65,16.58,199,33
61,62,62,William McGirt,96,16.55,284,47
62,63,63,Davis Love III,74,16.5,200,33
63,64,64,Martin Kaymer,65,16.47,170,28
64,65,65,Russell Knox,92,16.45,310,51
65,66,66,Chad Campbell,57,16.39,183,30
66,67,67,Rory McIlroy,66,16.25,160,26
67,68,68,Billy Horschel,92,16.23,265,43
68,T69,T69,Brad Fritsch,50,16.18,136,22
69,T69,T69,Mike Weir,69,16.18,173,28
70,71,71,D.H. Lee,54,15.92,157,25
71,72,72,Charley Hoffman,93,15.87,252,40
72,73,73,David Hearn,97,15.81,272,43
73,74,74,Seung-Yul Noh,92,15.77,260,41
74,75,75,Robert Allenby,83,15.73,286,45
75,76,76,Martin Flores,85,15.68,236,37
76,77,77,Charles Howell III,106,15.67,319,50
77,78,78,Brooks Koepka,56,15.6,141,22
78,79,79,Lucas Glover,68,15.57,167,26
79,T80,T80,Briny Baird,50,15.54,148,23
80,T80,T80,Richard Lee,80,15.54,193,30
81,82,82,Jason Day,54,15.53,103,16
82,83,83,Jamie Lovemark,64,15.49,142,22
