,GIR_Putting_-_10-15_RANK THIS WEEK,GIR_Putting_-_10-15_RANK LAST WEEK,GIR_Putting_-_10-15_PLAYER NAME,GIR_Putting_-_10-15_ROUNDS,GIR_Putting_-_10-15_%,GIR_Putting_-_10-15_ATTEMPTS,GIR_Putting_-_10-15_PUTTS MADE
0,1,1,Aaron Baddeley,74,42.16,102,43
1,2,2,Matt Every,85,41.27,126,52
2,3,3,Brandt Snedeker,89,37.93,116,44
3,4,4,Jimmy Walker,98,37.68,138,52
4,5,5,Mike Weir,69,37.35,83,31
5,6,6,Lee Westwood,57,36.49,74,27
6,7,7,Ben Martin,80,36.22,127,46
7,8,8,Brian Stuard,91,36.02,161,58
8,9,9,Freddie Jacobson,91,35.54,166,59
9,10,10,Brendon Todd,108,35.29,170,60
10,T11,T11,Gonzalo Fernandez-Castaño,83,35.09,114,40
11,T11,T11,Martin Flores,85,35.09,114,40
12,13,13,Bill Haas,107,34.97,163,57
13,T14,T14,Matt Kuchar,91,34.78,138,48
14,T14,T14,Daniel Summerhays,98,34.78,161,56
15,16,16,Tommy Gainey,73,34.51,113,39
16,17,17,Jason Kokrak,65,34.45,119,41
17,18,18,John Merrick,87,34.15,123,42
18,19,19,Hideki Matsuyama,82,34.11,129,44
19,20,20,Charles Howell III,106,33.99,153,52
20,21,21,Scott Langley,95,33.85,130,44
21,22,22,Ryan Palmer,85,33.59,128,43
22,23,23,Robert Garrigus,80,33.56,149,50
23,24,24,Webb Simpson,87,33.1,142,47
24,25,25,Paul Casey,56,32.95,88,29
25,26,26,Sergio Garcia,61,32.94,85,28
26,T27,T27,Ernie Els,85,32.8,125,41
27,T27,T27,Brian Harman,111,32.8,189,62
28,29,29,Tyrone Van Aswegen,79,32.73,110,36
29,30,30,George McNeill,79,32.52,123,40
30,31,31,Justin Leonard,75,32.38,105,34
31,32,32,Bo Van Pelt,83,32.26,124,40
32,33,33,Andrew Loupe,65,32.18,87,28
33,T34,T34,Davis Love III,74,32.17,115,37
34,T34,T34,Pat Perez,84,32.17,143,46
35,36,36,David Hearn,97,32.09,187,60
36,37,37,Charley Hoffman,93,32.0,150,48
37,38,38,Kevin Na,94,31.97,147,47
38,39,39,D.A. Points,75,31.94,72,23
39,40,40,Ben Curtis,77,31.93,119,38
40,41,41,Chris Kirk,105,31.9,163,52
41,42,42,Scott Stallings,77,31.82,110,35
42,43,43,Martin Laird,66,31.58,95,30
43,44,44,Andrew Svoboda,77,31.53,111,35
44,45,45,Jerry Kelly,80,31.34,134,42
45,T46,T46,Brian Davis,93,31.25,144,45
46,T46,T46,Jason Day,54,31.25,64,20
47,48,48,Jordan Spieth,102,31.21,157,49
48,T49,T49,Retief Goosen,94,31.11,135,42
49,T49,T49,Graeme McDowell,66,31.11,90,28
50,T51,T51,Morgan Hoffmann,103,31.03,145,45
51,T51,T51,Heath Slocum,71,31.03,116,36
52,53,53,Robert Streb,75,31.0,100,31
53,54,54,Erik Compton,88,30.89,123,38
54,55,55,David Toms,64,30.83,120,37
55,T56,T56,William McGirt,96,30.77,156,48
56,T56,T56,Kevin Stadler,90,30.77,130,40
57,58,58,Greg Chalmers,85,30.7,114,35
58,59,59,Kevin Chappell,100,30.54,167,51
59,T60,T60,Stewart Cink,91,30.53,131,40
60,T60,T60,Charlie Wi,72,30.53,95,29
61,62,62,Harris English,95,30.37,135,41
62,63,63,Michael Thompson,74,30.36,112,34
63,64,64,Kevin Streelman,79,30.16,126,38
64,65,65,Keegan Bradley,89,30.14,146,44
65,66,66,Graham DeLaet,80,30.08,133,40
66,67,67,John Senden,99,30.07,153,46
67,68,68,Rory McIlroy,66,30.0,110,33
68,69,69,Jonathan Byrd,76,29.92,127,38
69,70,70,Chad Collins,78,29.91,107,32
70,71,71,Troy Merritt,62,29.85,134,40
71,72,72,Brian Gay,81,29.82,114,34
72,73,73,Chesson Hadley,84,29.79,141,42
73,74,74,Bud Cauley,56,29.76,84,25
74,75,75,Gary Woodland,93,29.71,138,41
75,76,76,Jeff Overton,80,29.69,128,38
76,77,77,Scott Brown,100,29.63,135,40
77,78,78,Ricky Barnes,92,29.56,159,47
78,79,79,Woody Austin,63,29.52,105,31
79,T80,T80,Charlie Beljan,76,29.41,119,35
80,T80,T80,Jim Furyk,84,29.41,119,35
81,82,82,David Lingmerth,80,29.37,126,37
82,83,83,Zach Johnson,97,29.3,157,46
83,T84,T84,Dustin Johnson,58,29.21,89,26
84,T84,T84,Wes Roach,67,29.21,89,26
85,86,86,Danny Lee,84,29.17,144,42
86,87,87,Cameron Tringale,111,29.1,189,55
87,88,88,Camilo Villegas,95,29.05,148,43
88,89,89,Russell Henley,92,29.01,131,38
89,90,90,Luke Donald,57,28.95,76,22
90,T91,T91,Jason Bohn,81,28.89,135,39
91,T91,T91,Ryo Ishikawa,75,28.89,135,39
92,T91,T91,Josh Teater,90,28.89,135,39
93,94,94,Ben Crane,81,28.79,132,38
94,95,95,Nicholas Thompson,85,28.57,119,34
95,96,96,Justin Hicks,103,28.5,193,55
96,97,97,Hunter Mahan,88,28.17,142,40
97,98,98,Richard Lee,80,28.04,107,30
98,99,99,Sangmoon Bae,76,28.03,132,37
99,100,100,Charl Schwartzel,64,27.91,86,24
100,101,101,Ken Duke,80,27.89,147,41
101,T102,T102,Ángel Cabrera,69,27.84,97,27
102,T102,T102,Spencer Levin,59,27.84,97,27
103,104,104,Kevin Kisner,85,27.82,133,37
104,105,105,James Driscoll,71,27.78,90,25
105,106,106,Bryce Molder,77,27.73,119,33
106,107,107,Seung-Yul Noh,92,27.69,130,36
107,108,108,Andres Romero,81,27.52,109,30
108,109,109,K.J. Choi,80,27.5,120,33
109,110,110,Michael Putnam,106,27.45,153,42
110,T111,T111,Jonas Blixt,64,27.4,73,20
111,T111,T111,Chris Stroud,88,27.4,146,40
112,113,113,Louis Oosthuizen,50,27.27,55,15
113,114,114,Patrick Reed,92,27.22,158,43
114,115,115,Phil Mickelson,71,27.18,103,28
115,116,116,Will MacKenzie,82,27.08,144,39
116,117,117,Geoff Ogilvy,84,27.03,148,40
117,118,118,John Huh,87,26.95,141,38
118,119,119,Matt Jones,83,26.85,108,29
119,T120,T120,D.H. Lee,54,26.83,82,22
120,T120,T120,Jhonattan Vegas,77,26.83,123,33
121,T122,T122,Robert Allenby,83,26.67,120,32
122,T122,T122,Jason Dufner,57,26.67,90,24
123,T122,T122,James Hahn,82,26.67,150,40
124,125,125,Nick Watney,80,26.56,128,34
125,126,126,Hudson Swafford,75,26.36,110,29
126,127,127,Brice Garnett,92,26.28,156,41
127,128,128,Jim Renner,61,26.25,80,21
128,129,129,Derek Ernst,80,25.96,104,27
129,130,130,Martin Kaymer,65,25.84,89,23
130,T131,T131,Billy Horschel,92,25.81,124,32
131,T131,T131,Kevin Tway,64,25.81,62,16
132,133,133,Henrik Stenson,56,25.68,74,19
133,134,134,Tim Wilkinson,86,25.62,121,31
134,135,135,Rickie Fowler,91,25.22,115,29
135,136,136,Luke Guthrie,85,25.19,131,33
136,T137,T137,Jeff Maggert,54,25.0,100,25
137,T137,T137,John Rollins,84,25.0,120,30
138,T137,T137,Justin Rose,70,25.0,104,26
139,T137,T137,Rory Sabbatini,82,25.0,124,31
140,T137,T137,Brendan Steele,89,25.0,124,31
141,142,142,Billy Hurley III,86,24.84,157,39
142,143,143,Johnson Wagner,69,24.75,101,25
143,144,144,Carl Pettersson,91,24.67,150,37
144,145,145,Marc Leishman,81,24.6,126,31
145,T146,T146,Jim Herman,62,24.27,103,25
146,T146,T146,Bubba Watson,76,24.27,103,25
147,148,148,Ian Poulter,57,24.24,66,16
148,149,149,Russell Knox,92,24.14,174,42
149,150,150,Roberto Castro,76,24.04,104,25
150,151,151,Ryan Moore,86,23.97,121,29
151,152,152,Jamie Lovemark,64,23.86,88,21
152,153,153,Boo Weekley,73,23.71,97,23
153,154,154,Steven Bowditch,93,23.65,148,35
154,155,155,Brendon de Jonge,109,23.53,170,40
155,156,156,Stuart Appleby,92,23.42,158,37
156,157,157,Y.E. Yang,79,23.4,94,22
157,158,158,Mark Wilson,69,23.36,107,25
158,159,159,Shawn Stefani,60,23.3,103,24
159,160,160,Adam Scott,68,23.28,116,27
160,161,161,Tim Clark,75,22.66,128,29
161,162,162,Lucas Glover,68,22.55,102,23
162,163,163,Sean O'Hair,77,22.4,125,28
163,164,164,Brooks Koepka,56,21.59,88,19
164,165,165,Vijay Singh,83,21.48,135,29
165,166,166,J.J. Henry,91,20.92,153,32
166,167,167,J.B. Holmes,86,20.9,134,28
167,168,168,Brad Fritsch,50,20.78,77,16
168,169,169,Kyle Stanley,87,20.45,132,27
169,T170,T170,Chad Campbell,57,20.18,114,23
170,T170,T170,Trevor Immelman,84,20.18,109,22
171,172,172,"Ted Potter, Jr.",68,19.57,138,27
172,173,173,Troy Matteson,62,18.75,80,15
173,174,174,Willy Wilcox,51,18.18,66,12
174,175,175,John Peterson,62,17.39,115,20
175,176,176,Bronson La'Cassie,51,16.67,66,11
176,177,177,Briny Baird,50,12.68,71,9
