,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
40,T38,T38,John Merrick,87,"10' 3""",2284.25,223,58,"2"""
41,T38,T38,Jeff Overton,80,"10' 3""",2231.417,217,77,"2"""
42,T38,T38,Henrik Stenson,56,"10' 3""",1539.6670000000001,150,69,"3"""
43,T44,T44,Russell Henley,92,"10' 2""",2666.417,262,56,"2"""
44,T44,T44,Justin Hicks,103,"10' 2""",2997.25,294,49,"3"""
45,T44,T44,Billy Hurley III,86,"10' 2""",2276.333,223,46,"3"""
46,T44,T44,Jerry Kelly,80,"10' 2""",2278.167,224,49,"1"""
47,T44,T44,Scott Langley,95,"10' 2""",2672.417,263,56,"3"""
48,T44,T44,Jeff Maggert,54,"10' 2""",1247.667,123,42,"6"""
49,T44,T44,Ian Poulter,57,"10' 2""",1434.0,141,65,"8"""
50,T44,T44,Brandt Snedeker,89,"10' 2""",2296.25,225,39,"2"""
51,T44,T44,Chris Stroud,88,"10' 2""",2569.917,253,58,"3"""
52,T53,T53,Sangmoon Bae,76,"10' 1""",2374.75,236,48,"4"""
53,T53,T53,Ricky Barnes,92,"10' 1""",2640.167,261,58,"1"""
54,T53,T53,Bud Cauley,56,"10' 1""",1444.0829999999999,143,65,"2"""
55,T53,T53,Brian Harman,111,"10' 1""",3343.0,332,71,"4"""
56,T53,T53,Martin Kaymer,65,"10' 1""",1599.1670000000001,159,56,"7"""
57,T53,T53,Spencer Levin,59,"10' 1""",1458.75,145,63,"3"""
58,T53,T53,Ryan Moore,86,"10' 1""",2262.917,225,50,"4"""
59,T53,T53,Kevin Na,94,"10' 1""",2694.75,267,62,"3"""
60,T53,T53,Seung-Yul Noh,92,"10' 1""",2552.083,253,44,"4"""
61,T53,T53,Bo Van Pelt,83,"10' 1""",2181.583,217,42,"3"""
62,T63,T63,Jim Furyk,84,"10' 0""",2122.0,213,65,"2"""
63,T63,T63,Retief Goosen,94,"10' 0""",2549.333,254,73,"3"""
64,T63,T63,Luke Guthrie,85,"10' 0""",2650.417,266,45,"3"""
65,T63,T63,Zach Johnson,97,"10' 0""",2990.0,299,53,"2"""
66,T63,T63,George McNeill,79,"10' 0""",2458.583,245,52,"3"""
67,T63,T63,Geoff Ogilvy,84,"10' 0""",2260.667,227,40,"4"""
68,T63,T63,"Ted Potter, Jr.",68,"10' 0""",1663.0,166,41,1
69,T63,T63,Lee Westwood,57,"10' 0""",1574.1670000000001,158,45,"4"""
70,T71,T71,Jason Bohn,81,"9' 11""",2247.25,227,44,"2"""
71,T71,T71,David Hearn,97,"9' 11""",2724.083,274,37,"4"""
72,T71,T71,Jim Herman,62,"9' 11""",1403.25,141,69,"5"""
73,T71,T71,Morgan Hoffmann,103,"9' 11""",3066.5,309,44,"3"""
74,T71,T71,Hunter Mahan,88,"9' 11""",2435.75,245,55,"2"""
75,T71,T71,Vijay Singh,83,"9' 11""",2336.417,235,43,"4"""
76,T71,T71,Brendan Steele,89,"9' 11""",2447.083,247,46,"3"""
77,T71,T71,Brian Stuard,91,"9' 11""",2471.25,250,51,"6"""
78,T71,T71,Andrew Svoboda,77,"9' 11""",2106.25,213,47,"3"""
79,T71,T71,Mark Wilson,69,"9' 11""",1463.0829999999999,148,49,"2"""
80,T81,T81,Stewart Cink,91,"9' 10""",2276.667,231,49,"3"""
81,T81,T81,Tim Clark,75,"9' 10""",2018.0829999999999,205,70,"5"""
82,T81,T81,Brian Davis,93,"9' 10""",2560.917,261,53,"5"""
83,T81,T81,Davis Love III,74,"9' 10""",1888.5,192,52,"3"""
84,T81,T81,Pat Perez,84,"9' 10""",2275.333,232,53,"2"""
85,T81,T81,D.A. Points,75,"9' 10""",1597.3329999999999,163,49,"4"""
86,T81,T81,John Rollins,84,"9' 10""",1801.75,184,72,"3"""
87,T81,T81,Tim Wilkinson,86,"9' 10""",2086.5,213,53,"2"""
88,T89,T89,Aaron Baddeley,74,"9' 9""",1971.9170000000001,202,39,"4"""
89,T89,T89,Erik Compton,88,"9' 9""",2290.917,235,49,"2"""
90,T89,T89,Brendon de Jonge,109,"9' 9""",2832.083,291,61,"4"""
91,T89,T89,James Driscoll,71,"9' 9""",1682.5,173,65,"1"""
92,T89,T89,Charles Howell III,106,"9' 9""",3119.083,319,53,"2"""
93,T89,T89,Chris Kirk,105,"9' 9""",2955.25,304,63,"1"""
94,T89,T89,Kevin Kisner,85,"9' 9""",2302.333,237,52,"1"""
95,T89,T89,Will MacKenzie,82,"9' 9""",2367.417,242,61,"3"""
96,T89,T89,Ben Martin,80,"9' 9""",2031.8329999999999,209,47,"2"""
97,T89,T89,Jim Renner,61,"9' 9""",1516.9170000000001,156,45,"7"""
98,T89,T89,Charlie Wi,72,"9' 9""",1810.3329999999999,186,55,"2"""
99,T100,T100,Keegan Bradley,89,"9' 8""",2271.0,234,47,"2"""
100,T100,T100,Paul Casey,56,"9' 8""",1582.5829999999999,164,50,"2"""
101,T100,T100,Russell Knox,92,"9' 8""",2501.083,259,44,"2"""
102,T100,T100,Brooks Koepka,56,"9' 8""",1503.0829999999999,156,45,"7"""
103,T100,T100,Richard Lee,80,"9' 8""",1712.0829999999999,177,60,"8"""
104,T100,T100,William McGirt,96,"9' 8""",2640.25,272,49,"7"""
105,T100,T100,Bryce Molder,77,"9' 8""",1847.0,191,56,"2"""
106,T100,T100,Justin Rose,70,"9' 8""",1778.25,184,61,"5"""
107,T108,T108,Robert Allenby,83,"9' 7""",2129.667,222,63,"2"""
108,T108,T108,Jonas Blixt,64,"9' 7""",1339.0829999999999,140,53,"7"""
109,T108,T108,James Hahn,82,"9' 7""",2061.0,216,51,"2"""
110,T108,T108,Louis Oosthuizen,50,"9' 7""",978.6669999999999,102,47,"10"""
111,T108,T108,Jordan Spieth,102,"9' 7""",2806.917,293,51,"1"""
112,T113,T113,Martin Flores,85,"9' 6""",2055.667,217,49,"2"""
113,T113,T113,Wes Roach,67,"9' 6""",1608.8329999999999,170,56,"2"""
114,T113,T113,Andres Romero,81,"9' 6""",2215.917,234,42,"3"""
115,T113,T113,Scott Stallings,77,"9' 6""",1723.3329999999999,182,54,"4"""
116,T113,T113,Kevin Streelman,79,"9' 6""",2121.083,224,41,"7"""
117,T118,T118,Woody Austin,63,"9' 5""",1671.8329999999999,177,53,1
118,T118,T118,Jonathan Byrd,76,"9' 5""",1856.0,197,76,"2"""
119,T118,T118,Ángel Cabrera,69,"9' 5""",2003.1670000000001,213,40,"3"""
120,T118,T118,Kevin Chappell,100,"9' 5""",2971.5,316,56,"3"""
121,T118,T118,Marc Leishman,81,"9' 5""",2115.5,225,54,"3"""
122,T118,T118,Rory McIlroy,66,"9' 5""",2099.583,222,60,"1"""
123,T118,T118,Webb Simpson,87,"9' 5""",2575.583,274,47,"3"""
124,T118,T118,Hudson Swafford,75,"9' 5""",1702.4170000000001,180,47,"3"""
125,T118,T118,Boo Weekley,73,"9' 5""",1501.3329999999999,160,53,"6"""
126,T127,T127,Briny Baird,50,"9' 4""",1217.833,131,44,"3"""
127,T127,T127,Brice Garnett,92,"9' 4""",2335.5,251,64,"3"""
128,T127,T127,Bill Haas,107,"9' 4""",2624.75,280,44,"2"""
129,T127,T127,Charley Hoffman,93,"9' 4""",2658.0,286,42,"2"""
130,T127,T127,Billy Horschel,92,"9' 4""",2188.0,235,57,"3"""
131,T127,T127,Dustin Johnson,58,"9' 4""",1509.5,162,48,"3"""
132,T127,T127,Jason Kokrak,65,"9' 4""",2060.917,220,72,"4"""
133,T127,T127,Phil Mickelson,71,"9' 4""",1701.5,182,38,"7"""
134,T127,T127,Sean O'Hair,77,"9' 4""",1882.25,202,51,"3"""
135,T127,T127,Ryan Palmer,85,"9' 4""",2423.917,260,77,"2"""
136,T127,T127,Adam Scott,68,"9' 4""",2180.0,234,60,"3"""
137,T138,T138,Gonzalo Fernandez-Castaño,83,"9' 3""",2064.167,224,49,"3"""
138,T138,T138,Chesson Hadley,84,"9' 3""",2298.25,248,39,"7"""
139,T138,T138,Ryo Ishikawa,75,"9' 3""",2118.083,229,58,"4"""
140,T138,T138,Cameron Tringale,111,"9' 3""",2892.5,314,35,"3"""
141,T142,T142,Ken Duke,80,"9' 2""",1974.9170000000001,215,61,"1"""
142,T142,T142,Carl Pettersson,91,"9' 2""",2528.833,276,58,"2"""
143,T142,T142,Charl Schwartzel,64,"9' 2""",1858.0829999999999,202,43,"6"""
144,T142,T142,Nick Watney,80,"9' 2""",1820.0,199,44,"4"""
145,T142,T142,Willy Wilcox,51,"9' 2""",1116.833,122,62,"3"""
146,T147,T147,Brad Fritsch,50,"9' 1""",1138.167,125,57,"1"""
147,T147,T147,Robert Garrigus,80,"9' 1""",2382.75,263,37,"3"""
148,T147,T147,Lucas Glover,68,"9' 1""",1309.083,144,46,"1"""
149,T147,T147,David Lingmerth,80,"9' 1""",1961.5829999999999,215,48,"3"""
150,T147,T147,Andrew Loupe,65,"9' 1""",1559.75,172,42,"2"""
151,T147,T147,Jimmy Walker,98,"9' 1""",2696.417,296,43,"3"""
152,T147,T147,Mike Weir,69,"9' 1""",1295.583,143,49,"2"""
153,T154,T154,Harris English,95,"9' 0""",2353.917,262,66,"5"""
154,T154,T154,Bronson La'Cassie,51,"9' 0""",882.25,98,35,"5"""
155,T154,T154,Troy Matteson,62,"9' 0""",1330.9170000000001,148,43,"3"""
156,T154,T154,Nicholas Thompson,85,"9' 0""",1833.0829999999999,203,50,"3"""
157,T154,T154,Gary Woodland,93,"9' 0""",2247.833,250,54,"6"""
158,T159,T159,Steven Bowditch,93,"8' 11""",2243.75,251,40,"1"""
159,T159,T159,Jason Day,54,"8' 11""",1051.083,118,57,"3"""
160,T159,T159,Derek Ernst,80,"8' 11""",1662.5829999999999,186,42,"2"""
161,T159,T159,J.B. Holmes,86,"8' 11""",2448.833,274,68,"2"""
162,T159,T159,Kevin Stadler,90,"8' 11""",2008.0829999999999,226,47,"1"""
163,T159,T159,Josh Teater,90,"8' 11""",2001.75,225,54,"3"""
164,T159,T159,Jhonattan Vegas,77,"8' 11""",1820.9170000000001,205,69,"3"""
165,166,166,Tyrone Van Aswegen,79,"8' 10""",1880.6670000000001,213,41,"4"""
166,167,167,Tommy Gainey,73,"8' 9""",1753.5829999999999,200,39,"6"""
167,168,168,Jason Dufner,57,"8' 8""",1298.583,150,40,"4"""
168,T169,T169,Rickie Fowler,91,"8' 6""",1956.25,230,38,"3"""
169,T169,T169,Hideki Matsuyama,82,"8' 6""",1996.3329999999999,234,45,"3"""
170,T169,T169,Bubba Watson,76,"8' 6""",1859.9170000000001,219,59,"1"""
171,172,172,Martin Laird,66,"8' 5""",1488.6670000000001,177,47,"1"""
172,T173,T173,Patrick Reed,92,"8' 4""",2023.4170000000001,242,55,"2"""
173,T173,T173,Kyle Stanley,87,"8' 4""",1828.4170000000001,219,44,"1"""
174,175,175,Jamie Lovemark,64,"8' 2""",1251.583,153,61,"2"""
175,176,176,Michael Putnam,106,"8' 0""",2330.25,292,45,"4"""
176,177,177,John Peterson,62,"7' 8""",1229.083,161,33,"4"""
