,Putting_from_3_RANK THIS WEEK,Putting_from_3_RANK LAST WEEK,Putting_from_3_PLAYER NAME,Putting_from_3_ROUNDS,Putting_from_3_% MADE,Putting_from_3_ATTEMPTS,Putting_from_3_PUTTS MADE
0,T1,T1,Jason Day,54,100.0,374,374
1,T1,T1,Luke Donald,57,100.0,476,476
2,T1,T1,Bronson La'Cassie,51,100.0,398,398
3,T1,T1,David Lingmerth,80,100.0,689,689
4,T1,T1,D.A. Points,75,100.0,589,589
5,T1,T1,Adam Scott,68,100.0,603,603
6,T1,T1,Bubba Watson,76,100.0,637,637
7,T1,T1,Willy Wilcox,51,100.0,439,439
8,T1,T1,Gary Woodland,93,100.0,763,763
9,10,10,Daniel Summerhays,98,99.9,998,997
10,T11,T11,Zach Johnson,97,99.89,946,945
11,T11,T11,Scott Langley,95,99.89,879,878
12,13,13,Greg Chalmers,85,99.87,752,751
13,14,14,Ryan Palmer,85,99.86,700,699
14,T15,T15,Ben Curtis,77,99.85,686,685
15,T15,T15,Ben Martin,80,99.85,647,646
16,T15,T15,Brandt Snedeker,89,99.85,664,663
17,18,18,Justin Leonard,75,99.84,644,643
18,19,19,Mike Weir,69,99.83,577,576
19,20,20,Graeme McDowell,66,99.78,455,454
20,21,21,David Hearn,97,99.76,827,825
21,22,22,Jason Bohn,81,99.75,806,804
22,T23,T23,Matt Kuchar,91,99.74,781,779
23,T23,T23,Hunter Mahan,88,99.74,770,768
24,T25,T25,Brian Harman,111,99.73,1091,1088
25,T25,T25,Chris Stroud,88,99.73,752,750
26,T25,T25,Andrew Svoboda,77,99.73,728,726
27,T25,T25,Jimmy Walker,98,99.73,750,748
28,T29,T29,John Huh,87,99.72,715,713
29,T29,T29,Danny Lee,84,99.72,712,710
30,T29,T29,Tyrone Van Aswegen,79,99.72,712,710
31,T32,T32,Sean O'Hair,77,99.71,695,693
32,T32,T32,Jeff Overton,80,99.71,683,681
33,34,34,Tommy Gainey,73,99.69,638,636
34,35,35,Morgan Hoffmann,103,99.68,948,945
35,36,36,David Toms,64,99.66,592,590
36,37,37,Spencer Levin,59,99.65,566,564
37,T38,T38,James Hahn,82,99.64,828,825
38,T38,T38,Jim Herman,62,99.64,554,552
39,T38,T38,Kevin Na,94,99.64,844,841
40,T38,T38,Josh Teater,90,99.64,823,820
41,T42,T42,Erik Compton,88,99.62,782,779
42,T42,T42,Robert Garrigus,80,99.62,795,792
43,T42,T42,Andrew Loupe,65,99.62,528,526
44,T45,T45,John Rollins,84,99.61,770,767
