,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,T1,T1,Stuart Appleby,92,203,625,32.5
1,T1,T1,Brian Harman,111,203,724,28.0
2,3,3,Cameron Tringale,111,198,673,29.4
3,4,4,Morgan Hoffmann,103,196,671,29.2
4,5,5,Brendon Todd,108,184,697,26.4
5,6,6,Charles Howell III,106,174,648,26.9
6,7,7,Chris Kirk,105,172,659,26.1
7,8,8,Charley Hoffman,93,170,561,30.3
8,9,9,Brice Garnett,92,169,550,30.7
9,10,10,David Hearn,97,168,591,28.4
10,11,11,Jordan Spieth,102,167,659,25.3
11,T12,T12,Brian Davis,93,164,614,26.7
12,T12,T12,Brendon de Jonge,109,164,634,25.9
13,T14,T14,Scott Brown,100,163,606,26.9
14,T14,T14,Freddie Jacobson,91,163,611,26.7
15,T14,T14,Camilo Villegas,95,163,600,27.2
16,17,17,Greg Chalmers,85,162,577,28.1
17,18,18,Kevin Na,94,161,586,27.5
18,T19,T19,Erik Compton,88,160,545,29.4
19,T19,T19,Ben Crane,81,160,558,28.7
20,T19,T19,Tim Wilkinson,86,160,542,29.5
21,22,22,Luke Guthrie,85,159,581,27.4
22,T23,T23,J.B. Holmes,86,158,598,26.4
23,T23,T23,Russell Knox,92,158,571,27.7
24,T25,T25,Kevin Chappell,100,157,607,25.9
25,T25,T25,Justin Hicks,103,157,572,27.4
26,T25,T25,William McGirt,96,157,608,25.8
27,28,28,Retief Goosen,94,156,564,27.7
28,29,29,Carl Pettersson,91,155,569,27.2
29,30,30,Ricky Barnes,92,154,576,26.7
30,31,31,Russell Henley,92,152,524,29.0
31,T32,T32,Robert Garrigus,80,151,515,29.3
32,T32,T32,Zach Johnson,97,151,611,24.7
33,34,34,Michael Putnam,106,149,606,24.6
34,35,35,Brian Stuard,91,148,545,27.2
35,T36,T36,Billy Horschel,92,147,441,33.3
36,T36,T36,George McNeill,79,147,502,29.3
37,T38,T38,Harris English,95,146,506,28.9
38,T38,T38,John Senden,99,146,556,26.3
39,40,40,Bill Haas,107,145,569,25.5
40,T41,T41,Steven Bowditch,93,144,563,25.6
41,T41,T41,Seung-Yul Noh,92,144,534,27.0
42,T43,T43,Daniel Summerhays,98,142,608,23.4
43,T43,T43,Jimmy Walker,98,142,539,26.3
44,T45,T45,Sean O'Hair,77,141,473,29.8
45,T45,T45,Pat Perez,84,141,540,26.1
46,T45,T45,Webb Simpson,87,141,541,26.1
47,T48,T48,Robert Allenby,83,140,457,30.6
48,T48,T48,Sangmoon Bae,76,140,486,28.8
49,T48,T48,Geoff Ogilvy,84,140,517,27.1
50,T48,T48,Patrick Reed,92,140,544,25.7
51,T52,T52,Gonzalo Fernandez-Castaño,83,139,526,26.4
52,T52,T52,Andres Romero,81,139,529,26.3
53,T52,T52,Bo Van Pelt,83,139,447,31.1
54,T55,T55,Jason Bohn,81,138,495,27.9
55,T55,T55,Scott Langley,95,138,582,23.7
56,T55,T55,Danny Lee,84,138,492,28.0
57,T55,T55,Rory Sabbatini,82,138,453,30.5
58,59,59,Kevin Kisner,85,137,495,27.7
59,60,60,Matt Every,85,136,503,27.0
60,T61,T61,Billy Hurley III,86,134,492,27.2
61,T61,T61,Jeff Overton,80,134,475,28.2
62,T63,T63,Chesson Hadley,84,133,504,26.4
63,T63,T63,Matt Kuchar,91,133,558,23.8
64,T63,T63,Richard Lee,80,133,471,28.2
65,T63,T63,Hideki Matsuyama,82,133,480,27.7
66,T67,T67,Justin Leonard,75,132,484,27.3
67,T67,T67,Vijay Singh,83,132,516,25.6
68,T69,T69,Jerry Kelly,80,131,486,27.0
69,T69,T69,Chris Stroud,88,131,536,24.4
70,T69,T69,Michael Thompson,74,131,433,30.3
71,T72,T72,Chad Collins,78,130,453,28.7
72,T72,T72,Rickie Fowler,91,130,477,27.3
73,T72,T72,Bryce Molder,77,130,457,28.4
74,T72,T72,Ryan Moore,86,130,445,29.2
75,T72,T72,Ryan Palmer,85,130,517,25.1
76,T77,T77,Aaron Baddeley,74,129,464,27.8
77,T77,T77,David Lingmerth,80,129,474,27.2
78,T77,T77,Brendan Steele,89,129,499,25.9
79,T77,T77,Nicholas Thompson,85,129,444,29.1
80,T81,T81,K.J. Choi,80,128,502,25.5
81,T81,T81,Tim Clark,75,128,459,27.9
82,T81,T81,Martin Flores,85,128,467,27.4
83,T81,T81,Robert Streb,75,128,462,27.7
84,T85,T85,J.J. Henry,91,127,458,27.7
85,T85,T85,Marc Leishman,81,127,480,26.5
86,T87,T87,Ryo Ishikawa,75,126,461,27.3
87,T87,T87,Matt Jones,83,126,429,29.4
88,T87,T87,Will MacKenzie,82,126,512,24.6
89,T87,T87,Charlie Wi,72,126,473,26.6
90,T91,T91,John Huh,87,125,482,25.9
91,T91,T91,Jhonattan Vegas,77,125,417,30.0
92,93,93,Tyrone Van Aswegen,79,124,462,26.8
93,T94,T94,Ángel Cabrera,69,123,418,29.4
94,T94,T94,Ben Martin,80,123,448,27.5
95,T96,T96,Woody Austin,63,122,402,30.3
96,T96,T96,Ken Duke,80,122,453,26.9
97,T96,T96,Josh Teater,90,122,492,24.8
98,T99,T99,Hunter Mahan,88,121,507,23.9
99,T99,T99,Gary Woodland,93,121,504,24.0
100,T101,T101,Brian Gay,81,120,497,24.1
101,T101,T101,John Rollins,84,120,420,28.6
102,T101,T101,Brandt Snedeker,89,120,492,24.4
103,T101,T101,Andrew Svoboda,77,120,427,28.1
104,T105,T105,Stewart Cink,91,119,494,24.1
105,T105,T105,Tommy Gainey,73,119,425,28.0
106,T107,T107,Keegan Bradley,89,117,483,24.2
107,T107,T107,Roberto Castro,76,117,404,29.0
108,T107,T107,Jason Kokrak,65,117,431,27.1
109,T107,T107,Scott Stallings,77,117,424,27.6
110,T107,T107,Kevin Streelman,79,117,442,26.5
111,112,112,Jim Furyk,84,116,463,25.1
112,113,113,John Merrick,87,115,443,26.0
113,T114,T114,Ben Curtis,77,114,446,25.6
114,T114,T114,Derek Ernst,80,114,412,27.7
115,T116,T116,Charlie Beljan,76,113,449,25.2
116,T116,T116,Ernie Els,85,113,474,23.8
117,T116,T116,Phil Mickelson,71,113,402,28.1
118,T116,T116,"Ted Potter, Jr.",68,113,407,27.8
119,T116,T116,Kyle Stanley,87,113,432,26.2
120,T121,T121,Trevor Immelman,84,112,434,25.8
121,T121,T121,D.A. Points,75,112,373,30.0
122,T121,T121,Adam Scott,68,112,413,27.1
123,T121,T121,Nick Watney,80,112,385,29.1
124,T125,T125,Heath Slocum,71,111,417,26.6
125,T125,T125,Y.E. Yang,79,111,444,25.0
126,T127,T127,Davis Love III,74,109,425,25.6
127,T127,T127,Charl Schwartzel,64,109,410,26.6
128,129,129,Hudson Swafford,75,108,344,31.4
129,T130,T130,James Hahn,82,107,483,22.2
130,T130,T130,David Toms,64,107,373,28.7
131,132,132,Kevin Stadler,90,106,398,26.6
132,T133,T133,Andrew Loupe,65,103,373,27.6
133,T133,T133,Bubba Watson,76,103,396,26.0
134,135,135,John Peterson,62,102,357,28.6
135,T136,T136,Jonathan Byrd,76,101,444,22.7
136,T136,T136,Rory McIlroy,66,101,376,26.9
137,T138,T138,Wes Roach,67,100,372,26.9
138,T138,T138,Shawn Stefani,60,100,399,25.1
139,140,140,Mike Weir,69,99,421,23.5
140,T141,T141,Graham DeLaet,80,98,423,23.2
141,T141,T141,Justin Rose,70,98,380,25.8
142,143,143,Troy Matteson,62,97,322,30.1
143,T144,T144,Paul Casey,56,96,334,28.7
144,T144,T144,James Driscoll,71,96,398,24.1
145,T144,T144,Jamie Lovemark,64,96,320,30.0
146,147,147,Luke Donald,57,94,337,27.9
147,148,148,Martin Kaymer,65,93,338,27.5
148,T149,T149,Jim Herman,62,92,314,29.3
149,T149,T149,Martin Laird,66,92,342,26.9
150,T149,T149,Johnson Wagner,69,92,387,23.8
151,T149,T149,Mark Wilson,69,92,373,24.7
152,153,153,Jim Renner,61,91,334,27.2
153,154,154,Spencer Levin,59,90,340,26.5
154,T155,T155,Jonas Blixt,64,87,315,27.6
155,T155,T155,Graeme McDowell,66,87,350,24.9
156,T155,T155,Lee Westwood,57,87,333,26.1
157,158,158,Ian Poulter,57,86,319,27.0
158,159,159,Troy Merritt,62,85,387,22.0
159,160,160,Brooks Koepka,56,84,303,27.7
160,161,161,Willy Wilcox,51,81,256,31.6
161,T162,T162,Bronson La'Cassie,51,80,261,30.7
162,T162,T162,Boo Weekley,73,80,328,24.4
163,164,164,D.H. Lee,54,79,324,24.4
164,T165,T165,Briny Baird,50,77,306,25.2
165,T165,T165,Jeff Maggert,54,77,298,25.8
166,167,167,Jason Dufner,57,75,282,26.6
167,168,168,Kevin Tway,64,73,293,24.9
168,169,169,Brad Fritsch,50,72,276,26.1
169,T170,T170,Chad Campbell,57,71,277,25.6
170,T170,T170,Dustin Johnson,58,71,294,24.1
171,T172,T172,Sergio Garcia,61,69,295,23.4
172,T172,T172,Henrik Stenson,56,69,252,27.4
173,174,174,Louis Oosthuizen,50,65,208,31.3
174,175,175,Jason Day,54,64,255,25.1
175,176,176,Lucas Glover,68,59,278,21.2
176,177,177,Bud Cauley,56,55,307,17.9
